gmb,bsgm_wpgp_2015_dst,guf_ghsl_dst_2014,dmsp_2011,ccilc_dst011_2015,ccilc_dst040_2015,ccilc_dst130_2015,ccilc_dst140_2015,ccilc_dst150_2015,ccilc_dst160_2015,ccilc_dst190_2015,ccilc_dst200_2015,ghsl_dst_2014,guf_dst_2012,cciwat_cls,cciwat_dst,cciwat_dst_negative,gpw4coast_dst,osmint_dst,osmriv_dst,osmroa_dst,slope,topo,tt50k_2000,wclim_prec,wclim_temp,urbanaccessibility_2015,viirs_2016,wdpa_cat1_dst_2017,Id,area_sqm,DIST_NEAR_MANGROVE
432,-0.2930000126361847,-0.2930000126361847,3703.0,0.984000027179718,9.427000045776367,8.130999565124512,24.71299934387207,83.00800323486328,0.09300000220537186,0.0,0.18000000715255737,-0.2029999941587448,-0.2930000126361847,0.0,0.3319999873638153,0.3319999873638153,0.7900000214576721,0.20600000023841858,0.3880000114440918,0.20600000023841858,0.0,5.0,72.02249908447266,866.2650146484375,26.165645599365234,5.894999980926514,15.474464416503906,1096.8399658203125,1121234,1848.7657027364467,48.047716951026956
433,-0.38199999928474426,-0.38199999928474426,3703.0,1.1380000114440918,9.28600025177002,8.177000045776367,24.70400047302246,82.98300170898438,0.1289999932050705,0.09000000357627869,0.0,-0.28600001335144043,-0.27000001072883606,0.0,0.4560000002384186,0.4560000002384186,0.703000009059906,0.2029999941587448,0.5180000066757202,0.2029999941587448,0.0,4.0,70.45249938964844,864.885009765625,26.1603946685791,6.15500020980835,15.474464416503906,1096.6929931640625,1121235,924.3828509558026,96.62105392968856
434,0.0,0.0,3703.0,0.703000009059906,9.70300006866455,7.925000190734863,24.840999603271484,83.177001953125,0.27000001072883606,0.09300000220537186,0.0,0.09300000220537186,0.0,0.0,0.09000000357627869,0.09000000357627869,0.6489999890327454,0.20600000023841858,0.09000000357627869,0.0,1.0,4.0,55.970001220703125,863.4550170898438,26.174144744873047,5.900000095367432,9.014549255371094,1097.22998046875,1121439,1848.7677963444069,-11.7401651477619
435,0.09000000357627869,0.09000000357627869,3703.0,0.7429999709129333,9.767000198364258,7.941999912261963,24.833999633789062,83.16400146484375,0.3610000014305115,0.09300000220537186,0.0,0.1289999932050705,0.09000000357627869,0.0,0.18000000715255737,0.18000000715255737,0.6489999890327454,0.2590000033378601,0.09300000220537186,0.0,1.0,4.0,60.5099983215332,864.2650146484375,26.177019119262695,5.900000095367432,9.014549255371094,1097.156005859375,1121440,924.3838982415632,-11.73958132804804
436,-0.09000000357627869,-0.09000000357627869,3703.0,0.8450000286102295,9.697999954223633,7.979000091552734,24.82200050354004,83.13800048828125,0.18000000715255737,0.09300000220537186,0.0,0.0,-0.09000000357627869,0.0,0.1860000044107437,0.1860000044107437,0.6740000247955322,0.2029999941587448,0.1860000044107437,0.0,1.0,4.0,69.58999633789062,865.885009765625,26.182769775390625,5.900000095367432,9.014549255371094,1097.009033203125,1121441,924.3838986036185,22.32102725521589
437,-0.1289999932050705,-0.1289999932050705,3703.0,0.906000018119812,9.626999855041504,7.999000072479248,24.81599998474121,83.125,0.09000000357627869,0.09300000220537186,0.0,0.0,-0.1289999932050705,0.0,0.1860000044107437,0.1860000044107437,0.7039999961853027,0.1289999932050705,0.20600000023841858,0.09000000357627869,1.0,5.0,74.12999725341797,866.6950073242188,26.185644149780273,5.900000095367432,15.474464416503906,1096.93505859375,1121442,924.3838983480657,23.73214933801404
438,0.0,0.0,4213.0,0.38199999928474426,6.980000019073486,5.617000102996826,25.93600082397461,84.80799865722656,0.09000000357627869,0.0,8.210000038146973,0.0,0.0,0.0,0.7480000257492065,0.7480000257492065,2.125999927520752,0.6549999713897705,1.819000005722046,0.3880000114440918,1.0,8.0,5.5,841.25,26.63426971435547,0.0,9.079255104064941,1104.1090087890625,1121660,924.3849417840302,86.91490732481843
439,-0.09000000357627869,-0.09000000357627869,3703.0,0.8450000286102295,9.697999954223633,7.979000091552734,24.82200050354004,83.13800048828125,0.18000000715255737,0.09300000220537186,0.0,0.0,-0.09000000357627869,0.0,0.1860000044107437,0.1860000044107437,0.6740000247955322,0.2029999941587448,0.1860000044107437,0.0,1.0,4.0,69.58999633789062,865.885009765625,26.182769775390625,5.900000095367432,9.014549255371094,1097.009033203125,1121661,924.3849422212957,10.000842994340358
440,-0.1860000044107437,-0.1860000044107437,3703.0,0.9710000157356262,9.555999755859375,8.020000457763672,24.81100082397461,83.11299896240234,0.0,0.09300000220537186,0.09000000357627869,-0.09000000357627869,-0.1860000044107437,0.0,0.20600000023841858,0.20600000023841858,0.7429999709129333,0.09300000220537186,0.2590000033378601,0.09300000220537186,0.0,5.0,75.85250091552734,866.7849731445312,26.186227798461914,5.954999923706055,15.474464416503906,1096.8609619140625,1121662,924.3849420835314,11.180702995154677
441,-0.2930000126361847,-0.2930000126361847,3703.0,1.1859999895095825,9.345000267028809,8.088000297546387,24.79599952697754,83.07499694824219,0.09000000357627869,0.0,0.09300000220537186,-0.2590000033378601,-0.27799999713897705,0.0,0.4059999883174896,0.4059999883174896,0.7760000228881836,0.18000000715255737,0.4560000002384186,0.1289999932050705,1.0,4.0,72.56749725341797,864.89501953125,26.18110466003418,6.284999847412109,15.474464416503906,1096.6390380859375,1121663,924.3849427955174,86.97403602745706
442,-0.09000000357627869,-0.09000000357627869,4213.0,0.4129999876022339,6.997000217437744,5.6479997634887695,25.947999954223633,84.83000183105469,0.1809999942779541,-0.09000000357627869,8.300999641418457,-0.09000000357627869,0.0,0.0,0.7639999985694885,0.7639999985694885,2.2149999141693115,0.6380000114440918,1.784999966621399,0.328000009059906,1.0,9.0,5.300000190734863,841.3300170898438,26.641393661499023,0.0,9.079255104064941,1104.1829833984375,1121863,1848.7719754870243,71.21285568269761
443,-0.09000000357627869,-0.09000000357627869,3703.0,0.8450000286102295,9.697999954223633,7.979000091552734,24.82200050354004,83.13800048828125,0.18000000715255737,0.09300000220537186,0.0,0.0,-0.09000000357627869,0.0,0.1860000044107437,0.1860000044107437,0.6740000247955322,0.2029999941587448,0.1860000044107437,0.0,1.0,4.0,69.58999633789062,865.885009765625,26.182769775390625,5.900000095367432,9.014549255371094,1097.009033203125,1121864,924.3859874108546,-19.550964952840054
