OBJECTID,Id,area_sqm,predicted_pop,area_scaled,log_predicted_pop
-1,192319,913.6477062377439,205.56417021306004,-1.5532075692974943,5.325758249002604
-1,192320,9136.460945416356,243.53991243948437,-1.1291272675821586,5.4952808405464175
-1,192321,913.647706578256,205.56417021450312,-1.553207569279933,5.325758249009624
-1,192360,913.64895037114,205.5641754856201,-1.5532075051330227,5.325758274651821
-1,192396,1827.299143591477,209.47286459091845,-1.5060872509897025,5.344594206347466
-1,192890,6395.640728220613,230.16023333305714,-1.2704813067469798,5.438775733029089
-1,192922,913.6663569240258,205.5642492535233,-1.5532066074139594,5.325758633507588
-1,192952,913.6675992496904,205.56425451842424,-1.5532065433427191,5.325758659119536
-1,193002,913.6688435294376,205.5642597916065,-1.5532064791706996,5.3257586847717695
-1,195185,913.7409114977879,205.56456521153217,-1.5532027623641917,5.325760170534417
-1,195368,913.7471195390062,205.56459152087675,-1.5532024421929904,5.325760298520205
-1,195404,913.7483624070825,205.56459678808514,-1.553202378093776,5.325760324143335
-1,195436,913.7496048457646,205.56460205347406,-1.553202314016707,5.325760349757614
-1,195479,1827.5016909639705,209.4737392976097,-1.5060768048870925,5.344598382090547
-1,195787,913.7595383652605,205.56464415120442,-1.5532018017090792,5.325760554548349
-1,195812,913.7607788699984,205.56464940839848,-1.5532017377317509,5.325760580122757
-1,195996,2741.2997696126686,213.45741738991055,-1.4589489237558724,5.363437362611497
-1,196027,913.7682286248423,205.564680980072,-1.5532013535208742,5.325760733707876
-1,196187,2741.3195815372546,213.45750457559106,-1.4589479019830665,5.363437771056721
-1,196265,2741.3295647378304,213.45754850834481,-1.458947387113205,5.363437976871688
-1,196402,11879.14860002879,257.7073006771721,-0.9876769178968297,5.551824447397394
-1,196436,913.7831226469234,205.56474410017736,-1.553200585382137,5.32576104076498
-1,196467,913.784366002849,205.56474936945716,-1.5532005212577624,5.325761066398168
-1,196498,913.785607844693,205.5647546323204,-1.5532004572114746,5.325761092000141
-1,196522,913.7868489449955,205.5647598920414,-1.5532003932034308,5.325761117586827
-1,196523,2741.358014335403,213.45767370563496,-1.4589459198642756,5.3634385633923065
-1,196524,4568.928036321754,221.65364050572705,-1.3646915054946147,5.401115985625218
-1,196557,913.7880895534765,205.56476514967804,-1.5532003292207517,5.325761143163374
-1,196742,5482.7595133194845,225.8691060446179,-1.3175619018894038,5.419955654690892
-1,196838,21931.080496054266,317.04901647647097,-0.46926233309539866,5.759056388032637
-1,197210,913.8116671739481,205.56486507047993,-1.5531991132373515,5.325761629242676
-1,197254,913.8129079900704,205.56487032899946,-1.5531990492439636,5.325761654823504
-1,197333,913.8153896280307,205.5648808460627,-1.5531989212568935,5.3257617059852755
-1,197458,1827.636980776405,209.4743235526157,-1.5060698275007884,5.344601171242988
-1,202566,913.9938285963007,205.56563706331244,-1.5531897185121273,5.325765384706347
-1,202648,913.9975414420119,205.56565279823442,-1.5531895270272078,5.325765461250859
-1,202765,914.0024917482643,205.56567377747666,-1.5531892717219602,5.325765563307019
-1,202868,914.0062031815107,205.5656895064156,-1.5531890803098871,5.3257656398224125
-1,202901,914.0074410161218,205.5656947523205,-1.5531890164702666,5.325765665341772
-1,202902,1828.0136432253103,209.47595019455372,-1.5060504016521976,5.344608936565223
-1,203061,914.0136268304656,205.56572096761272,-1.553188697445386,5.325765792869328
-1,203105,914.016101862116,205.56573145672246,-1.553188569799027,5.325765843894905
-1,203133,914.0173386672093,205.5657366982653,-1.5531885060125026,5.32576586939304
-1,203135,914.0173393025927,205.56573670095798,-1.5531885059797337,5.325765869406139
-1,203212,914.0210484355727,205.56575242015313,-1.5531883146862935,5.3257659458741085
-1,203213,914.0210485747916,205.56575242074322,-1.5531883146791134,5.325765945876979
-1,203409,17366.452956014455,288.57396490592777,-0.7046767305883399,5.664951430579279
-1,203443,3656.1199259119926,217.52143870260363,-1.4117683303732793,5.382297414418762
-1,203893,914.0470257835603,205.56586251141445,-1.5531869749402416,5.325766481426507
-1,203937,4570.233844347455,221.65960765915307,-1.3646241602387499,5.401142906333999
-1,203981,1828.0977620515919,209.47631346904754,-1.5060460633392392,5.34461067076993
-1,203982,914.0494998678313,205.5658729965161,-1.5531868473427426,5.325766532432551
-1,203984,2742.147311865816,213.4611471728659,-1.4589052129279625,5.3634548356532665
-1,203985,914.0494997567633,205.5658729960454,-1.553186847348471,5.325766532430261
-1,204025,914.0507353554434,205.56587823247932,-1.5531867836241655,5.325766557903526
-1,204067,1828.10394871838,209.47634018673307,-1.5060457442703947,5.344610798315061
-1,204069,1828.1039484286948,209.47634018548206,-1.5060457442853348,5.3446107983090885
-1,204070,1828.1039478520313,209.47634018299175,-1.5060457443150754,5.3446107982972
-1,204120,3656.210367740628,217.52184428487502,-1.4117636659601571,5.382299278979311
-1,204160,914.0544461749661,205.5658939588327,-1.553186592243744,5.325766634406265
-1,204278,1828.1163129703782,209.4763935828945,-1.5060451066010758,5.344611053218094
-1,204358,2742.183074339255,213.46130455437446,-1.458903368527502,5.363455572937089
-1,204389,914.0631020211058,205.565930642081,-1.553186145830365,5.32576681285632
-1,204390,1828.1262040085135,209.4764362982638,-1.5060445964843658,5.344611257133028
-1,204515,22851.595852691215,323.12325757610876,-0.42178801757571505,5.778033852833791
-1,204671,2742.2226912449178,213.46147889839,-1.458901325339992,5.36345638968439
-1,204729,914.0767012360582,205.56598827520943,-1.5531854444695277,5.325767093219511
-1,204996,914.08535476503,205.56602494865436,-1.5531849981756534,5.325767271621794
-1,205056,1828.174416523179,209.4766445086229,-1.5060421099901244,5.3446122510885266
-1,551715,920.2229040536446,205.59203738100427,-1.5528684624988236,5.3258938041394215
-1,552045,8282.021903144705,239.28746549676723,-1.1731937879206553,5.477665613671026
-1,552241,920.2285364150833,205.59206125383898,-1.5528681720175164,5.325893920256921
-1,552344,920.2296584727817,205.59206600969492,-1.5528681141489316,5.325893943389409
-1,552345,920.2296587229501,205.5920660107553,-1.5528681141360294,5.325893943394567
-1,552625,4601.157311258591,221.8009656416326,-1.3630293248951384,5.401780428566089
-1,552626,920.2330401885657,205.59208034314122,-1.5528679397415834,5.325894013107303
-1,552627,5521.391325180844,226.04906854672734,-1.3155695192396415,5.420752093169096
-1,552734,920.2341655874679,205.5920851131595,-1.5528678817006802,5.325894036308674
-1,552735,6441.627897452883,230.3785465410853,-1.2681095816407673,5.439723810515377
-1,552736,920.2341655207938,205.59208511287684,-1.552867881704119,5.325894036307299
