gha,bsgm_wpgp_2015_dst,guf_ghsl_dst_2014,dmsp_2011,ccilc_dst011_2015,ccilc_dst040_2015,ccilc_dst130_2015,ccilc_dst140_2015,ccilc_dst150_2015,ccilc_dst160_2015,ccilc_dst190_2015,ccilc_dst200_2015,ghsl_dst_2014,guf_dst_2012,cciwat_cls,cciwat_dst,cciwat_dst_negative,gpw4coast_dst,osmint_dst,osmriv_dst,osmroa_dst,slope,topo,tt50k_2000,wclim_prec,wclim_temp,urbanaccessibility_2015,viirs_2016,wdpa_cat1_dst_2017,Id,area_sqm,DIST_NEAR_MANGROVE
39,0.1850000023841858,0.1850000023841858,457.0,-0.09200000017881393,1.312000036239624,0.5540000200271606,13.291999816894531,15.381999969482422,3.618000030517578,7.986999988555908,10.970999717712402,0.2770000100135803,0.1850000023841858,0.0,0.09300000220537186,0.09300000220537186,10.152999877929688,7.4070000648498535,0.9100000262260437,0.1850000023841858,1.0,7.0,315.3500061035156,967.5050048828125,27.67412567138672,57.689998626708984,2.2939510345458984,223.68299865722656,7932331,1889.7652184115564,64.80522766381726
40,0.09200000017881393,0.09200000017881393,0.0,0.0,1.5770000219345093,0.9269999861717224,13.043000221252441,15.53499984741211,4.020999908447266,7.828000068664551,10.545000076293945,0.09200000017881393,0.27799999713897705,0.0,0.09200000017881393,0.09200000017881393,10.284000396728516,7.423999786376953,0.6460000276565552,0.5540000200271606,2.0,4.0,338.5,963.7625122070312,27.664270401000977,56.650001525878906,1.4168418645858765,224.14500427246094,7934121,1889.7716664890008,24.488228393894868
41,0.13099999725818634,0.13099999725818634,0.0,0.09200000017881393,1.6720000505447388,1.031999945640564,12.958999633789062,15.560999870300293,4.126999855041504,7.770999908447266,10.432999610900879,0.13099999725818634,0.2070000022649765,0.0,0.0,0.0,10.307000160217285,7.452000141143799,0.5609999895095825,0.6460000276565552,1.0,11.0,344.70001220703125,963.1024780273438,27.661603927612305,55.33000183105469,0.747039794921875,224.2740020751953,7935110,944.8876731833727,77.62805369769237
42,0.09300000220537186,0.09300000220537186,0.0,0.46399998664855957,7.504000186920166,0.7950000166893005,14.920000076293945,22.36400032043457,-0.3709999918937683,6.986999988555908,3.4679999351501465,0.09300000220537186,0.1860000044107437,0.0,0.656000018119812,0.656000018119812,9.407999992370605,2.9489998817443848,6.617000102996826,0.703000009059906,0.0,2.0,149.5574951171875,939.5250244140625,27.76220703125,39.709999084472656,0.4731590747833252,230.55099487304688,7935406,944.8881342355539,81.07287145289436
43,0.09200000017881393,0.09200000017881393,0.0,0.09200000017881393,1.7649999856948853,1.0520000457763672,12.866999626159668,15.510000228881836,4.144999980926514,7.683000087738037,10.411999702453613,0.09200000017881393,0.13099999725818634,0.0,0.09300000220537186,0.09300000220537186,10.255000114440918,7.531000137329102,0.5839999914169312,0.652999997138977,1.0,9.0,343.20001220703125,962.7575073242188,27.660228729248047,54.9900016784668,0.747039794921875,224.3280029296875,7935676,1889.7767300627775,124.0005976830452
44,0.09200000017881393,0.09200000017881393,0.0,0.5569999814033508,7.561999797821045,0.7850000262260437,14.880000114440918,22.413999557495117,-0.46399998664855957,7.089000225067139,3.3369998931884766,0.09200000017881393,0.09300000220537186,0.0,0.5860000252723694,0.5860000252723694,9.302000045776367,2.821000099182129,6.696000099182129,0.6660000085830688,0.0,3.0,147.8874969482422,938.125,27.760208129882812,39.25,0.4731590747833252,230.67999267578125,7935677,944.8885954636467,49.37574813471793
45,0.09300000220537186,0.09300000220537186,0.0,0.5569999814033508,7.650000095367432,0.7229999899864197,14.923999786376953,22.499000549316406,-0.46399998664855957,7.081999778747559,3.2709999084472656,0.09300000220537186,0.09300000220537186,0.0,0.621999979019165,0.621999979019165,9.288000106811523,2.743000030517578,6.788000106811523,0.5920000076293945,1.0,0.0,146.05250549316406,937.5750122070312,27.757123947143555,38.869998931884766,0.4731590747833252,230.75599670410156,7935678,944.8885956241934,-17.497444614564515
46,0.09200000017881393,0.09200000017881393,0.0,0.5569999814033508,7.561999797821045,0.7850000262260437,14.880000114440918,22.413999557495117,-0.46399998664855957,7.089000225067139,3.3369998931884766,0.09200000017881393,0.09300000220537186,0.0,0.5860000252723694,0.5860000252723694,9.302000045776367,2.821000099182129,6.696000099182129,0.6660000085830688,0.0,3.0,147.8874969482422,938.125,27.760208129882812,39.25,0.4731590747833252,230.67999267578125,7935937,1889.778107992571,3.236099939279877
47,0.0,0.0,0.0,0.5569999814033508,7.473999977111816,0.8529999852180481,14.838000297546387,22.32900047302246,-0.46399998664855957,7.079999923706055,3.4040000438690186,0.0,0.09300000220537186,0.0,0.5640000104904175,0.5640000104904175,9.317000389099121,2.9000000953674316,6.605000019073486,0.7450000047683716,1.0,1.0,149.72250366210938,938.6749877929688,27.763290405273438,39.630001068115234,0.4731590747833252,230.60400390625,7936167,4724.445273092362,141.65511814764056
48,0.1850000023841858,0.1850000023841858,0.0,0.925000011920929,8.425999641418457,0.7229999899864197,15.475000381469727,23.530000686645508,-0.5929999947547913,6.2220001220703125,2.5190000534057617,0.1850000023841858,1.0190000534057617,0.0,1.375,1.375,9.187999725341797,1.9079999923706055,7.888000011444092,0.13099999725818634,2.0,-1.0,155.12249755859375,936.7424926757812,27.731542587280273,38.88999938964844,0.3133857250213623,231.67100524902344,7936425,5669.335971085751,146.97501090897936
49,0.0,0.0,0.0,0.6489999890327454,7.622000217437744,0.796999990940094,14.842000007629395,22.46500015258789,-0.5569999814033508,7.0279998779296875,3.2060000896453857,0.0,0.0,0.0,0.5400000214576721,0.5400000214576721,9.196000099182129,2.694000005722046,6.7769999504089355,0.6539999842643738,1.0,3.0,146.2375030517578,936.9249877929688,27.758541107177734,38.95000076293945,0.4731590747833252,230.80799865722656,7936671,5669.340413001211,81.21332983214991
50,0.0,0.0,0.0,0.6489999890327454,7.533999919891357,0.8529999852180481,14.79800033569336,22.378999710083008,-0.5569999814033508,7.103000164031982,3.2730000019073486,0.0,0.0,0.0,0.49900001287460327,0.49900001287460327,9.210000038146973,2.7739999294281006,6.684999942779541,0.722000002861023,1.0,4.0,148.0625,937.375,27.761457443237305,39.25,0.4731590747833252,230.73199462890625,7936908,13228.457714710114,41.484142357349235
51,0.09200000017881393,0.09200000017881393,0.0,0.6489999890327454,7.798999786376953,0.7059999704360962,14.930000305175781,22.63599967956543,-0.5569999814033508,6.879000186920166,3.0759999752044678,0.1850000023841858,0.09200000017881393,0.0,0.6539999842643738,0.6539999842643738,9.170000076293945,2.5380001068115234,6.960000038146973,0.5230000019073486,1.0,-3.0,143.8874969482422,936.2625122070312,27.75322723388672,38.51250076293945,0.38326606154441833,230.96099853515625,7936909,944.8908941666058,69.26140064658848
52,0.0,0.0,0.0,0.7419999837875366,7.5960001945495605,0.8740000128746033,14.760000228881836,22.430999755859375,-0.46399998664855957,6.974999904632568,3.1419999599456787,0.0,0.09300000220537186,0.0,0.46299999952316284,0.46299999952316284,9.104000091552734,2.6470000743865967,6.767000198364258,0.722000002861023,1.0,-2.0,146.42250061035156,936.2750244140625,27.75995635986328,39.029998779296875,0.4731590747833252,230.86099243164062,7937161,1889.7822516645033,127.05662821900675
53,0.09200000017881393,0.09200000017881393,0.0,0.7419999837875366,7.684000015258789,0.8289999961853027,14.803999900817871,22.516000747680664,-0.46399998664855957,6.89900016784668,3.075000047683716,0.09200000017881393,0.09300000220537186,0.0,0.5230000019073486,0.5230000019073486,9.090999603271484,2.566999912261963,6.859000205993652,0.6539999842643738,0.0,-2.0,144.6074981689453,935.9249877929688,27.757205963134766,38.810001373291016,0.38326606154441833,230.93699645996094,7937162,944.8913562194759,59.60095243167315
54,0.09200000017881393,0.09200000017881393,0.0,0.6200000047683716,8.388999938964844,0.5609999895095825,15.515999794006348,23.809999465942383,-0.460999995470047,5.824999809265137,2.1610000133514404,0.09200000017881393,1.3869999647140503,0.0,1.50600004196167,1.50600004196167,8.998000144958496,1.5410000085830688,8.23799991607666,0.3330000042915344,1.0,1.0,160.07249450683594,937.4924926757812,27.724042892456055,40.290000915527344,0.28824523091316223,232.0800018310547,7937164,4724.456007761583,-39.64901952629904
55,0.1850000023841858,0.1850000023841858,0.0,0.5389999747276306,8.343000411987305,0.47099998593330383,15.508000373840332,23.895999908447266,-0.36899998784065247,5.757999897003174,2.115000009536743,0.1850000023841858,1.3730000257492065,0.0,1.5750000476837158,1.5750000476837158,8.99899959564209,1.49399995803833,8.329999923706055,0.3930000066757202,1.0,1.0,162.67750549316406,937.7575073242188,27.720958709716797,40.61000061035156,0.28824523091316223,232.156005859375,7937165,944.8913561429765,-69.58192782850357
56,0.0,0.0,0.0,0.8349999785423279,7.658999919891357,0.9129999876022339,14.722999572753906,22.482999801635742,-0.3709999918937683,6.8460001945495605,3.01200008392334,0.0,0.1860000044107437,0.0,0.4620000123977661,0.4620000123977661,8.99899959564209,2.5220000743865967,6.85099983215332,0.722000002861023,1.0,1.0,144.80250549316406,935.375,27.7587890625,38.970001220703125,0.38326606154441833,230.98899841308594,7937926,944.8931967374485,50.91838303158216
