gha,bsgm_wpgp_2015_dst,guf_ghsl_dst_2014,dmsp_2011,ccilc_dst011_2015,ccilc_dst040_2015,ccilc_dst130_2015,ccilc_dst140_2015,ccilc_dst150_2015,ccilc_dst160_2015,ccilc_dst190_2015,ccilc_dst200_2015,ghsl_dst_2014,guf_dst_2012,cciwat_cls,cciwat_dst,cciwat_dst_negative,gpw4coast_dst,osmint_dst,osmriv_dst,osmroa_dst,slope,topo,tt50k_2000,wclim_prec,wclim_temp,urbanaccessibility_2015,viirs_2016,wdpa_cat1_dst_2017,Id,area_sqm,DIST_NEAR_MANGROVE
1,-0.5860000252723694,-0.5860000252723694,1719.0,0.7059999704360962,0.7440000176429749,0.38199999928474426,1.3869999647140503,26.586999893188477,2.308000087738037,-0.27799999713897705,1.718999981880188,-0.3709999918937683,-0.2070000022649765,0.0,0.8799999952316284,0.8799999952316284,1.1469999551773071,2.2799999713897705,1.0199999809265137,0.414000004529953,0.0,7.0,167.5675048828125,960.7050170898438,27.327499389648438,0.4724999964237213,5.292714595794678,263.33099365234375,7749626,3836642.9801482195,2191.105190936824
2,0.09200000017881393,0.09200000017881393,0.0,0.9259999990463257,1.3079999685287476,0.6200000047683716,12.144000053405762,40.72600173950195,-0.33399999141693115,1.6660000085830688,5.284999847412109,0.09200000017881393,0.09300000220537186,0.0,1.2050000429153442,1.2050000429153442,0.46299999952316284,16.084999084472656,18.14699935913086,4.00600004196167,2.0,5.0,194.62750244140625,936.3599853515625,27.36004066467285,55.709999084472656,0.16515614092350006,240.0959930419922,7876859,944.766791293363,-37.98464632354307
3,0.09200000017881393,0.09200000017881393,0.0,0.9259999990463257,1.3079999685287476,0.6200000047683716,12.144000053405762,40.72600173950195,-0.33399999141693115,1.6660000085830688,5.284999847412109,0.09200000017881393,0.09300000220537186,0.0,1.2050000429153442,1.2050000429153442,0.46299999952316284,16.084999084472656,18.14699935913086,4.00600004196167,2.0,5.0,194.62750244140625,936.3599853515625,27.36004066467285,55.709999084472656,0.16515614092350006,240.0959930419922,7877097,944.7672585153259,-7.266234462024264
4,0.13099999725818634,0.13099999725818634,0.0,0.984000027179718,1.3680000305175781,0.703000009059906,12.055999755859375,40.81100082397461,-0.2930000126361847,1.590000033378601,5.251999855041504,0.13099999725818634,0.13099999725818634,0.0,1.128000020980835,1.128000020980835,0.414000004529953,16.106000900268555,18.202999114990234,3.999000072479248,1.0,6.0,200.9324951171875,938.280029296875,27.35595703125,54.93000030517578,0.16515614092350006,240.1750030517578,7877098,1889.5340498508447,-21.644793674487367
5,0.13099999725818634,0.13099999725818634,0.0,1.0470000505447388,1.4140000343322754,0.7889999747276306,11.968999862670898,40.89500045776367,-0.2619999945163727,1.5160000324249268,5.21999979019165,0.13099999725818634,0.2070000022649765,0.0,1.0540000200271606,1.0540000200271606,0.38199999928474426,16.12700080871582,18.260000228881836,3.993000030517578,1.0,2.0,207.2375030517578,940.2000122070312,27.35187530517578,54.150001525878906,0.16515614092350006,240.25399780273438,7877099,944.7672577465447,41.77954086334662
6,0.09200000017881393,0.09200000017881393,0.0,1.031999945640564,1.2869999408721924,0.671999990940094,12.086000442504883,40.77299880981445,-0.2070000022649765,1.5379999876022339,5.164999961853027,0.09200000017881393,0.09200000017881393,0.0,1.0779999494552612,1.0779999494552612,0.33399999141693115,16.195999145507812,18.275999069213867,4.091000080108643,0.0,7.0,199.77749633789062,937.8599853515625,27.35420799255371,56.40999984741211,0.16515614092350006,240.2220001220703,7877342,944.7677241275112,20.850331895963738
7,0.09200000017881393,0.09200000017881393,0.0,1.1139999628067017,1.3359999656677246,0.7609999775886536,11.998000144958496,40.856998443603516,-0.1860000044107437,1.4609999656677246,5.132999897003174,0.09200000017881393,0.1850000023841858,0.0,1.0,1.0,0.2930000126361847,16.218000411987305,18.33300018310547,4.085999965667725,1.0,5.0,206.41250610351562,939.9000244140625,27.350624084472656,55.54999923706055,0.16515614092350006,240.302001953125,7877343,944.7677247107579,25.9138465712307
8,0.09200000017881393,0.09200000017881393,0.0,1.1139999628067017,1.3359999656677246,0.7609999775886536,11.998000144958496,40.856998443603516,-0.1860000044107437,1.4609999656677246,5.132999897003174,0.09200000017881393,0.1850000023841858,0.0,1.0,1.0,0.2930000126361847,16.218000411987305,18.33300018310547,4.085999965667725,1.0,5.0,206.41250610351562,939.9000244140625,27.350624084472656,55.54999923706055,0.16515614092350006,240.302001953125,7877601,944.7681894050884,68.41038503729644
9,0.0,0.0,0.0,0.8360000252723694,1.2450000047683716,0.5389999747276306,12.230999946594238,40.641998291015625,-0.3930000066757202,1.74399995803833,5.318999767303467,0.0,0.09300000220537186,0.0,1.284000039100647,1.284000039100647,0.5230000019073486,16.065000534057617,18.090999603271484,4.015999794006348,1.0,3.0,188.32249450683594,934.4400024414062,27.364124298095703,56.4900016784668,0.16515614092350006,240.01600646972656,7878105,24563.9536324071,72.9947026075886
10,0.0,0.0,0.0,0.9639999866485596,1.1610000133514404,0.5609999895095825,12.20300006866455,40.6510009765625,-0.2070000022649765,1.5700000524520874,5.111999988555908,0.09200000017881393,0.0,0.0,1.1160000562667847,1.1160000562667847,0.3330000042915344,16.266000747680664,18.29400062561035,4.190999984741211,1.0,4.0,189.6300048828125,935.7725219726562,27.356332778930664,59.0099983215332,0.26787564158439636,240.1909942626953,7878355,6613.382402204319,81.86109009062162
11,0.0,0.0,0.0,1.1139999628067017,0.6539999842643738,0.460999995470047,11.88700008392334,40.345001220703125,-0.09200000017881393,1.2050000429153442,4.642000198364258,0.0,0.2070000022649765,0.0,1.1109999418258667,1.1109999418258667,0.1850000023841858,16.535999298095703,18.68600082397461,4.754000186920166,2.0,1.0,154.00999450683594,937.70751953125,27.353498458862305,69.87000274658203,0.3876977264881134,240.3990020751953,7883270,944.7784346779125,24.205784792802458
12,-0.09200000017881393,-0.09200000017881393,0.0,0.9829999804496765,0.5230000019073486,0.36899998784065247,11.798999786376953,40.222999572753906,-0.09200000017881393,1.0850000381469727,4.599999904632568,-0.09200000017881393,0.09200000017881393,0.0,1.2139999866485596,1.2139999866485596,0.2070000022649765,16.408000946044922,18.707000732421875,4.855999946594238,0.0,4.0,147.4499969482422,937.8375244140625,27.35333251953125,70.6500015258789,0.42848101258277893,240.3679962158203,7883540,1889.5573333233292,85.7180207459479
13,-0.09200000017881393,-0.09200000017881393,0.0,0.8529999852180481,0.3930000066757202,0.2770000100135803,11.711999893188477,40.10200119018555,-0.1850000023841858,0.9679999947547913,4.561999797821045,-0.09200000017881393,0.0,0.0,1.3209999799728394,1.3209999799728394,0.2770000100135803,16.2810001373291,18.729000091552734,4.959000110626221,2.0,5.0,142.25,938.3875122070312,27.35249900817871,70.94999694824219,0.42848101258277893,240.33799743652344,7884845,1889.5619878254342,129.70683604398008
14,0.0,0.0,0.0,0.9240000247955322,0.4620000123977661,0.36899998784065247,11.706000328063965,40.1870002746582,-0.09200000017881393,0.9980000257492065,4.51800012588501,0.0,0.09200000017881393,0.0,1.2309999465942383,1.2309999465942383,0.1850000023841858,16.358999252319336,18.783000946044922,4.947999954223633,2.0,4.0,143.27000427246094,938.7025146484375,27.351999282836914,72.08999633789062,0.42848101258277893,240.41600036621094,7884846,7558.243245521638,110.70765666414503
15,0.09300000220537186,0.09300000220537186,0.0,0.0,4.017000198364258,0.27799999713897705,19.017000198364258,23.375,1.590000033378601,2.052000045776367,8.355999946594238,0.09300000220537186,0.27799999713897705,0.0,0.1850000023841858,0.1850000023841858,14.62600040435791,2.48799991607666,6.396999835968018,0.09200000017881393,1.0,3.0,135.14999389648438,990.8200073242188,27.8553524017334,29.967500686645508,0.8641564249992371,226.4499969482422,7901117,1889.6265641951231,33.99310005433995
16,0.0,0.0,0.0,-0.09300000220537186,4.105000019073486,0.1860000044107437,18.92799949645996,23.327999114990234,1.5379999876022339,2.1410000324249268,8.277000427246094,0.0,0.1860000044107437,0.0,0.2070000022649765,0.2070000022649765,14.53600025177002,2.5380001068115234,6.366000175476074,0.0,0.0,6.0,135.25,991.0999755859375,27.8536434173584,30.012500762939453,0.8641564249992371,226.50100708007812,7901599,1889.6284170852077,59.75492262085568
17,0.0,0.0,0.0,-0.09300000220537186,4.135000228881836,0.1860000044107437,18.902000427246094,23.24799919128418,1.6160000562667847,2.1700000762939453,8.326000213623047,0.0,0.1860000044107437,0.0,0.2919999957084656,0.2919999957084656,14.555999755859375,2.4609999656677246,6.2789998054504395,0.0,1.0,0.0,135.25,991.7999877929688,27.852602005004883,30.037500381469727,0.8247671127319336,226.4239959716797,7901844,944.8146732675485,113.13108912213151
18,0.09200000017881393,0.09200000017881393,0.0,0.0,4.164999961853027,0.13099999725818634,18.864999771118164,23.360000610351562,1.4110000133514404,2.2039999961853027,8.149999618530273,0.09200000017881393,0.09300000220537186,0.0,0.2070000022649765,0.2070000022649765,14.425999641418457,2.6659998893737793,6.422999858856201,0.09200000017881393,2.0,2.0,135.4324951171875,990.9974975585938,27.851102828979492,30.360000610351562,0.8641564249992371,226.62899780273438,7902997,20785.94920095112,84.02068671580561
19,0.1860000044107437,0.1860000044107437,0.0,-0.2619999945163727,4.660999774932861,0.3930000066757202,18.472999572753906,23.638999938964844,0.47099998593330383,2.7829999923706055,7.2170000076293945,0.1860000044107437,0.9240000247955322,0.0,0.46399998664855957,0.46399998664855957,13.64799976348877,3.6429998874664307,6.9629998207092285,0.3330000042915344,1.0,3.0,137.03500366210938,990.5275268554688,27.812789916992188,31.767499923706055,0.2790783941745758,227.60400390625,7906905,944.8253334137394,4.162326902038781
20,0.1860000044107437,0.1860000044107437,0.0,-0.2770000100135803,4.6529998779296875,0.4620000123977661,18.503999710083008,23.716999053955078,0.38100001215934753,2.7829999923706055,7.172999858856201,0.1860000044107437,1.0,0.0,0.46399998664855957,0.46399998664855957,13.631999969482422,3.7179999351501465,7.052000045776367,0.3930000066757202,0.0,6.0,137.0449981689453,990.2424926757812,27.809539794921875,31.922500610351562,0.291257381439209,227.67999267578125,7906906,2834.4750228123885,-18.25039317308296
21,0.13099999725818634,0.13099999725818634,0.0,-0.2930000126361847,4.763000011444092,0.414000004529953,18.354999542236328,23.511999130249023,0.5540000200271606,2.875999927520752,7.182000160217285,0.13099999725818634,0.9160000085830688,0.0,0.5640000104904175,0.5640000104904175,13.571999549865723,3.625,6.849999904632568,0.2070000022649765,1.0,-3.0,137.5749969482422,990.9375,27.814790725708008,31.837499618530273,0.2790783941745758,227.5780029296875,7907587,1889.6534425625928,102.47338851810963
22,0.09300000220537186,0.09300000220537186,0.0,-0.2770000100135803,4.744999885559082,0.5230000019073486,18.416000366210938,23.667999267578125,0.36899998784065247,2.875999927520752,7.091000080108643,0.09300000220537186,1.0540000200271606,0.0,0.5569999814033508,0.5569999814033508,13.541000366210938,3.7720000743865967,7.0289998054504395,0.3330000042915344,0.0,2.0,137.23500061035156,990.427490234375,27.808624267578125,31.967500686645508,0.291257381439209,227.73199462890625,7907588,1889.6529821992162,56.49844707309092
23,0.09300000220537186,0.09300000220537186,0.0,-0.1850000023841858,4.738999843597412,0.5920000076293945,18.44700050354004,23.746000289916992,0.2770000100135803,2.877000093460083,7.046999931335449,0.09300000220537186,1.128000020980835,0.0,0.5569999814033508,0.5569999814033508,13.526000022888184,3.8469998836517334,7.11899995803833,0.4129999876022339,1.0,6.0,138.0574951171875,990.2349853515625,27.805999755859375,32.19499969482422,0.291257381439209,227.8090057373047,7907798,3779.3068878197923,23.554192342795556
24,0.09300000220537186,0.09300000220537186,0.0,-0.1850000023841858,4.738999843597412,0.5920000076293945,18.44700050354004,23.746000289916992,0.2770000100135803,2.877000093460083,7.046999931335449,0.09300000220537186,1.128000020980835,0.0,0.5569999814033508,0.5569999814033508,13.526000022888184,3.8469998836517334,7.11899995803833,0.4129999876022339,1.0,6.0,138.0574951171875,990.2349853515625,27.805999755859375,32.19499969482422,0.291257381439209,227.8090057373047,7907799,1889.6543708575728,34.622436376056015
25,0.13099999725818634,0.13099999725818634,457.0,-0.1850000023841858,2.3959999084472656,0.2770000100135803,8.86299991607666,37.78799819946289,1.1859999895095825,1.7070000171661377,3.627000093460083,0.13099999725818634,1.7669999599456787,0.0,3.305000066757202,3.305000066757202,2.877000093460083,13.682000160217285,20.68000030517578,8.210000038146973,1.0,-6.0,171.28500366210938,953.8350219726562,27.450603485107422,61.29999923706055,0.08025886863470078,240.84100341796875,7907808,944.8271858692822,100.5015411713914
26,0.0,0.0,0.0,-0.1850000023841858,4.831999778747559,0.6539999842643738,18.360000610351562,23.69700050354004,0.2770000100135803,2.9700000286102295,6.966000080108643,0.0,1.184000015258789,0.0,0.6489999890327454,0.6489999890327454,13.434000015258789,3.9010000228881836,7.0980000495910645,0.38100001215934753,0.0,4.0,138.16250610351562,990.4249877929688,27.80499839782715,32.224998474121094,0.291257381439209,227.86000061035156,7908288,2834.4839207768578,86.4491005333529
27,0.09200000017881393,0.09200000017881393,0.0,-0.09200000017881393,4.827000141143799,0.722000002861023,18.392000198364258,23.774999618530273,0.1850000023841858,2.9739999771118164,6.921999931335449,0.09200000017881393,1.2569999694824219,0.0,0.656000018119812,0.656000018119812,13.420000076293945,3.9760000705718994,7.188000202178955,0.4620000123977661,1.0,6.0,139.9875030517578,990.2750244140625,27.80249786376953,32.67499923706055,0.291257381439209,227.93699645996094,7908726,5668.971452518232,139.14483222240915
28,0.13099999725818634,0.13099999725818634,0.0,-0.2770000100135803,2.2160000801086426,0.38100001215934753,8.300000190734863,37.69300079345703,0.7450000047683716,2.115000009536743,3.434000015258789,0.13099999725818634,2.131999969482422,0.0,3.140000104904175,3.140000104904175,3.2890000343322754,13.54699993133545,21.218000411987305,7.914000034332275,0.0,-5.0,170.77499389648438,952.0250244140625,27.444894790649414,63.20000076293945,0.07511501759290695,241.21400451660156,7911202,944.8345927430661,42.34181505462728
29,0.09300000220537186,0.09300000220537186,0.0,-0.2930000126361847,2.4010000228881836,0.414000004529953,8.345000267028809,37.51900100708008,0.9100000262260437,2.2090001106262207,3.618000030517578,0.09300000220537186,2.240999937057495,0.0,3.2730000019073486,3.2730000019073486,3.3910000324249268,13.37600040435791,21.135000228881836,8.013999938964844,1.0,-1.0,178.875,953.125,27.45781135559082,63.0,0.07997170835733414,241.05799865722656,7911392,1889.6701135119786,13.957351119744423
30,0.1850000023841858,0.1850000023841858,0.0,-0.27799999713897705,2.677000045776367,0.3709999918937683,8.420000076293945,37.25699996948242,1.1679999828338623,2.371000051498413,3.8929998874664307,0.1850000023841858,2.421999931335449,0.0,3.4809999465942383,3.4809999465942383,3.5450000762939453,13.121000289916992,21.01300048828125,8.170999526977539,1.0,-5.0,191.02499389648438,954.7750244140625,27.47718620300293,62.70000076293945,0.07997170835733414,240.822998046875,7911593,2834.5055830026204,37.81535117999834
31,0.13099999725818634,0.13099999725818634,0.0,-0.3709999918937683,2.744999885559082,0.46399998664855957,8.357999801635742,37.138999938964844,1.2309999465942383,2.500999927520752,3.9769999980926514,0.13099999725818634,2.367000102996826,0.0,3.494999885559082,3.494999885559082,3.6730000972747803,13.0,21.05699920654297,8.14900016784668,0.0,-2.0,195.96499633789062,955.4149780273438,27.48418617248535,62.900001525878906,0.06528648734092712,240.79400634765625,7911798,944.8359813243953,73.80677324070771
32,0.09300000220537186,0.09300000220537186,0.0,-0.3709999918937683,2.6760001182556152,0.46399998664855957,8.331000328063965,37.22700119018555,1.1419999599456787,2.444000005722046,3.884999990463257,0.09300000220537186,2.453000068664551,0.0,3.421999931335449,3.421999931335449,3.622999906539917,13.085000038146973,21.097000122070312,8.095000267028809,1.0,2.0,191.85499572753906,954.8049926757812,27.477645874023438,63.0,0.07997170835733414,240.8719940185547,7911799,944.8359813459617,45.2342382226344
33,0.09200000017881393,0.09200000017881393,0.0,-0.3709999918937683,2.490999937057495,0.4729999899864197,8.279999732971191,37.402000427246094,0.9639999866485596,2.3369998931884766,3.7009999752044678,0.09200000017881393,2.371000051498413,0.0,3.2799999713897705,3.2799999713897705,3.5199999809265137,13.255000114440918,21.177000045776367,7.988999843597412,1.0,-1.0,183.63499450683594,953.5850219726562,27.464561462402344,63.20000076293945,0.07997170835733414,241.0290069580078,7912370,2834.511136848101,94.85763724685714
34,0.09200000017881393,0.09200000017881393,0.0,-0.36899998784065247,2.306999921798706,0.460999995470047,8.232000350952148,37.57600021362305,0.7889999747276306,2.240999937057495,3.5169999599456787,0.09200000017881393,2.260999917984009,0.0,3.1419999599456787,3.1419999599456787,3.4170000553131104,13.427000045776367,21.259000778198242,7.886000156402588,1.0,1.0,175.4149932861328,952.364990234375,27.451478958129883,63.400001525878906,0.07997170835733414,241.18499755859375,7912547,4724.185463164953,36.115035211453204
35,0.09200000017881393,0.09200000017881393,0.0,-0.5540000200271606,2.490999937057495,0.6460000276565552,8.10099983215332,37.34299850463867,0.9269999861717224,2.49399995803833,3.691999912261963,0.09200000017881393,2.5190000534057617,0.0,3.1630001068115234,3.1630001068115234,3.6730000972747803,13.187000274658203,21.3439998626709,7.836999893188477,1.0,6.0,183.91749572753906,952.7974853515625,27.46472930908203,63.782501220703125,0.0820055603981018,241.1269989013672,7912916,3779.3547657318168,89.16170774991463
36,0.656000018119812,0.656000018119812,0.0,-0.2070000022649765,3.3359999656677246,0.8349999785423279,10.640000343322754,30.57200050354004,0.3330000042915344,5.130000114440918,5.060999870300293,0.656000018119812,1.5880000591278076,0.0,5.119999885559082,5.119999885559082,9.697999954223633,6.488999843597412,14.960000038146973,5.392000198364258,0.0,2.0,256.5874938964844,949.2224731445312,27.665794372558594,81.43499755859375,0.1117846667766571,236.55299377441406,7924048,1889.7301854680306,20.10101232182694
37,1.2920000553131104,1.2920000553131104,0.0,0.6460000276565552,0.09300000220537186,0.09200000017881393,5.769000053405762,35.935001373291016,0.0,1.3760000467300415,3.0339999198913574,1.2920000553131104,1.3359999656677246,0.0,1.496000051498413,1.496000051498413,3.812000036239624,11.63599967956543,20.716999053955078,6.000999927520752,1.0,4.0,147.9550018310547,929.1925048828125,27.53706169128418,71.0999984741211,0.0754435658454895,242.06700134277344,7931450,944.8807672761187,94.43676450421665
38,0.1850000023841858,0.1850000023841858,457.0,-0.09200000017881393,1.312000036239624,0.5540000200271606,13.291999816894531,15.381999969482422,3.618000030517578,7.986999988555908,10.970999717712402,0.2770000100135803,0.1850000023841858,0.0,0.09300000220537186,0.09300000220537186,10.152999877929688,7.4070000648498535,0.9100000262260437,0.1850000023841858,1.0,7.0,315.3500061035156,967.5050048828125,27.67412567138672,57.689998626708984,2.2939510345458984,223.68299865722656,7931868,944.881688289387,78.54318848896823
