sle,bsgm_wpgp_2015_dst,guf_ghsl_dst_2014,dmsp_2011,ccilc_dst011_2015,ccilc_dst040_2015,ccilc_dst130_2015,ccilc_dst140_2015,ccilc_dst150_2015,ccilc_dst160_2015,ccilc_dst190_2015,ccilc_dst200_2015,ghsl_dst_2014,guf_dst_2012,cciwat_cls,cciwat_dst,cciwat_dst_negative,gpw4coast_dst,osmint_dst,osmriv_dst,osmroa_dst,slope,topo,tt50k_2000,wclim_prec,wclim_temp,urbanaccessibility_2015,viirs_2016,wdpa_cat1_dst_2017,Id,area_sqm,DIST_TO_MANGROVE
30,0.3779999911785126,0.3779999911785126,0.0,-0.4580000042915344,0.550000011920929,0.6520000100135803,7.434999942779541,358.89300537109375,0.7329999804496765,8.557999610900879,6.914999961853027,0.3779999911785126,0.5569999814033508,0.0,4.2789998054504395,4.2789998054504395,22.434999465942383,6.695000171661377,0.09300000220537186,2.5799999237060547,2.0,21.0,309.29998779296875,3108.514892578125,27.450834274291992,118.55000305175781,0.03901715949177742,523.9730224609375,5237783,2814.759269341029,21.81433194964338
31,0.09300000220537186,0.09300000220537186,0.0,-0.09200000017881393,0.7210000157356262,0.20499999821186066,7.823999881744385,359.34698486328125,0.18299999833106995,8.116999626159668,6.714000225067139,0.20499999821186066,0.09300000220537186,0.0,3.739000082015991,3.739000082015991,22.81800079345703,6.679999828338623,0.09200000017881393,2.813999891281128,3.0,19.0,312.00750732421875,3102.695068359375,27.430021286010742,117.3949966430664,0.04539821296930313,523.4500122070312,5237784,938.2530896198261,100.016361534752
32,0.0,0.0,0.0,0.0,0.27799999713897705,1.0269999504089355,9.541000366210938,361.16400146484375,0.09300000220537186,6.453999996185303,5.281000137329102,0.0,0.12999999523162842,0.0,1.6430000066757202,1.6430000066757202,24.406999588012695,6.948999881744385,0.2070000022649765,4.171999931335449,4.0,30.0,292.82501220703125,3085.280029296875,27.37451934814453,108.69999694824219,0.04088115692138672,521.3579711914062,5237785,1876.5054742223751,-12.142126299869648
33,0.09200000017881393,0.09200000017881393,0.0,0.0,0.27799999713897705,0.9459999799728394,9.46500015258789,361.0880126953125,0.09300000220537186,6.520999908447266,5.330999851226807,0.09200000017881393,0.20499999821186066,0.0,1.725000023841858,1.725000023841858,24.339000701904297,6.928999900817871,0.1850000023841858,4.10699987411499,5.0,31.0,296.57501220703125,3085.6201171875,27.37506103515625,109.0,0.04088115692138672,521.4459838867188,5237990,938.2537943180571,27.924192426306153
34,0.0,0.0,0.0,-0.09200000017881393,0.7950000166893005,0.18299999833106995,7.760000228881836,359.39898681640625,0.20499999821186066,8.064000129699707,6.64900016784668,0.26100000739097595,0.0,0.0,3.7209999561309814,3.7209999561309814,22.75200080871582,6.586999893188477,0.09200000017881393,2.8970000743865967,3.0,17.0,307.8525085449219,3102.264892578125,27.42848014831543,117.26499938964844,0.04539821296930313,523.4210205078125,5238189,938.2545010321281,57.26494339493031
35,0.0,0.0,0.0,0.09300000220537186,0.3709999918937683,0.9039999842643738,9.413000106811523,361.1400146484375,0.0,6.454999923706055,5.254000186920166,0.0,0.18299999833106995,0.0,1.687000036239624,1.687000036239624,24.277000427246094,6.8379998207092285,0.09300000220537186,4.171999931335449,6.0,18.0,294.625,3084.340087890625,27.373769760131836,109.0999984741211,0.04088115692138672,521.4169921875,5238625,938.2559131553946,32.919666823757744
36,0.0,0.0,0.0,0.09200000017881393,2.6700000762939453,3.0209999084472656,22.593000411987305,336.3139953613281,0.0,4.935999870300293,5.539999961853027,0.09200000017881393,0.0,0.0,0.9520000219345093,0.9520000219345093,3.752000093460083,5.183000087738037,0.27799999713897705,0.0,0.0,14.0,355.1875,3394.357421875,27.931249618530273,177.9375,0.058665696531534195,550.572998046875,5238830,938.2566175237694,78.44411067638556
37,0.0,0.0,0.0,0.09200000017881393,2.5910000801086426,2.8570001125335693,22.552000045776367,336.4259948730469,0.0,4.765999794006348,5.366000175476074,0.0,0.0,0.0,0.7950000166893005,0.7950000166893005,3.6480000019073486,5.2129998207092285,0.09300000220537186,0.0,3.0,11.0,350.8374938964844,3393.887451171875,27.921249389648438,177.78750610351562,0.058665696531534195,550.5189819335938,5240062,3753.042903135647,55.90276027978717
38,-0.09200000017881393,-0.09200000017881393,0.0,0.18299999833106995,2.506999969482422,2.9019999504089355,22.461999893188477,336.4989929199219,-0.09200000017881393,4.802999973297119,5.400000095367432,0.09200000017881393,-0.09200000017881393,0.0,0.7459999918937683,0.7459999918937683,3.7239999771118164,5.123000144958496,0.12999999523162842,0.0,0.0,13.0,355.51251220703125,3392.66259765625,27.922082901000977,178.8625030517578,0.058665696531534195,550.4310302734375,5240249,2814.784017138829,-1.8768481569785034
39,0.0,0.0,0.0,0.09200000017881393,2.4240000247955322,2.9489998817443848,22.37299919128418,336.5719909667969,0.0,4.8420000076293945,5.434999942779541,0.09300000220537186,0.0,0.0,0.7049999833106995,0.7049999833106995,3.8010001182556152,5.0329999923706055,0.20499999821186066,0.09200000017881393,2.0,13.0,360.1875,3391.4375,27.922916412353516,179.9375,0.058665696531534195,550.343994140625,5240452,938.2622652595164,34.62731347899505
40,0.0,0.0,0.0,0.18299999833106995,2.4709999561309814,2.822000026702881,22.441999435424805,336.55499267578125,-0.09200000017881393,4.718999862670898,5.314000129699707,0.0,0.0,0.0,0.6660000085830688,0.6660000085830688,3.6740000247955322,5.140999794006348,0.09200000017881393,0.0,2.0,12.0,353.38751220703125,3392.357421875,27.917083740234375,178.83749389648438,0.058665696531534195,550.4039916992188,5240628,938.2629700720153,54.60063658275436
41,0.0,0.0,0.0,0.12999999523162842,2.385999917984009,2.871000051498413,22.351999282836914,336.62799072265625,0.0,4.758999824523926,5.348999977111816,0.0,0.0,0.0,0.6209999918937683,0.6209999918937683,3.752000093460083,5.051000118255615,0.12999999523162842,0.0,0.0,12.0,358.11248779296875,3391.0625,27.917917251586914,179.96249389648438,0.058665696531534195,550.3170166015625,5240629,1876.5252343100537,51.83794687960453
42,0.0,0.0,0.0,0.18299999833106995,2.4709999561309814,2.822000026702881,22.441999435424805,336.55499267578125,-0.09200000017881393,4.718999862670898,5.314000129699707,0.0,0.0,0.0,0.6660000085830688,0.6660000085830688,3.6740000247955322,5.140999794006348,0.09200000017881393,0.0,2.0,12.0,353.38751220703125,3392.357421875,27.917083740234375,178.83749389648438,0.058665696531534195,550.4039916992188,5240817,938.2636763307785,79.00719966875572
43,0.0,0.0,0.0,0.18299999833106995,2.4709999561309814,2.822000026702881,22.441999435424805,336.55499267578125,-0.09200000017881393,4.718999862670898,5.314000129699707,0.0,0.0,0.0,0.6660000085830688,0.6660000085830688,3.6740000247955322,5.140999794006348,0.09200000017881393,0.0,2.0,12.0,353.38751220703125,3392.357421875,27.917083740234375,178.83749389648438,0.058665696531534195,550.4039916992188,5240986,938.264380172343,48.46749156302244
44,-0.09200000017881393,-0.09200000017881393,0.0,0.2070000022649765,2.3519999980926514,2.7939999103546143,22.332000732421875,336.6839904785156,-0.09300000220537186,4.676000118255615,5.263999938964844,0.0,0.0,0.0,0.5389999747276306,0.5389999747276306,3.700000047683716,5.071000099182129,0.09200000017881393,0.0,1.0,12.0,356.0375061035156,3390.6875,27.91291618347168,179.9875030517578,0.058665696531534195,550.2899780273438,5241572,8444.389652456406,-2.9873950172859485
45,0.0,0.0,0.0,0.27799999713897705,2.1480000019073486,2.8259999752044678,22.132999420166016,336.885986328125,-0.1850000023841858,4.679999828338623,5.25600004196167,0.0,0.0,0.0,0.38199999928474426,0.38199999928474426,3.8010001182556152,4.914000034332275,0.18299999833106995,0.09200000017881393,2.0,10.0,364.4700012207031,3387.2451171875,27.9112491607666,183.01499938964844,0.033922817558050156,550.0869750976562,5242103,938.2686153386284,-26.450223046676687
46,0.0,0.0,0.0,0.3659999966621399,2.2049999237060547,2.697000026702881,22.202999114990234,336.8689880371094,-0.2750000059604645,4.554999828338623,5.132999897003174,0.0,0.0,0.0,0.3330000042915344,0.3330000042915344,3.6740000247955322,5.026000022888184,0.09200000017881393,0.0,2.0,11.0,359.2300109863281,3387.705078125,27.908750534057617,183.13499450683594,0.027982981875538826,550.1480102539062,5242276,938.269318438569,17.72099082500947
47,0.0,0.0,0.0,0.27799999713897705,2.2339999675750732,2.7709999084472656,22.222999572753906,336.81298828125,-0.1850000023841858,4.636000156402588,5.2170000076293945,0.09200000017881393,0.0,0.0,0.414000004529953,0.414000004529953,3.7239999771118164,5.002999782562256,0.12999999523162842,0.0,1.0,9.0,359.6099853515625,3388.635009765625,27.910415649414062,181.84500122070312,0.027982981875538826,550.1749877929688,5242478,13135.753484083212,-12.45425070879632
48,0.0,0.0,0.0,0.3659999966621399,2.2049999237060547,2.697000026702881,22.202999114990234,336.8689880371094,-0.2750000059604645,4.554999828338623,5.132999897003174,0.0,0.0,0.0,0.3330000042915344,0.3330000042915344,3.6740000247955322,5.026000022888184,0.09200000017881393,0.0,2.0,11.0,359.2300109863281,3387.705078125,27.908750534057617,183.13499450683594,0.027982981875538826,550.1480102539062,5242479,938.2700236288201,-10.607722355636048
49,0.0,0.0,0.0,0.3709999918937683,2.118000030517578,2.753999948501587,22.11400032043457,336.9419860839844,-0.27799999713897705,4.599999904632568,5.172999858856201,0.09200000017881393,0.0,0.0,0.2930000126361847,0.2930000126361847,3.752000093460083,4.938000202178955,0.09300000220537186,0.09200000017881393,1.0,11.0,364.2099914550781,3386.3349609375,27.909582138061523,184.2449951171875,0.033922817558050156,550.0599975585938,5242480,1876.539341759762,-4.753612877034405
50,0.0,0.0,0.0,0.3659999966621399,2.2049999237060547,2.697000026702881,22.202999114990234,336.8689880371094,-0.2750000059604645,4.554999828338623,5.132999897003174,0.0,0.0,0.0,0.3330000042915344,0.3330000042915344,3.6740000247955322,5.026000022888184,0.09200000017881393,0.0,2.0,11.0,359.2300109863281,3387.705078125,27.908750534057617,183.13499450683594,0.027982981875538826,550.1480102539062,5242666,938.2707310486219,-11.166317106690457
51,0.0,0.0,0.0,0.3659999966621399,2.2049999237060547,2.697000026702881,22.202999114990234,336.8689880371094,-0.2750000059604645,4.554999828338623,5.132999897003174,0.0,0.0,0.0,0.3330000042915344,0.3330000042915344,3.6740000247955322,5.026000022888184,0.09200000017881393,0.0,2.0,11.0,359.2300109863281,3387.705078125,27.908750534057617,183.13499450683594,0.027982981875538826,550.1480102539062,5242667,938.2707311286435,-18.377589727300357
52,0.09200000017881393,0.09200000017881393,0.0,0.3330000042915344,0.18299999833106995,0.18299999833106995,10.52400016784668,363.2300109863281,-0.09200000017881393,4.443999767303467,3.5160000324249268,0.09200000017881393,0.09200000017881393,0.0,0.18299999833106995,0.18299999833106995,25.035999298095703,6.550000190734863,0.18299999833106995,5.0960001945495605,3.0,16.0,220.13499450683594,3059.090087890625,27.314163208007812,105.19999694824219,0.03603043407201767,519.3590087890625,5244807,938.2784869407,74.38470778082917
53,0.09200000017881393,0.09200000017881393,0.0,0.26100000739097595,0.18299999833106995,0.18299999833106995,10.487000465393066,363.2820129394531,-0.09200000017881393,4.375,3.427999973297119,0.12999999523162842,0.09200000017881393,0.0,0.18299999833106995,0.18299999833106995,24.979999542236328,6.46999979019165,0.20499999821186066,5.046999931335449,3.0,14.0,220.10499572753906,3058.27001953125,27.31083106994629,105.30000305175781,0.03603043407201767,519.3300170898438,5245179,1876.5597946696216,45.41427759104201
54,0.0,0.0,0.0,0.3319999873638153,0.2750000059604645,0.09200000017881393,10.571000099182129,363.35699462890625,0.0,4.314000129699707,3.4000000953674316,0.09300000220537186,0.0,0.0,0.09200000017881393,0.09200000017881393,25.05299949645996,6.517000198364258,0.12999999523162842,5.118000030517578,2.0,13.0,217.89500427246094,3057.330078125,27.312496185302734,105.0,0.03603043407201767,519.2429809570312,5245180,1876.5590901388043,-3.0666972836149067
55,0.09200000017881393,0.09200000017881393,0.0,0.26100000739097595,0.18299999833106995,0.18299999833106995,10.487000465393066,363.2820129394531,-0.09200000017881393,4.375,3.427999973297119,0.12999999523162842,0.09200000017881393,0.0,0.18299999833106995,0.18299999833106995,24.979999542236328,6.46999979019165,0.20499999821186066,5.046999931335449,3.0,14.0,220.10499572753906,3058.27001953125,27.31083106994629,105.30000305175781,0.03603043407201767,519.3300170898438,5245556,1876.5626164903983,-15.666314237794909
56,0.0,0.0,0.0,-0.09200000017881393,0.3330000042915344,0.18299999833106995,11.265999794006348,364.1440124511719,0.20499999821186066,3.6649999618530273,3.066999912261963,0.0,0.6990000009536743,0.0,0.414000004529953,0.414000004529953,25.604000091552734,6.834000110626221,0.3779999911785126,5.690999984741211,6.0,21.0,217.61749267578125,3048.6826171875,27.276580810546875,102.5,0.053031016141176224,518.4019775390625,5246481,938.284831675839,107.29586971272651
57,0.0,0.0,0.0,-0.09200000017881393,0.26100000739097595,0.718999981880188,19.270999908447266,339.5840148925781,0.18299999833106995,5.99399995803833,6.369999885559082,0.09300000220537186,0.0,0.0,1.9559999704360962,1.9559999704360962,6.015999794006348,2.868000030517578,1.2369999885559082,2.0409998893737793,1.0,13.0,466.9425048828125,3350.159912109375,27.88953971862793,181.8125,0.0464475117623806,547.2150268554688,5246851,938.2862408007782,106.61015054801426
58,0.0,0.0,0.0,0.0,0.3310000002384186,0.6520000100135803,19.18199920654297,339.6570129394531,0.09200000017881393,6.071000099182129,6.441999912261963,0.12999999523162842,0.0,0.0,2.0209999084472656,2.0209999084472656,6.10099983215332,2.805000066757202,1.2200000286102295,2.0409998893737793,3.0,13.0,471.8074951171875,3349.93994140625,27.888790130615234,181.53750610351562,0.0464475117623806,547.1270141601562,5247240,2814.8622969863504,56.34912094170244
