sle,bsgm_wpgp_2015_dst,guf_ghsl_dst_2014,dmsp_2011,ccilc_dst011_2015,ccilc_dst040_2015,ccilc_dst130_2015,ccilc_dst140_2015,ccilc_dst150_2015,ccilc_dst160_2015,ccilc_dst190_2015,ccilc_dst200_2015,ghsl_dst_2014,guf_dst_2012,cciwat_cls,cciwat_dst,cciwat_dst_negative,gpw4coast_dst,osmint_dst,osmriv_dst,osmroa_dst,slope,topo,tt50k_2000,wclim_prec,wclim_temp,urbanaccessibility_2015,viirs_2016,wdpa_cat1_dst_2017,Id,area_sqm,DIST_TO_MANGROVE
837,0.0,0.0,781.0,0.6489999890327454,2.871999979019165,5.2829999923706055,17.21299934387207,373.8059997558594,3.180000066757202,0.0,10.47599983215332,0.09200000017881393,0.0,0.0,0.12999999523162842,0.12999999523162842,0.3319999873638153,1.0529999732971191,0.13099999725818634,0.9679999947547913,3.0,19.0,198.1074981689453,2993.117431640625,26.789583206176758,35.72249984741211,0.7764682769775391,530.97900390625,5551766,939.3636479058696,94.68633129360103
838,0.09200000017881393,0.09200000017881393,863.0,0.6489999890327454,2.740000009536743,5.383999824523926,17.243999481201172,373.9410095214844,3.078000068664551,-0.18400000035762787,10.51099967956543,0.09200000017881393,0.09300000220537186,0.0,0.28999999165534973,0.28999999165534973,0.4950000047683716,0.953000009059906,0.0,0.8220000267028809,1.0,8.0,198.53750610351562,2993.58740234375,26.78125,35.212501525878906,0.7764682769775391,530.7999877929688,5551767,939.3636485268448,71.88988071555137
839,0.3319999873638153,0.3319999873638153,0.0,0.41100001335144043,0.4729999899864197,2.4760000705718994,27.094999313354492,393.8139953613281,-0.28999999165534973,9.925999641418457,2.7149999141693115,0.3330000042915344,0.3319999873638153,0.0,0.6520000100135803,0.6520000100135803,0.9580000042915344,10.095999717712402,1.9819999933242798,7.0,2.0,19.0,309.2250061035156,2875.83740234375,26.466459274291992,79.25,0.07839053124189377,505.0710144042969,5552299,1878.7306513184808,103.41726965146519
840,0.0,0.0,699.0,0.5640000104904175,3.002000093460083,5.313000202178955,17.106000900268555,373.8009948730469,3.309000015258789,0.09200000017881393,10.550999641418457,0.0,0.09200000017881393,0.0,0.0,0.0,0.20499999821186066,1.1829999685287476,0.12999999523162842,1.0470000505447388,4.0,12.0,198.0,2993.0,26.79166603088379,35.79747009277344,0.7764682769775391,531.0490112304688,5552631,5636.201069475227,133.6761532878675
841,0.7419999837875366,0.7419999837875366,0.0,0.8709999918937683,0.7829999923706055,2.0179998874664307,27.01799964904785,393.5220031738281,-0.09200000017881393,9.458999633789062,3.1070001125335693,0.7419999837875366,0.7850000262260437,0.0,0.3330000042915344,0.3330000042915344,0.4950000047683716,10.022000312805176,2.1649999618530273,6.677999973297119,3.0,16.0,288.0050048828125,2876.157470703125,26.483457565307617,78.94999694824219,0.04483352601528168,505.49798583984375,5552830,939.3676737985758,-12.945813821727947
842,0.09200000017881393,0.09200000017881393,0.0,3.6649999618530273,2.0869998931884766,0.824999988079071,27.30900001525879,391.2080078125,0.0,6.480000019073486,6.048999786376953,0.09200000017881393,0.12999999523162842,0.0,0.2930000126361847,0.2930000126361847,0.27799999713897705,9.465999603271484,3.812999963760376,4.671999931335449,1.0,18.0,262.1499938964844,2875.89990234375,26.526248931884766,79.25,0.07179629802703857,508.45098876953125,5553004,939.3683446708385,20.966212520335212
843,0.5899999737739563,0.5899999737739563,0.0,0.699999988079071,0.6669999957084656,2.2009999752044678,27.01099967956543,393.6629943847656,-0.2750000059604645,9.640000343322754,2.934999942779541,0.5899999737739563,0.6169999837875366,0.0,0.414000004529953,0.414000004529953,0.6679999828338623,10.083999633789062,2.1389999389648438,6.7729997634887695,1.0,16.0,294.18499755859375,2875.827392578125,26.47629165649414,78.94999694824219,0.04483352601528168,505.3190002441406,5553165,939.3690172965357,93.34792054310269
844,0.7200000286102295,0.7200000286102295,0.0,0.8220000267028809,0.7950000166893005,2.111999988555908,26.92099952697754,393.6520080566406,-0.18299999833106995,9.53600025177002,2.990999937057495,0.7200000286102295,0.7419999837875366,0.0,0.2930000126361847,0.2930000126361847,0.5580000281333923,10.140000343322754,2.243000030517578,6.645999908447266,1.0,18.0,287.1650085449219,2875.447509765625,26.47829246520996,78.6500015258789,0.04483352601528168,505.38800048828125,5553335,939.3696866494922,33.49727507266383
845,0.0,0.0,781.0,0.3709999918937683,2.8580000400543213,5.567999839782715,16.95400047302246,374.0610046386719,3.361999988555908,-0.09200000017881393,10.765999794006348,0.0,0.0,0.0,0.18400000035762787,0.18400000035762787,0.3319999873638153,1.2419999837875366,0.09200000017881393,0.8309999704360962,4.0,15.0,198.36749267578125,2992.857421875,26.785415649414062,35.3025016784668,0.7764682769775391,530.8309936523438,5553508,1878.7400424441785,57.09721477774436
846,0.0,0.0,0.0,3.6059999465942383,2.1540000438690186,0.8309999704360962,27.216999053955078,391.26800537109375,0.09300000220537186,6.460999965667725,6.033999919891357,0.0,0.09200000017881393,0.0,0.2070000022649765,0.2070000022649765,0.1860000044107437,9.559000015258789,3.869999885559082,4.7220001220703125,2.0,17.0,262.1499938964844,2875.89990234375,26.526248931884766,79.25,0.07179629802703857,508.4309997558594,5553517,1878.740714557454,111.59262622229089
847,0.0,0.0,781.0,0.46399998664855957,2.813999891281128,5.589000225067139,17.077999114990234,374.1340026855469,3.190000057220459,-0.2750000059604645,10.711000442504883,0.0,0.09200000017881393,0.0,0.367000013589859,0.367000013589859,0.5220000147819519,1.0839999914169312,0.12999999523162842,0.6679999828338623,2.0,20.0,198.82249450683594,2993.052490234375,26.777082443237305,34.967498779296875,0.7764682769775391,530.6710205078125,5553680,38514.10854712185,184.7084076494134
848,-0.09300000220537186,-0.09300000220537186,781.0,0.3709999918937683,2.7739999294281006,5.665999889373779,16.98699951171875,374.1969909667969,3.2709999084472656,-0.2750000059604645,10.802000045776367,-0.09300000220537186,0.0,0.0,0.367000013589859,0.367000013589859,0.46000000834465027,1.1720000505447388,0.20499999821186066,0.6489999890327454,1.0,24.0,198.8574981689453,2992.66748046875,26.777082443237305,34.97249984741211,0.7764682769775391,530.6519775390625,5554055,9393.712006075266,115.36070381062477
849,0.0,0.0,0.0,0.6169999837875366,0.39100000262260437,3.328000068664551,23.617000579833984,385.61199951171875,-0.26100000739097595,1.565000057220459,13.595000267028809,0.09300000220537186,0.0,0.0,0.871999979019165,0.871999979019165,0.9120000004768372,11.180000305175781,9.836999893188477,0.9580000042915344,2.0,19.0,208.3000030517578,2918.197509765625,26.55124855041504,67.08499908447266,0.3554403483867645,515.822021484375,5554401,939.3737114848433,88.81990865018706
850,0.9129999876022339,0.9129999876022339,0.0,0.9959999918937683,1.0,2.0369999408721924,26.73900032043457,393.70098876953125,-0.09200000017881393,9.42199993133545,3.0280001163482666,0.9129999876022339,0.9210000038146973,0.0,0.09300000220537186,0.09300000220537186,0.46799999475479126,10.28499984741211,2.440000057220459,6.440000057220459,5.0,11.0,277.5950012207031,2874.492431640625,26.478208541870117,78.05000305175781,0.04275834932923317,505.43701171875,5554402,939.3737114215116,103.00789656418601
851,-0.12999999523162842,-0.12999999523162842,781.0,0.1860000044107437,2.6080000400543213,5.822000026702881,16.804000854492188,374.3219909667969,3.434999942779541,-0.09300000220537186,10.984000205993652,0.0,0.0,0.0,0.28999999165534973,0.28999999165534973,0.3779999911785126,1.350000023841858,0.28999999165534973,0.6489999890327454,2.0,26.0,198.92750549316406,2991.8974609375,26.777082443237305,34.98249816894531,0.5076605081558228,530.6129760742188,5554926,20666.231625365464,58.2142246935184
852,0.0,0.0,781.0,0.09300000220537186,2.569999933242798,5.853000164031982,16.695999145507812,374.3169860839844,3.559999942779541,0.0,11.057000160217285,0.0,0.09200000017881393,0.0,0.18400000035762787,0.18400000035762787,0.2750000059604645,1.465000033378601,0.26100000739097595,0.7570000290870667,6.0,21.0,198.6875,2991.9375,26.78125,35.0625,0.5076605081558228,530.6829833984375,5555113,939.3763966558519,94.48155377047617
853,0.0,0.0,0.0,1.4249999523162842,1.1619999408721924,2.9030001163482666,23.86199951171875,386.2959899902344,-0.9120000004768372,1.0570000410079956,12.765999794006348,0.0,0.7400000095367432,0.0,0.6489999890327454,0.6489999890327454,1.034999966621399,11.793999671936035,9.663000106811523,0.18299999833106995,3.0,11.0,176.4375,2910.375,26.551559448242188,60.375,0.4188164472579956,514.9959716796875,5555312,939.3770641148668,108.80497516199041
854,0.0,0.0,0.0,1.6030000448226929,1.3370000123977661,2.815000057220459,23.93899917602539,386.43499755859375,-0.9279999732971191,1.024999976158142,12.583000183105469,0.0,0.8399999737739563,0.0,0.656000018119812,0.656000018119812,1.128000020980835,11.692999839782715,9.654999732971191,0.0,1.0,15.0,170.28750610351562,2908.47509765625,26.551977157592773,57.875,0.41013920307159424,514.8170166015625,5555313,1878.7541283563837,113.93654851252253
855,0.09200000017881393,0.09200000017881393,0.0,1.6920000314712524,1.4249999523162842,2.7739999294281006,23.97800064086914,386.5039978027344,-0.9279999732971191,1.0199999809265137,12.491000175476074,0.09200000017881393,0.8550000190734863,0.0,0.6489999890327454,0.6489999890327454,1.1829999685287476,11.644000053405762,9.652000427246094,0.0,1.0,15.0,169.8249969482422,2907.425048828125,26.552082061767578,57.474998474121094,0.41013920307159424,514.7269897460938,5555314,939.3770643755838,37.67262138371508
856,0.0,0.0,781.0,0.0,2.490000009536743,5.932000160217285,16.604999542236328,374.3800048828125,3.6419999599456787,0.09300000220537186,11.14799976348877,0.0,0.09200000017881393,0.0,0.18400000035762787,0.18400000035762787,0.26100000739097595,1.5529999732971191,0.27799999713897705,0.7850000262260437,5.0,18.0,198.71249389648438,2991.66259765625,26.78125,35.037498474121094,0.5076605081558228,530.6640014648438,5555506,939.3777372740153,85.51903956395464
857,0.0,0.0,0.0,2.5380001068115234,3.13100004196167,3.2809998989105225,21.176000595092773,382.14801025390625,0.367000013589859,5.289000034332275,16.434999465942383,0.0,0.0,0.0,0.09200000017881393,0.09200000017881393,0.12999999523162842,6.709000110626221,7.38100004196167,5.632999897003174,1.0,7.0,217.0,2948.0,26.65833282470703,59.78499984741211,0.1269763708114624,520.4420166015625,5555523,939.3777372684725,24.064770609110166
858,-0.09200000017881393,-0.09200000017881393,781.0,0.0,2.444000005722046,5.980000019073486,16.621999740600586,374.4469909667969,3.6019999980926514,0.09300000220537186,11.166000366210938,0.0,0.0,0.0,0.2750000059604645,0.2750000059604645,0.3319999873638153,1.5290000438690186,0.2930000126361847,0.699999988079071,3.0,23.0,198.99749755859375,2991.12744140625,26.777082443237305,34.99250030517578,0.5076605081558228,530.573974609375,5555701,939.3784079094091,61.83628368924188
859,0.0,0.0,0.0,2.5380001068115234,3.13100004196167,3.2809998989105225,21.176000595092773,382.14801025390625,0.367000013589859,5.289000034332275,16.434999465942383,0.0,0.0,0.0,0.09200000017881393,0.09200000017881393,0.12999999523162842,6.709000110626221,7.38100004196167,5.632999897003174,1.0,7.0,217.0,2948.0,26.65833282470703,59.78499984741211,0.1269763708114624,520.4420166015625,5555716,939.3784083312695,-8.575826112971075
860,0.0,0.0,781.0,0.0,2.490000009536743,5.932000160217285,16.604999542236328,374.3800048828125,3.6419999599456787,0.09300000220537186,11.14799976348877,0.0,0.09200000017881393,0.0,0.18400000035762787,0.18400000035762787,0.26100000739097595,1.5529999732971191,0.27799999713897705,0.7850000262260437,5.0,18.0,198.71249389648438,2991.66259765625,26.78125,35.037498474121094,0.5076605081558228,530.6640014648438,5555889,939.3790765419944,24.203679947024288
861,0.0,0.0,781.0,-0.09300000220537186,2.364000082015991,6.059000015258789,16.5310001373291,374.510009765625,3.686000108718872,0.1860000044107437,11.256999969482422,0.0,0.0,0.0,0.2750000059604645,0.2750000059604645,0.28999999165534973,1.61899995803833,0.2070000022649765,0.7419999837875366,4.0,22.0,199.03250122070312,2990.742431640625,26.777082443237305,34.997501373291016,0.5076605081558228,530.5549926757812,5556265,939.3804199500843,-22.907411272761266
862,0.0,0.0,781.0,0.0,2.4010000228881836,6.0279998779296875,16.639999389648438,374.5150146484375,3.562999963760376,0.09300000220537186,11.184000015258789,0.09200000017881393,0.0,0.0,0.367000013589859,0.367000013589859,0.41100001335144043,1.5099999904632568,0.27799999713897705,0.6169999837875366,2.0,25.0,199.28250122070312,2990.592529296875,26.772916793823242,34.9474983215332,0.763894259929657,530.4849853515625,5556266,9393.783250178307,87.32486596108659
863,0.0,0.0,781.0,-0.09200000017881393,2.4110000133514404,6.01200008392334,16.513999938964844,374.4429931640625,3.7249999046325684,0.1860000044107437,11.23900032043457,0.0,0.09200000017881393,0.0,0.18400000035762787,0.18400000035762787,0.20600000023841858,1.6419999599456787,0.1850000023841858,0.8220000267028809,5.0,15.0,198.7375030517578,2991.387451171875,26.78125,35.01250076293945,0.5076605081558228,530.64501953125,5556493,939.3810903473953,8.348968520592749
864,0.0,0.0,781.0,-0.09300000220537186,2.319000005722046,6.10699987411499,16.548999786376953,374.5780029296875,3.6480000019073486,0.1860000044107437,11.274999618530273,0.09200000017881393,0.0,0.0,0.3330000042915344,0.3330000042915344,0.3779999911785126,1.6009999513626099,0.1850000023841858,0.6639999747276306,4.0,20.0,199.32749938964844,2990.097412109375,26.772916793823242,34.98249816894531,0.763894259929657,530.4650268554688,5556494,939.3810909169,29.30564112687755
865,0.0,0.0,0.0,1.4839999675750732,1.2330000400543213,3.065000057220459,23.69300079345703,386.4179992675781,-0.7639999985694885,0.8790000081062317,12.758000373840332,0.0,0.656000018119812,0.0,0.8349999785423279,0.8349999785423279,1.2039999961853027,11.892000198364258,9.477999687194824,0.09200000017881393,2.0,13.0,176.6875,2908.27490234375,26.550310134887695,60.875,0.4188164472579956,514.9559936523438,5556505,939.3810908499509,28.813706313615437
866,0.0,0.0,0.0,1.5700000524520874,1.315999984741211,3.0220000743865967,23.73200035095215,386.48699951171875,-0.7480000257492065,0.8550000190734863,12.666000366210938,0.0,0.6489999890327454,0.0,0.8399999737739563,0.8399999737739563,1.2419999837875366,11.89900016784668,9.472999572753906,0.0,0.0,15.0,173.59249877929688,2907.205078125,26.550352096557617,59.345001220703125,0.4188164472579956,514.8670043945312,5556506,6575.661396287099,100.5989477843977
867,0.09300000220537186,0.09300000220537186,0.0,0.9129999876022339,0.9980000257492065,3.250999927520752,26.34600067138672,394.9939880371094,-0.27799999713897705,10.756999969482422,1.6030000448226929,0.2070000022649765,0.09300000220537186,0.0,0.3709999918937683,0.3709999918937683,1.2400000095367432,11.140999794006348,1.8919999599456787,6.984000205993652,2.0,26.0,264.385009765625,2870.47998046875,26.458730697631836,76.05000305175781,0.05335843563079834,504.01300048828125,5556711,939.3817615772459,91.77476968009215
868,0.09200000017881393,0.09200000017881393,0.0,1.6050000190734863,1.3580000400543213,3.1050000190734863,23.648000717163086,386.5480041503906,-0.656000018119812,0.7639999985694885,12.663000106811523,0.09200000017881393,0.5569999814033508,0.0,0.9319999814033508,0.9319999814033508,1.3259999752044678,11.956000328063965,9.380999565124512,0.0,0.0,14.0,175.03750610351562,2906.54248046875,26.548580169677734,59.18000030517578,0.8783770203590393,514.8469848632812,5556919,2818.1459019106624,121.2171734871509
869,0.09200000017881393,0.09200000017881393,0.0,1.6050000190734863,1.3580000400543213,3.1050000190734863,23.648000717163086,386.5480041503906,-0.656000018119812,0.7639999985694885,12.663000106811523,0.09200000017881393,0.5569999814033508,0.0,0.9319999814033508,0.9319999814033508,1.3259999752044678,11.956000328063965,9.380999565124512,0.0,0.0,14.0,175.03750610351562,2906.54248046875,26.548580169677734,59.18000030517578,0.8783770203590393,514.8469848632812,5557105,1878.7662033160743,65.30143538204848
870,0.0,0.0,0.0,1.6449999809265137,1.4040000438690186,3.187999963760376,23.56399917602539,386.6080017089844,-0.5640000104904175,0.675000011920929,12.66100025177002,0.0,0.46399998664855957,0.0,1.0240000486373901,1.0240000486373901,1.409999966621399,11.932999610900879,9.288000106811523,0.0,0.0,16.0,177.8125,2906.327392578125,26.545747756958008,58.7400016784668,0.8783770203590393,514.8270263671875,5557289,939.3837724881469,117.56458524177846
871,0.0,0.0,0.0,1.4830000400543213,1.2519999742507935,3.2709999084472656,23.486000061035156,386.4700012207031,-0.6209999918937683,0.7459999918937683,12.843999862670898,0.0,0.49900001287460327,0.0,1.0199999809265137,1.0199999809265137,1.3489999771118164,11.755000114440918,9.298999786376953,0.18299999833106995,2.0,6.0,184.16250610351562,2908.49755859375,26.5467472076416,61.459999084472656,0.8783770203590393,515.0059814453125,5557462,939.3844413188781,-42.96706635482128
872,1.0130000114440918,1.0130000114440918,0.0,1.159000039100647,1.3270000219345093,2.4100000858306885,26.266000747680664,394.2099914550781,-0.09200000017881393,9.652999877929688,2.674999952316284,1.0130000114440918,1.1009999513626099,0.0,0.20600000023841858,0.20600000023841858,0.5910000205039978,10.812999725341797,2.755000114440918,6.209000110626221,3.0,18.0,265.75,2872.25,26.464584350585938,77.0,0.043032847344875336,505.0669860839844,5557463,939.3844417450546,98.00559427471102
873,0.0,0.0,0.0,1.562999963760376,1.3270000219345093,3.2290000915527344,23.524999618530273,386.53900146484375,-0.5860000252723694,0.7049999833106995,12.753000259399414,0.0,0.4729999899864197,0.0,1.0199999809265137,1.0199999809265137,1.3769999742507935,11.843999862670898,9.293000221252441,0.09200000017881393,3.0,12.0,180.9875030517578,2907.41259765625,26.546247482299805,60.099998474121094,0.8783770203590393,514.916015625,5557673,2818.1547175034975,28.935133666211016
874,0.09200000017881393,0.09200000017881393,0.0,1.0440000295639038,1.11899995803833,3.377000093460083,26.253000259399414,394.9830017089844,-0.1860000044107437,10.65999984741211,1.6740000247955322,0.09300000220537186,0.09200000017881393,0.0,0.27799999713897705,0.27799999713897705,1.1100000143051147,11.187000274658203,1.899999976158142,6.854000091552734,2.0,30.0,258.2650146484375,2869.6201171875,26.459396362304688,76.1500015258789,0.04387529194355011,504.0820007324219,5557674,5636.303920722185,5.307466825107293
875,-0.09200000017881393,-0.09200000017881393,0.0,1.6089999675750732,1.38100004196167,3.311000108718872,23.44099998474121,386.6000061035156,-0.49900001287460327,0.6209999918937683,12.75100040435791,-0.09200000017881393,0.38199999928474426,0.0,1.1130000352859497,1.1130000352859497,1.434999942779541,11.821000099182129,9.199999809265137,0.09200000017881393,3.0,12.0,183.8125,2907.1875,26.543746948242188,59.5,0.8783770203590393,514.89697265625,5557896,1878.7715660514782,-27.122680835781313
876,0.0,0.0,0.0,1.687999963760376,1.4559999704360962,3.2720000743865967,23.479999542236328,386.66900634765625,-0.4729999899864197,0.5860000252723694,12.659000396728516,0.0,0.3709999918937683,0.0,1.1169999837875366,1.1169999837875366,1.371000051498413,11.90999984741211,9.194999694824219,0.0,1.0,14.0,180.58749389648438,2906.112548828125,26.54291343688965,58.29999923706055,0.8783770203590393,514.8070068359375,5558098,2818.1579705520007,100.28153120482705
877,0.09200000017881393,0.09200000017881393,618.0,-0.09300000220537186,2.0309998989105225,6.392000198364258,16.29400062561035,374.8330078125,3.8519999980926514,0.46399998664855957,11.565999984741211,0.09200000017881393,0.09300000220537186,0.0,0.2750000059604645,0.2750000059604645,0.41100001335144043,1.8639999628067017,0.09200000017881393,0.7950000166893005,3.0,15.0,204.4875030517578,2985.612548828125,26.7578125,34.38750076293945,0.34442365169525146,530.3179931640625,5558291,939.3871234889459,17.34776913765753
878,0.09200000017881393,0.09200000017881393,618.0,-0.09300000220537186,2.0309998989105225,6.392000198364258,16.29400062561035,374.8330078125,3.8519999980926514,0.46399998664855957,11.565999984741211,0.09200000017881393,0.09300000220537186,0.0,0.2750000059604645,0.2750000059604645,0.41100001335144043,1.8639999628067017,0.09200000017881393,0.7950000166893005,3.0,15.0,204.4875030517578,2985.612548828125,26.7578125,34.38750076293945,0.34442365169525146,530.3179931640625,5558292,5636.319443489225,84.08062320045715
879,0.0,0.0,0.0,1.687999963760376,1.4559999704360962,3.2720000743865967,23.479999542236328,386.66900634765625,-0.4729999899864197,0.5860000252723694,12.659000396728516,0.0,0.3709999918937683,0.0,1.1169999837875366,1.1169999837875366,1.371000051498413,11.90999984741211,9.194999694824219,0.0,1.0,14.0,180.58749389648438,2906.112548828125,26.54291343688965,58.29999923706055,0.8783770203590393,514.8070068359375,5558308,939.3871244264067,50.964337679305466
880,0.0,0.0,0.0,1.1119999885559082,1.2039999961853027,3.4059998989105225,26.15999984741211,395.0429992675781,-0.09300000220537186,10.654999732971191,1.6619999408721924,0.0,0.09200000017881393,0.0,0.1860000044107437,0.1860000044107437,1.0440000295639038,11.272000312805176,1.8420000076293945,6.7870001792907715,2.0,33.0,251.97500610351562,2868.60009765625,26.46010398864746,76.1500015258789,0.04387529194355011,504.06201171875,5558309,2818.1599828203844,52.68727527502403
881,0.0,0.0,618.0,0.0,2.0,6.425000190734863,16.184999465942383,374.8290100097656,3.9630000591278076,0.5569999814033508,11.637999534606934,0.09200000017881393,0.0,0.0,0.18299999833106995,0.18299999833106995,0.28999999165534973,1.968000054359436,0.09300000220537186,0.9240000247955322,2.0,14.0,206.2274932861328,2984.652587890625,26.756145477294922,34.10749816894531,0.34442365169525146,530.3880004882812,5558514,939.3877934320178,-13.400370914444483
882,0.0,0.0,0.0,1.659000039100647,1.440000057220459,3.3949999809265137,23.35700035095215,386.6610107421875,-0.414000004529953,0.5389999747276306,12.75,0.0,0.2930000126361847,0.0,1.1740000247955322,1.1740000247955322,1.371000051498413,11.798999786376953,9.107999801635742,0.09200000017881393,3.0,11.0,186.6374969482422,2906.96240234375,26.541248321533203,58.900001525878906,0.8783770203590393,514.8770141601562,5558524,939.3877943872988,22.59057156855505
883,0.0,0.0,0.0,1.7359999418258667,1.5110000371932983,3.3559999465942383,23.395999908447266,386.7300109863281,-0.38199999928474426,0.49900001287460327,12.657999992370605,0.0,0.27799999713897705,0.0,1.1109999418258667,1.1109999418258667,1.3049999475479126,11.887999534606934,9.102999687194824,0.0,1.0,15.0,183.3625030517578,2905.8974609375,26.540081024169922,57.86000061035156,0.8783770203590393,514.7869873046875,5558525,939.3877932069811,91.00179535971834
884,0.0,0.0,0.0,1.1829999685287476,1.2899999618530273,3.430000066757202,26.066999435424805,395.10198974609375,0.0,10.649999618530273,1.6540000438690186,0.0,0.09200000017881393,0.0,0.09300000220537186,0.09300000220537186,0.9800000190734863,11.357000350952148,1.7869999408721924,6.71999979019165,6.0,23.0,245.68499755859375,2867.580078125,26.460813522338867,76.1500015258789,0.04387529194355011,504.0419921875,5558528,939.3877939068652,103.89054014903319
885,0.09200000017881393,0.09200000017881393,0.0,1.0199999809265137,1.159000039100647,1.4839999675750732,26.23200035095215,397.427001953125,-0.09200000017881393,13.675000190734863,0.5860000252723694,0.09200000017881393,0.13099999725818634,0.0,0.09200000017881393,0.09200000017881393,2.9030001163482666,12.880000114440918,0.367000013589859,9.08899974822998,1.0,18.0,309.8424987792969,2859.7900390625,26.499187469482422,69.80000305175781,0.017173664644360542,501.0889892578125,5558530,1878.7749176099455,-1.9606115160746245
886,0.0,0.0,0.0,1.659000039100647,1.440000057220459,3.3949999809265137,23.35700035095215,386.6610107421875,-0.414000004529953,0.5389999747276306,12.75,0.0,0.2930000126361847,0.0,1.1740000247955322,1.1740000247955322,1.371000051498413,11.798999786376953,9.107999801635742,0.09200000017881393,3.0,11.0,186.6374969482422,2906.96240234375,26.541248321533203,58.900001525878906,0.8783770203590393,514.8770141601562,5558719,939.3884655490214,50.012704228576425
887,0.0,0.0,0.0,1.7359999418258667,1.5110000371932983,3.3559999465942383,23.395999908447266,386.7300109863281,-0.38199999928474426,0.49900001287460327,12.657999992370605,0.0,0.27799999713897705,0.0,1.1109999418258667,1.1109999418258667,1.3049999475479126,11.887999534606934,9.102999687194824,0.0,1.0,15.0,183.3625030517578,2905.8974609375,26.540081024169922,57.86000061035156,0.8783770203590393,514.7869873046875,5558720,939.3884665090095,111.03929340857502
888,0.0,0.0,618.0,0.0,1.9509999752044678,6.4720001220703125,16.202999114990234,374.89599609375,3.872999906539917,0.5569999814033508,11.656999588012695,0.09200000017881393,0.0,0.0,0.2750000059604645,0.2750000059604645,0.3779999911785126,1.9570000171661377,0.13099999725818634,0.871999979019165,2.0,17.0,206.42250061035156,2984.197509765625,26.753437042236328,34.14250183105469,0.34442365169525146,530.2979736328125,5558889,2818.1660181456978,72.29914086688729
889,0.0,0.0,0.0,1.7359999418258667,1.5110000371932983,3.3559999465942383,23.395999908447266,386.7300109863281,-0.38199999928474426,0.49900001287460327,12.657999992370605,0.0,0.27799999713897705,0.0,1.1109999418258667,1.1109999418258667,1.3049999475479126,11.887999534606934,9.102999687194824,0.0,1.0,15.0,183.3625030517578,2905.8974609375,26.540081024169922,57.86000061035156,0.8783770203590393,514.7869873046875,5558905,939.3891341522328,67.72075118180078
890,0.0,0.0,618.0,0.0,2.0,6.425000190734863,16.184999465942383,374.8290100097656,3.9630000591278076,0.5569999814033508,11.637999534606934,0.09200000017881393,0.0,0.0,0.18299999833106995,0.18299999833106995,0.28999999165534973,1.968000054359436,0.09300000220537186,0.9240000247955322,2.0,14.0,206.2274932861328,2984.652587890625,26.756145477294922,34.10749816894531,0.34442365169525146,530.3880004882812,5559093,6575.722036830293,1.350983596887304
891,0.09200000017881393,0.09200000017881393,0.0,1.7869999408721924,1.569000005722046,3.440999984741211,23.312000274658203,386.7909851074219,-0.2930000126361847,0.414000004529953,12.657999992370605,0.09200000017881393,0.1860000044107437,0.0,1.0440000295639038,1.0440000295639038,1.2400000095367432,11.866999626159668,9.010000228881836,0.0,2.0,11.0,186.1374969482422,2905.6826171875,26.537248611450195,57.41999816894531,0.8783770203590393,514.7670288085938,5559102,1878.779611917737,96.92317951362735
892,0.0,0.0,0.0,1.0199999809265137,1.11899995803833,1.5700000524520874,26.222000122070312,397.3559875488281,0.0,13.583000183105469,0.6209999918937683,0.0,0.09300000220537186,1.0,0.0,0.0,2.8580000400543213,12.826000213623047,0.2750000059604645,9.012999534606934,5.0,13.0,310.447509765625,2859.330078125,26.50139617919922,69.9000015258789,0.017173664644360542,501.1780090332031,5559103,4696.946395645599,9.29178901758866
893,0.367000013589859,0.367000013589859,0.0,0.9459999799728394,1.1610000133514404,1.277999997138977,26.172000885009766,397.697998046875,-0.2930000126361847,13.946999549865723,0.6489999890327454,0.3790000081062317,0.367000013589859,0.0,0.3790000081062317,0.3790000081062317,2.9760000705718994,13.119000434875488,0.5569999814033508,9.267000198364258,4.0,22.0,305.2925109863281,2861.590087890625,26.49127197265625,69.19999694824219,0.041162099689245224,500.79998779296875,5559104,939.3898052557254,10.403690422430975
894,0.09200000017881393,0.09200000017881393,618.0,0.09300000220537186,1.9769999980926514,6.460999965667725,16.076000213623047,374.8240051269531,4.0289998054504395,0.6489999890327454,11.711999893188477,0.09300000220537186,0.09200000017881393,0.0,0.09200000017881393,0.09200000017881393,0.18299999833106995,2.0739998817443848,0.1860000044107437,1.0529999732971191,6.0,13.0,208.02749633789062,2983.552490234375,26.753644943237305,33.807498931884766,0.2591450810432434,530.458984375,5559278,939.3904761673043,82.15448068718793
895,0.45899999141693115,0.45899999141693115,0.0,0.9679999947547913,1.0750000476837158,1.2000000476837158,26.18400001525879,397.7690124511719,-0.3330000042915344,14.038999557495117,0.6489999890327454,0.46799999475479126,0.45899999141693115,0.0,0.4620000123977661,0.4620000123977661,3.0299999713897705,13.173999786376953,0.5370000004768372,9.345000267028809,2.0,25.0,304.8575134277344,2862.010009765625,26.489147186279297,69.0999984741211,0.041162099689245224,500.7099914550781,5559291,939.3904758165519,40.98085886638318
