gin,bsgm_wpgp_2015_dst,guf_ghsl_dst_2014,dmsp_2011,ccilc_dst011_2015,ccilc_dst040_2015,ccilc_dst130_2015,ccilc_dst140_2015,ccilc_dst150_2015,ccilc_dst160_2015,ccilc_dst190_2015,ccilc_dst200_2015,ghsl_dst_2014,guf_dst_2012,cciwat_cls,cciwat_dst,cciwat_dst_negative,gpw4coast_dst,osmint_dst,osmriv_dst,osmroa_dst,slope,topo,tt50k_2000,wclim_prec,wclim_temp,urbanaccessibility_2015,viirs_2016,wdpa_cat1_dst_2017,Id,area_sqm,DIST_NEAR_MANGROVE
11,0.20399999618530273,0.20399999618530273,0.0,0.45500001311302185,0.4909999966621399,0.8349999785423279,28.427000045776367,99.21700286865234,-0.36399999260902405,38.242000579833984,23.051000595092773,5.013999938964844,0.20399999618530273,0.0,0.9670000076293945,0.9670000076293945,1.4479999542236328,48.27199935913086,14.08899974822998,7.1519999504089355,5.0,10.0,297.26251220703125,2599.6875,27.91343879699707,170.1999969482422,0.15566949546337128,799.3909912109375,3520856,932.4301140290156,-61.41083038325427
12,7.551000118255615,7.551000118255615,0.0,-0.4090000092983246,0.5339999794960022,4.855999946594238,30.18199920654297,125.6780014038086,2.4690001010894775,35.132999420166016,26.701000213623047,10.345999717712402,7.551000118255615,0.0,3.065000057220459,3.065000057220459,11.192000389099121,74.23500061035156,9.102999687194824,7.999000072479248,1.0,35.0,290.75,2637.58251953125,27.939851760864258,72.43250274658203,0.016459261998534203,775.2650146484375,3523728,5594.632579259038,96.11969298804223
13,3.7119998931884766,3.7119998931884766,0.0,-0.09099999815225601,0.18199999630451202,1.3819999694824219,32.80400085449219,103.81099700927734,0.7799999713897705,36.90399932861328,27.315000534057617,4.0929999351501465,3.7119998931884766,0.0,4.676000118255615,4.676000118255615,5.8379998207092285,53.47600173950195,10.975000381469727,11.859000205993652,2.0,24.0,290.31500244140625,2626.10009765625,27.882436752319336,186.02749633789062,0.0839691236615181,794.281982421875,3532397,932.4672905653244,109.57145921631054
14,3.621999979019165,3.621999979019165,0.0,0.0,0.09099999815225601,1.253999948501587,32.8650016784668,103.87699890136719,0.7929999828338623,36.79100036621094,27.371999740600586,3.9649999141693115,3.621999979019165,0.0,4.553999900817871,4.553999900817871,5.922999858856201,53.59600067138672,10.871000289916992,11.987000465393066,2.0,22.0,291.875,2627.5,27.890104293823242,187.08749389648438,0.0839691236615181,794.1580200195312,3532669,3729.8708858923123,64.94767400188165
15,3.61899995803833,3.61899995803833,0.0,-0.09099999815225601,0.18199999630451202,1.309000015258789,32.77799987792969,103.78900146484375,0.8489999771118164,36.81399917602539,27.285999298095703,4.01800012588501,3.61899995803833,0.0,4.591000080108643,4.591000080108643,5.831999778747559,53.512001037597656,10.961000442504883,11.914999961853027,2.0,22.0,292.125,2627.5,27.891145706176758,186.66250610351562,0.0839691236615181,794.2379760742188,3532952,3729.8743447775933,92.44907899312582
16,3.621999979019165,3.621999979019165,0.0,0.0,0.09099999815225601,1.253999948501587,32.8650016784668,103.87699890136719,0.7929999828338623,36.79100036621094,27.371999740600586,3.9649999141693115,3.621999979019165,0.0,4.553999900817871,4.553999900817871,5.922999858856201,53.59600067138672,10.871000289916992,11.987000465393066,2.0,22.0,291.875,2627.5,27.890104293823242,187.08749389648438,0.0839691236615181,794.1580200195312,3532953,932.4690197549111,16.206855461037662
17,3.628000020980835,3.628000020980835,0.0,0.09099999815225601,0.0,1.2029999494552612,32.95199966430664,103.96499633789062,0.7369999885559082,36.768001556396484,27.458999633789062,3.9140000343322754,3.628000020980835,0.0,4.519000053405762,4.519000053405762,6.013999938964844,53.68000030517578,10.781000137329102,12.0600004196167,2.0,26.0,291.625,2627.5,27.889062881469727,187.5124969482422,0.0839691236615181,794.0780029296875,3532954,932.4690189719217,46.37468817218683
18,3.6459999084472656,3.6459999084472656,0.0,0.09300000220537186,0.0,1.1169999837875366,33.12699890136719,104.14199829101562,0.5870000123977661,36.7239990234375,27.631999969482422,3.815000057220459,3.6459999084472656,0.0,4.452000141143799,4.452000141143799,6.196000099182129,53.8489990234375,10.60099983215332,12.206000328063965,1.0,30.0,291.125,2627.5,27.886978149414062,188.3625030517578,0.0839691236615181,793.9169921875,3532955,1864.9371722973274,118.8992802060645
19,3.628000020980835,3.628000020980835,0.0,0.09099999815225601,0.0,1.2029999494552612,32.95199966430664,103.96499633789062,0.7369999885559082,36.768001556396484,27.458999633789062,3.9140000343322754,3.628000020980835,0.0,4.519000053405762,4.519000053405762,6.013999938964844,53.68000030517578,10.781000137329102,12.0600004196167,2.0,26.0,291.625,2627.5,27.889062881469727,187.5124969482422,0.0839691236615181,794.0780029296875,3533201,932.4698809800045,12.532588401253115
20,3.5439999103546143,3.5439999103546143,0.0,0.0,0.09300000220537186,1.0770000219345093,33.01300048828125,104.03099822998047,0.7170000076293945,36.65599822998047,27.517000198364258,3.7860000133514404,3.5439999103546143,0.0,4.3979997634887695,4.3979997634887695,6.1020002365112305,53.79899978637695,10.677000045776367,12.189000129699707,1.0,28.0,293.125,2628.89990234375,27.8969783782959,188.66250610351562,0.0839691236615181,793.9539794921875,3533747,932.4716107449188,14.739700259088353
21,3.5439999103546143,3.5439999103546143,0.0,0.0,0.09300000220537186,1.0770000219345093,33.01300048828125,104.03099822998047,0.7170000076293945,36.65599822998047,27.517000198364258,3.7860000133514404,3.5439999103546143,0.0,4.3979997634887695,4.3979997634887695,6.1020002365112305,53.79899978637695,10.677000045776367,12.189000129699707,1.0,28.0,293.125,2628.89990234375,27.8969783782959,188.66250610351562,0.0839691236615181,793.9539794921875,3534013,11189.64640872638,59.71507298769934
22,3.4519999027252197,3.4519999027252197,0.0,-0.09300000220537186,0.1850000023841858,0.9980000257492065,32.98699951171875,104.00900268554688,0.7799999713897705,36.566001892089844,27.48900032043457,3.7090001106262207,3.4519999027252197,0.0,4.311999797821045,4.311999797821045,6.099999904632568,53.834999084472656,10.663999557495117,12.244999885559082,2.0,27.0,294.875,2630.300048828125,27.90593719482422,189.3874969482422,0.0839691236615181,793.9099731445312,3534310,932.473338346623,48.099539147736145
23,3.4619998931884766,3.4619998931884766,0.0,-0.09300000220537186,0.1850000023841858,0.9509999752044678,33.07500076293945,104.09700012207031,0.718999981880188,36.54399871826172,27.576000213623047,3.6579999923706055,3.4619998931884766,0.0,4.2789998054504395,4.2789998054504395,6.1529998779296875,53.91899871826172,10.574000358581543,12.317000389099121,1.0,26.0,294.5849914550781,2630.300048828125,27.905061721801758,189.87249755859375,0.0839691236615181,793.8300170898438,3534603,2797.4226055153704,115.94966547440862
24,4.245999813079834,4.245999813079834,0.0,0.0,0.3709999918937683,1.3639999628067017,36.06800079345703,114.1760025024414,0.09300000220537186,35.36399841308594,31.768999099731445,4.245999813079834,11.336000442504883,0.0,0.33000001311302185,0.33000001311302185,6.540999889373779,63.66699981689453,0.9100000262260437,19.033000946044922,1.0,24.0,264.01251220703125,2637.574951171875,28.02427101135254,130.66250610351562,0.026971260085701942,784.6500244140625,3535496,1864.9535877629905,-17.539062522494394
25,4.11899995803833,4.11899995803833,0.0,0.0,0.2930000126361847,1.4889999628067017,35.9379997253418,114.24500274658203,0.09099999815225601,35.27399826049805,31.638999938964844,4.11899995803833,11.397000312805176,0.0,0.20399999618530273,0.20399999618530273,6.427999973297119,63.78300094604492,0.7799999713897705,18.975000381469727,2.0,22.0,263.99249267578125,2637.955078125,28.03527069091797,131.54249572753906,0.026971260085701942,784.5260009765625,3536376,3729.914803979488,28.274264501555297
26,2.138000011444092,2.138000011444092,0.0,-0.09099999815225601,0.7279999852180481,1.1790000200271606,28.527000427246094,99.50499725341797,0.20399999618530273,36.702999114990234,23.058000564575195,4.494999885559082,2.138000011444092,0.0,1.4329999685287476,1.4329999685287476,1.5720000267028809,49.8120002746582,15.022000312805176,9.140999794006348,0.0,27.0,292.9375,2618.91259765625,27.919376373291016,176.8000030517578,0.021922752261161804,797.7529907226562,3538591,2797.456292643512,41.940033771953544
27,2.2269999980926514,2.2269999980926514,0.0,-0.09099999815225601,0.734000027179718,1.253999948501587,28.49799919128418,99.48200225830078,0.18199999630451202,36.617000579833984,23.027000427246094,4.443999767303467,2.2269999980926514,0.0,1.475000023841858,1.475000023841858,1.590999960899353,49.85100173950195,15.079999923706055,9.192000389099121,1.0,24.0,293.0625,2619.887451171875,27.923126220703125,177.10000610351562,0.021922752261161804,797.708984375,3538893,932.4871602651408,-8.434869353693093
28,2.2269999980926514,2.2269999980926514,0.0,-0.09099999815225601,0.734000027179718,1.253999948501587,28.49799919128418,99.48200225830078,0.18199999630451202,36.617000579833984,23.027000427246094,4.443999767303467,2.2269999980926514,0.0,1.475000023841858,1.475000023841858,1.590999960899353,49.85100173950195,15.079999923706055,9.192000389099121,1.0,24.0,293.0625,2619.887451171875,27.923126220703125,177.10000610351562,0.021922752261161804,797.708984375,3539184,932.48802184315,-26.25159630941404
29,2.315999984741211,2.315999984741211,0.0,-0.09099999815225601,0.7519999742507935,1.3209999799728394,28.469999313354492,99.45899963378906,0.18199999630451202,36.529998779296875,22.996000289916992,4.394000053405762,2.315999984741211,0.0,1.5119999647140503,1.5119999647140503,1.6150000095367432,49.89099884033203,15.137999534606934,9.244000434875488,2.0,23.0,293.1875,2620.862548828125,27.926876068115234,177.39999389648438,-0.0006614805315621197,797.666015625,3539476,932.4888848810069,-50.84855441140036
30,2.2920000553131104,2.2920000553131104,0.0,0.0,0.6639999747276306,1.246000051498413,28.382999420166016,99.37000274658203,0.09099999815225601,36.49700164794922,22.90999984741211,4.316999912261963,2.2920000553131104,0.0,1.4299999475479126,1.4299999475479126,1.5290000438690186,49.80799865722656,15.208999633789062,9.168999671936035,1.0,24.0,296.24249267578125,2619.8076171875,27.9302921295166,178.10000610351562,-0.0006614805315621197,797.7459716796875,3540050,3729.9599117373436,-91.34030871253267
31,1.8869999647140503,1.8869999647140503,0.0,0.0,0.6600000262260437,3.36899995803833,23.19300079345703,94.15599822998047,0.09300000220537186,33.86899948120117,17.746999740600586,1.8869999647140503,3.2009999752044678,0.0,0.9509999752044678,0.9509999752044678,1.2990000247955322,45.77000045776367,12.164999961853027,5.4629998207092285,2.0,21.0,482.6625061035156,2625.28759765625,27.98989486694336,224.10000610351562,-0.004027226939797401,801.7360229492188,3550053,5595.117174021123,28.776760512608625
32,1.8220000267028809,1.8220000267028809,0.0,0.0,0.5870000123977661,3.3380000591278076,23.27899932861328,94.24400329589844,0.09300000220537186,33.89099884033203,17.83099937438965,1.8220000267028809,3.2790000438690186,0.0,0.996999979019165,0.996999979019165,1.3020000457763672,45.849998474121094,12.241000175476074,5.538000106811523,2.0,21.0,477.48748779296875,2625.362548828125,27.99051856994629,224.3000030517578,-0.004027226939797401,801.655029296875,3550333,932.5216843909631,-17.871627737771494
33,1.8200000524520874,1.8200000524520874,0.0,0.09300000220537186,0.7170000076293945,3.2820000648498535,23.163000106811523,94.13300323486328,0.0,33.77899932861328,17.711999893188477,1.8200000524520874,3.25,0.0,0.8709999918937683,0.8709999918937683,1.2059999704360962,45.814998626708984,12.11400032043457,5.517000198364258,2.0,19.0,479.99749755859375,2625.992431640625,27.997102737426758,224.89999389648438,-0.004027226939797401,801.6929931640625,3550613,932.5225491480389,-50.26815255416877
34,0.5640000104904175,0.5640000104904175,0.0,-0.09099999815225601,0.1860000044107437,0.25999999046325684,32.37200164794922,115.79900360107422,0.18199999630451202,32.560001373291016,28.042999267578125,0.5640000104904175,10.121999740600586,0.0,1.1080000400543213,1.1080000400543213,3.3399999141693115,66.81400299072266,1.3300000429153442,18.125,1.0,10.0,259.0625,2659.75,28.048959732055664,102.625,0.02028791978955269,781.2349853515625,3563492,932.5604871230381,83.16274289373118
35,0.49799999594688416,0.49799999594688416,0.0,0.0,0.27799999713897705,0.2930000126361847,32.375,115.69100189208984,0.09099999815225601,32.45800018310547,28.03700065612793,0.49799999594688416,10.024999618530273,0.0,0.9779999852180481,0.9779999852180481,3.246999979019165,66.76200103759766,1.2029999494552612,18.25,0.0,14.0,259.12249755859375,2660.050048828125,28.05579376220703,102.54499816894531,0.02028791978955269,781.27099609375,3564025,932.5622127445986,-13.961015458780507
36,0.4129999876022339,0.4129999876022339,0.0,0.09300000220537186,0.3709999918937683,0.38199999928474426,32.3120002746582,115.67400360107422,0.0,32.36600112915039,27.9689998626709,0.4129999876022339,9.932999610900879,0.0,0.9100000262260437,0.9100000262260437,3.1540000438690186,66.79499816894531,1.125,18.29599952697754,2.0,13.0,259.0574951171875,2660.64990234375,28.059709548950195,102.31500244140625,0.02028791978955269,781.2269897460938,3564585,932.5639359260796,-50.65842556277627
37,0.4129999876022339,0.4129999876022339,0.0,0.09300000220537186,0.3709999918937683,0.38199999928474426,32.3120002746582,115.67400360107422,0.0,32.36600112915039,27.9689998626709,0.4129999876022339,9.932999610900879,0.0,0.9100000262260437,0.9100000262260437,3.1540000438690186,66.79499816894531,1.125,18.29599952697754,2.0,13.0,259.0574951171875,2660.64990234375,28.059709548950195,102.31500244140625,0.02028791978955269,781.2269897460938,3564857,932.5647952481582,-92.70925083554341
38,2.0429999828338623,2.0429999828338623,0.0,0.09300000220537186,1.3969999551773071,2.1449999809265137,29.96299934387207,117.40799713134766,0.0,31.354999542236328,25.658000946044922,2.0429999828338623,8.793000221252441,0.0,0.5199999809265137,0.5199999809265137,2.190000057220459,69.13099670410156,1.1699999570846558,17.320999145507812,2.0,17.0,256.1499938964844,2674.4775390625,28.031709671020508,94.89749908447266,-0.0024045209866017103,778.8469848632812,3576895,1865.2010765733294,6.430219543221525
39,2.125,2.125,0.0,0.09099999815225601,1.475000023841858,2.2339999675750732,29.89699935913086,117.49800109863281,0.0,31.371000289916992,25.597000122070312,2.125,8.713000297546387,0.0,0.5870000123977661,0.5870000123977661,2.2330000400543213,69.21600341796875,1.2350000143051147,17.24799919128418,2.0,18.0,256.04998779296875,2674.992431640625,28.024459838867188,94.43250274658203,0.010062155313789845,778.7670288085938,3576896,1865.201076463215,44.4573120306739
40,2.1019999980926514,2.1019999980926514,0.0,0.09300000220537186,0.7639999985694885,2.640000104904175,30.423999786376953,101.34300231933594,0.0,31.479000091552734,24.892000198364258,2.1019999980926514,2.440999984741211,0.0,0.9279999732971191,0.9279999732971191,1.625,54.99700164794922,12.633000373840332,14.656000137329102,2.0,6.0,475.13751220703125,2666.89990234375,28.11639404296875,210.1074981689453,0.027804603800177574,792.5029907226562,3588193,932.6345225191608,17.501678210068476
41,2.4519999027252197,2.4519999027252197,0.0,0.824999988079071,0.4129999876022339,1.350000023841858,35.584999084472656,106.44200134277344,-0.2930000126361847,30.152000427246094,30.059999465942383,2.4519999027252197,4.663000106811523,0.0,0.2879999876022339,0.2879999876022339,1.00600004196167,59.606998443603516,7.788000106811523,18.79199981689453,2.0,12.0,305.5,2674.050048828125,28.15110206604004,183.4425048828125,0.02115960419178009,787.9130249023438,3588495,932.6353829387202,-31.89360223616157
42,2.494999885559082,2.494999885559082,0.0,0.0,0.5870000123977661,1.909999966621399,30.841999053955078,114.73300170898438,0.09300000220537186,29.551000595092773,26.344999313354492,2.494999885559082,7.144000053405762,0.0,0.27799999713897705,0.27799999713897705,0.3709999918937683,67.41799926757812,1.409000039100647,20.180999755859375,4.0,21.0,260.8500061035156,2691.699951171875,28.08958625793457,109.5999984741211,0.043153729289770126,780.3090209960938,3591192,932.6431215070664,100.46172054274892
43,2.609999895095825,3.006999969482422,0.0,-0.18199999630451202,1.093000054359436,3.3519999980926514,28.139999389648438,98.98799896240234,0.27300000190734863,31.166000366210938,22.624000549316406,3.1630001068115234,3.006999969482422,0.0,1.246999979019165,1.246999979019165,3.2899999618530273,53.64799880981445,15.0600004196167,13.461999893188477,1.0,19.0,397.1499938964844,2678.824951171875,28.0922908782959,198.5124969482422,-0.03109917975962162,793.9219970703125,3599033,932.6663269873754,-8.944043053307004
44,3.0179998874664307,3.0179998874664307,0.0,0.27799999713897705,1.3919999599456787,3.2019999027252197,28.684999465942383,99.5250015258789,-0.1860000044107437,31.03499984741211,23.16900062561035,3.0179998874664307,3.5380001068115234,0.0,0.8180000185966492,0.8180000185966492,2.746000051498413,54.11800003051758,14.545999526977539,13.895000457763672,0.0,15.0,420.2200012207031,2678.85009765625,28.11310386657715,201.89500427246094,-0.011954505927860737,793.43798828125,3599355,2797.999788131927,28.889902831280807
45,0.25999999046325684,0.25999999046325684,0.0,0.20399999618530273,2.005000114440918,0.6600000262260437,32.33300018310547,102.93099975585938,-0.09099999815225601,28.266000747680664,26.861000061035156,0.25999999046325684,3.806999921798706,0.0,0.492000013589859,0.492000013589859,0.6439999938011169,58.13800048828125,11.687999725341797,17.85300064086914,1.0,9.0,347.0,2693.449951171875,28.24249839782715,222.15249633789062,0.011303640902042389,789.3989868164062,3612678,932.70925727091,-18.988869355187358
46,0.33000001311302185,0.33000001311302185,0.0,0.27799999713897705,2.0959999561309814,0.734000027179718,32.242000579833984,102.84100341796875,-0.18199999630451202,28.292999267578125,26.770000457763672,0.33000001311302185,3.8359999656677246,0.0,0.4090000092983246,0.4090000092983246,0.5540000200271606,58.060001373291016,11.770000457763672,17.777999877929688,1.0,10.0,353.0,2693.35009765625,28.244165420532227,223.6074981689453,0.010475351475179195,789.47998046875,3612941,932.7101142733034,-19.547530180672922
47,1.5950000286102295,1.5950000286102295,0.0,-0.20399999618530273,2.11299991607666,0.33000001311302185,31.051000595092773,101.54000091552734,0.45500001311302185,27.885000228881836,25.600000381469727,1.5950000286102295,3.7139999866485596,0.0,0.4729999899864197,0.4729999899864197,0.5860000252723694,57.465999603271484,13.201000213623047,17.315000534057617,1.0,15.0,400.31500244140625,2702.31005859375,28.211605072021484,250.08749389648438,0.006070119794458151,790.1430053710938,3619693,2798.195485446038,-103.0326360833945
48,1.6790000200271606,1.6790000200271606,0.0,-0.27300000190734863,2.138000011444092,0.4090000092983246,30.958999633789062,101.44999694824219,0.36399999260902405,27.91699981689453,25.509000778198242,1.6790000200271606,3.7739999294281006,0.0,0.49799999594688416,0.49799999594688416,0.6200000047683716,57.38800048828125,13.281999588012695,17.243999481201172,2.0,13.0,401.7149963378906,2702.797607421875,28.209041595458984,250.18499755859375,0.006070119794458151,790.2239990234375,3619948,932.733273731913,-89.4461419806499
49,0.38999998569488525,0.38999998569488525,0.0,0.7279999852180481,1.2089999914169312,1.0019999742507935,24.222000122070312,94.70800018310547,-0.6370000243186951,26.843000411987305,18.80900001525879,0.38999998569488525,2.1989998817443848,0.0,0.734000027179718,0.734000027179718,1.7309999465942383,52.07099914550781,12.461999893188477,12.699000358581543,0.0,12.0,309.3275146484375,2686.6025390625,28.104578018188477,240.3800048828125,0.06875131279230118,795.9509887695312,3624095,932.7469900712399,16.76542073508141
50,0.33000001311302185,0.33000001311302185,0.0,0.7279999852180481,1.1169999837875366,1.0019999742507935,24.222000122070312,94.69300079345703,-0.6370000243186951,26.757999420166016,18.81599998474121,0.33000001311302185,2.2860000133514404,0.0,0.7170000076293945,0.7170000076293945,1.7029999494552612,52.125,12.472000122070312,12.772000312805176,0.0,11.0,308.9324951171875,2687.5576171875,28.106245040893555,240.44000244140625,0.06875131279230118,795.9080200195312,3625295,932.7512773081619,-2.3659572240704665
51,2.825000047683716,2.825000047683716,0.0,0.0,0.9520000219345093,3.6449999809265137,20.041000366210938,90.45500183105469,0.09099999815225601,24.76799964904785,14.725000381469727,2.825000047683716,5.729000091552734,0.0,0.8650000095367432,0.8650000095367432,0.9829999804496765,49.19499969482422,8.468000411987305,11.277000427246094,2.0,16.0,409.9525146484375,2680.784912109375,28.107664108276367,207.59750366210938,0.0367504321038723,799.3389892578125,3630238,932.7675565048226,117.71569136211332
52,0.25999999046325684,0.25999999046325684,0.0,0.0,0.6489999890327454,0.36399999260902405,27.599000930786133,97.90899658203125,0.09099999815225601,27.615999221801758,22.23900032043457,0.25999999046325684,3.7829999923706055,0.0,1.3910000324249268,1.3910000324249268,2.433000087738037,55.310001373291016,15.90999984741211,15.595000267028809,3.0,10.0,333.6499938964844,2703.21240234375,28.110624313354492,202.7375030517578,0.019572991877794266,792.573974609375,3631605,932.7718401416764,95.22214881214951
53,0.7170000076293945,0.7170000076293945,0.0,0.9290000200271606,1.6920000314712524,0.6639999747276306,28.88800048828125,99.10299682617188,-0.5379999876022339,27.03700065612793,23.555999755859375,0.7170000076293945,4.736000061035156,0.0,1.0199999809265137,1.0199999809265137,1.3639999628067017,56.625,15.98900032043457,16.843000411987305,0.0,16.0,317.4200134277344,2696.1650390625,28.150144577026367,202.49000549316406,-0.020251791924238205,791.22802734375,3635510,932.7846851883505,-6.229770028954132
54,0.6600000262260437,0.6600000262260437,0.0,0.9150000214576721,1.7549999952316284,0.6959999799728394,28.892000198364258,99.08999633789062,-0.5770000219345093,26.952999114990234,23.566999435424805,0.6600000262260437,4.718999862670898,0.0,1.1130000352859497,1.1130000352859497,1.2829999923706055,56.676998138427734,16.031999588012695,16.905000686645508,1.0,15.0,315.6075134277344,2695.982421875,28.149728775024414,201.6699981689453,-0.0021790526807308197,791.1849975585938,3635781,1865.5702258468418,6.988854520115742
55,0.7379999756813049,0.7379999756813049,0.0,0.9110000133514404,1.690000057220459,0.6129999756813049,28.799999237060547,99.0,-0.492000013589859,26.993000030517578,23.47599983215332,0.7379999756813049,4.808000087738037,0.0,1.1169999837875366,1.1169999837875366,1.3240000009536743,56.60200119018555,16.113000869750977,16.83799934387207,0.0,17.0,318.3525085449219,2695.87744140625,28.14727020263672,201.2899932861328,-0.0021790526807308197,791.2659912109375,3636339,2798.359997483737,-19.175086819795855
56,0.3330000042915344,0.3330000042915344,0.0,0.5460000038146973,2.0910000801086426,1.0399999618530273,29.260000228881836,99.43800354003906,-0.45500001311302185,26.711000442504883,23.940000534057617,0.3330000042915344,4.343999862670898,0.0,1.1749999523162842,1.1749999523162842,1.055999994277954,57.03099822998047,15.758000373840332,17.23699951171875,2.0,11.0,306.1000061035156,2697.347412109375,28.158748626708984,203.0,0.014013256877660751,790.8189697265625,3637373,4663.9506715063135,-23.458139149169316
57,0.8399999737739563,0.8399999737739563,0.0,0.7279999852180481,1.7139999866485596,0.5899999737739563,28.62700080871582,98.79399871826172,-0.460999995470047,26.909000396728516,23.319000244140625,0.8399999737739563,4.960000038146973,0.0,1.2029999494552612,1.2029999494552612,1.253999948501587,56.555999755859375,16.361000061035156,16.832000732421875,1.0,14.0,319.8125,2696.9375,28.143436431884766,198.4499969482422,-0.010304157622158527,791.343017578125,3637644,932.7915332970895,-127.8788795478559
