civ,bsgm_wpgp_2015_dst,guf_ghsl_dst_2014,dmsp_2011,ccilc_dst011_2015,ccilc_dst040_2015,ccilc_dst130_2015,ccilc_dst140_2015,ccilc_dst150_2015,ccilc_dst160_2015,ccilc_dst190_2015,ccilc_dst200_2015,ghsl_dst_2014,guf_dst_2012,cciwat_cls,cciwat_dst,cciwat_dst_negative,gpw4coast_dst,osmint_dst,osmriv_dst,osmroa_dst,slope,topo,tt50k_2000,wclim_prec,wclim_temp,urbanaccessibility_2015,viirs_2016,wdpa_cat1_dst_2017,Id,area_sqm,DIST_NEAR_MANGROVE
13,0.0,0.0,2077.0,1.0199999809265137,0.13099999725818634,0.7450000047683716,1.0160000324249268,386.11199951171875,3.493000030517578,0.0,351.08599853515625,0.0,0.09200000017881393,0.0,0.33399999141693115,0.33399999141693115,3.8929998874664307,0.38199999928474426,1.0470000505447388,0.38199999928474426,0.0,3.0,5.607500076293945,1694.9549560546875,26.405000686645508,0.0,4.230717182159424,176.40699768066406,8524123,4729.64401015428,72.43170958427365
14,-0.09300000220537186,-0.09300000220537186,2538.0,0.6729999780654907,0.1860000044107437,0.4129999876022339,0.6470000147819519,386.4840087890625,3.490999937057495,-0.09300000220537186,351.4599914550781,-0.09300000220537186,0.4620000123977661,0.0,0.46399998664855957,0.46399998664855957,3.7119998931884766,0.3930000066757202,1.2450000047683716,0.1860000044107437,1.0,3.0,4.900000095367432,1700.2874755859375,26.41264533996582,0.0,13.749442100524902,176.1699981689453,8524258,1891.8590135894115,61.406546183707064
15,0.0,0.0,2077.0,1.0549999475479126,0.47099998593330383,1.1119999885559082,1.3860000371932983,385.7799987792969,3.444000005722046,-0.1850000023841858,350.7170104980469,0.0,0.09200000017881393,0.0,0.27799999713897705,0.27799999713897705,3.98799991607666,0.5640000104904175,0.7390000224113464,0.5400000214576721,1.0,6.0,6.1875,1692.675048828125,26.39499855041504,0.0,5.240053176879883,176.7010040283203,8524259,9459.290111726725,57.21695548352802
16,-0.09300000220537186,-0.09300000220537186,2077.0,1.0470000505447388,0.5839999914169312,1.215000033378601,1.4780000448226929,385.739013671875,3.3450000286102295,-0.13099999725818634,350.6289978027344,-0.09300000220537186,0.0,0.0,0.3330000042915344,0.3330000042915344,3.9140000343322754,0.49900001287460327,0.6470000147819519,0.49900001287460327,0.0,10.0,6.21750020980835,1694.6949462890625,26.389999389648438,0.0,14.900497436523438,176.8300018310547,8524260,945.9297101739945,3.5197347047147565
17,0.0,0.0,2538.0,0.47099998593330383,0.09300000220537186,0.2070000022649765,0.4620000123977661,386.6090087890625,3.635999917984009,0.0,351.6400146484375,0.0,0.5400000214576721,0.0,0.3709999918937683,0.3709999918937683,3.7669999599456787,0.5920000076293945,1.4450000524520874,0.2619999945163727,0.0,3.0,5.099999904632568,1698.012451171875,26.421354293823242,0.0,4.693036079406738,175.9669952392578,8524397,5675.5766299035395,114.70608616971668
18,-0.09300000220537186,-0.09300000220537186,2538.0,0.5849999785423279,0.1860000044107437,0.3330000042915344,0.5540000200271606,386.5669860839844,3.5190000534057617,-0.09300000220537186,351.552001953125,-0.09300000220537186,0.46399998664855957,0.0,0.46399998664855957,0.46399998664855957,3.693000078201294,0.46299999952316284,1.315000057220459,0.1860000044107437,1.0,4.0,4.900000095367432,1700.762451171875,26.415437698364258,0.0,12.258837699890137,176.0970001220703,8524398,945.9301167720141,91.03036607442087
19,-0.09300000220537186,-0.09300000220537186,2077.0,1.0329999923706055,0.2070000022649765,0.7620000243186951,1.0160000324249268,386.15301513671875,3.4019999504089355,-0.09300000220537186,351.09100341796875,-0.09300000220537186,0.09200000017881393,0.0,0.414000004529953,0.414000004529953,3.802999973297119,0.2930000126361847,0.984000027179718,0.2930000126361847,1.0,3.0,5.442500114440918,1697.844970703125,26.40250015258789,0.0,13.749442100524902,176.46299743652344,8524399,3783.7204674957766,128.15139401493022
20,-0.09300000220537186,-0.09300000220537186,2077.0,0.8519999980926514,0.1860000044107437,0.5839999914169312,0.8309999704360962,386.3179931640625,3.441999912261963,-0.09300000220537186,351.2749938964844,-0.09300000220537186,0.2770000100135803,0.0,0.46399998664855957,0.46399998664855957,3.757999897003174,0.2930000126361847,1.1139999628067017,0.2619999945163727,1.0,4.0,5.132500171661377,1699.10498046875,26.407499313354492,0.0,13.749442100524902,176.31700134277344,8524546,945.9305281352549,97.96061182765348
21,-0.09300000220537186,-0.09300000220537186,2077.0,0.9419999718666077,0.1860000044107437,0.6729999780654907,0.9240000247955322,386.2359924316406,3.4200000762939453,-0.09300000220537186,351.1830139160156,-0.09300000220537186,0.1850000023841858,0.0,0.46299999952316284,0.46299999952316284,3.7839999198913574,0.27799999713897705,1.0470000505447388,0.27799999713897705,1.0,3.0,5.287499904632568,1698.4749755859375,26.405000686645508,0.0,13.749442100524902,176.38999938964844,8524547,5675.5807106688735,30.712097293991643
22,-0.09300000220537186,-0.09300000220537186,2077.0,0.984000027179718,0.6470000147819519,1.3070000410079956,1.5700000524520874,385.656005859375,3.3410000801086426,-0.09300000220537186,350.5369873046875,-0.09300000220537186,-0.09200000017881393,0.0,0.2619999945163727,0.2619999945163727,3.9230000972747803,0.5400000214576721,0.5540000200271606,0.5400000214576721,1.0,7.0,6.372499942779541,1694.06494140625,26.38749885559082,0.0,10.777338981628418,176.9040069580078,8524549,945.9305288729433,66.94150183401452
23,-0.2070000022649765,-0.2070000022649765,2077.0,1.0019999742507935,0.5540000200271606,1.4129999876022339,1.6629999876022339,385.614990234375,3.246999979019165,-0.1850000023841858,350.4490051269531,-0.1850000023841858,0.0,0.0,0.2770000100135803,0.2770000100135803,3.8440001010894775,0.5239999890327454,0.4620000123977661,0.49900001287460327,1.0,5.0,6.417500019073486,1695.2674560546875,26.383310317993164,0.05000000074505806,10.777338981628418,177.0330047607422,8524664,945.9309349303868,109.268094480628
24,0.09300000220537186,0.09300000220537186,0.0,0.49799999594688416,-0.09300000220537186,2.7780001163482666,7.38700008392334,344.2309875488281,2.4230000972747803,3.1010000705718994,303.0060119628906,0.09300000220537186,0.49799999594688416,0.0,0.1860000044107437,0.1860000044107437,9.538000106811523,8.097000122070312,5.418000221252441,6.656000137329102,1.0,9.0,114.29000091552734,1724.0400390625,26.342042922973633,102.8499984741211,0.08011794835329056,217.3780059814453,8530814,945.9472519149967,-6.149061044940868
25,0.0,0.0,457.0,0.9649999737739563,0.2770000100135803,3.7690000534057617,82.33899688720703,497.4079895019531,1.965000033378601,3.5250000953674316,470.43499755859375,0.0,0.09300000220537186,0.0,0.09200000017881393,0.09200000017881393,4.081999778747559,42.27899932861328,0.3709999918937683,3.618000030517578,1.0,1.0,248.75,1525.1875,26.18604278564453,188.6374969482422,0.0398595966398716,113.56500244140625,8547933,3783.9566782077086,109.17388996942312
26,0.0,0.0,457.0,0.9100000262260437,0.1850000023841858,3.6610000133514404,82.4469985961914,497.5270080566406,2.0250000953674316,3.431999921798706,470.5320129394531,0.09300000220537186,0.0,0.0,0.0,0.0,3.989000082015991,42.375999450683594,0.27799999713897705,3.5250000953674316,1.0,2.0,253.64999389648438,1524.967529296875,26.184709548950195,187.61749267578125,0.0398595966398716,113.63899993896484,8548118,945.9899141602334,59.61494329702064
27,0.0,0.0,457.0,0.9100000262260437,0.1850000023841858,3.6610000133514404,82.4469985961914,497.5270080566406,2.0250000953674316,3.431999921798706,470.5320129394531,0.09300000220537186,0.0,0.0,0.0,0.0,3.989000082015991,42.375999450683594,0.27799999713897705,3.5250000953674316,1.0,2.0,253.64999389648438,1524.967529296875,26.184709548950195,187.61749267578125,0.0398595966398716,113.63899993896484,8548298,945.9903197720176,58.42634224053781
28,0.1850000023841858,0.1850000023841858,0.0,0.2619999945163727,0.4620000123977661,6.4720001220703125,4.952000141143799,343.625,0.1850000023841858,4.383999824523926,299.7430114746094,0.1850000023841858,4.328000068664551,0.0,0.09200000017881393,0.09200000017881393,5.306000232696533,13.826000213623047,0.13099999725818634,5.171999931335449,0.0,3.0,206.3625030517578,1747.3499755859375,26.3174991607666,137.5500030517578,0.1109008714556694,222.9709930419922,8556630,946.0117641989206,37.98361913230214
29,0.1850000023841858,0.1850000023841858,0.0,0.2619999945163727,0.4620000123977661,6.4720001220703125,4.952000141143799,343.625,0.1850000023841858,4.383999824523926,299.7430114746094,0.1850000023841858,4.328000068664551,0.0,0.09200000017881393,0.09200000017881393,5.306000232696533,13.826000213623047,0.13099999725818634,5.171999931335449,0.0,3.0,206.3625030517578,1747.3499755859375,26.3174991607666,137.5500030517578,0.1109008714556694,222.9709930419922,8556776,946.0121661770813,7.266033774814579
30,0.13099999725818634,0.13099999725818634,0.0,0.2070000022649765,0.4620000123977661,6.438000202178955,4.9019999504089355,343.6719970703125,0.09300000220537186,4.3420000076293945,299.75,0.13099999725818634,4.296999931335449,0.0,0.09200000017881393,0.09200000017881393,5.2230000495910645,13.911999702453613,0.09200000017881393,5.105999946594238,1.0,1.0,207.96749877929688,1747.9300537109375,26.3174991607666,140.35000610351562,0.1109008714556694,223.01800537109375,8557448,5676.079064459926,-20.949338723540098
31,0.09200000017881393,0.09200000017881393,0.0,0.1850000023841858,0.41499999165534973,6.40500020980835,4.854000091552734,343.7200012207031,0.0,4.301000118255615,299.7569885253906,0.09200000017881393,4.26800012588501,0.0,0.09200000017881393,0.09200000017881393,5.140999794006348,13.99899959564209,0.09200000017881393,5.040999889373779,1.0,1.0,209.57249450683594,1748.510009765625,26.3174991607666,143.14999389648438,0.1109008714556694,223.06500244140625,8557771,946.0145920714913,34.07411449282349
32,0.6669999957084656,0.6669999957084656,457.0,1.1200000047683716,0.3709999918937683,2.561000108718872,84.875,500.3320007324219,-0.27799999713897705,1.6150000095367432,472.6080017089844,0.6669999957084656,1.6679999828338623,0.0,0.2919999957084656,0.2919999957084656,1.4040000438690186,44.54600143432617,0.33399999141693115,0.8289999961853027,1.0,1.0,199.78250122070312,1507.655029296875,26.191898345947266,130.35000610351562,0.0979323610663414,116.04199981689453,8562934,946.0266966729387,47.478149382569896
33,0.6489999890327454,0.6489999890327454,457.0,1.2050000429153442,0.27799999713897705,2.632999897003174,84.89399719238281,500.364990234375,-0.1860000044107437,1.5800000429153442,472.6130065917969,0.6489999890327454,1.6180000305175781,0.0,0.33399999141693115,0.33399999141693115,1.312000036239624,44.55699920654297,0.3930000066757202,0.7419999837875366,2.0,3.0,194.5675048828125,1507.344970703125,26.190189361572266,128.85000610351562,0.09777108579874039,116.13400268554688,8563108,946.0271003522557,26.092886765096058
34,0.38100001215934753,0.38100001215934753,0.0,0.9279999732971191,0.09300000220537186,4.664999961853027,2.9230000972747803,345.72198486328125,0.09200000017881393,2.509999990463257,301.2640075683594,0.38100001215934753,2.26200008392334,0.0,0.0,0.0,3.138000011444092,15.093000411987305,0.5860000252723694,2.9519999027252197,1.0,1.0,225.77499389648438,1742.9599609375,26.399707794189453,142.4499969482422,0.20310132205486298,222.68800354003906,8566284,1892.069112067799,1.2802852685994464
35,0.2919999957084656,0.2919999957084656,0.0,0.9279999732971191,0.09300000220537186,4.75600004196167,3.010999917984009,345.6419982910156,0.0,2.6019999980926514,301.1719970703125,0.2919999957084656,2.315999984741211,0.0,0.09200000017881393,0.09200000017881393,3.1689999103546143,15.116000175476074,0.621999979019165,3.0220000743865967,0.0,2.0,229.9949951171875,1743.3475341796875,26.39881134033203,145.03750610351562,0.20310132205486298,222.76699829101562,8566285,946.0347582520831,30.63747763834252
36,0.0,0.0,618.0,3.2149999141693115,0.3709999918937683,1.593999981880188,1.4509999752044678,361.4179992675781,0.0,0.5239999890327454,319.4070129394531,0.09200000017881393,0.0,0.0,0.09200000017881393,0.09200000017881393,0.2070000022649765,15.449000358581543,3.497999906539917,0.5569999814033508,0.0,8.0,190.5,1693.0,26.237499237060547,69.25,0.6833701729774475,207.3350067138672,8566626,3784.1408431155805,122.38278678719577
37,0.09300000220537186,0.09300000220537186,946.0,0.6729999780654907,0.0,2.2860000133514404,0.9129999876022339,347.8269958496094,0.2070000022649765,0.2070000022649765,303.6650085449219,0.09300000220537186,0.46299999952316284,0.0,0.09300000220537186,0.09300000220537186,2.821000099182129,14.798999786376953,1.0160000324249268,1.5759999752044678,2.0,5.0,108.80000305175781,1753.050048828125,26.42041778564453,98.80000305175781,0.48976898193359375,220.68499755859375,8566631,946.0355626470025,105.79205820647253
38,0.0,0.0,618.0,3.3329999446868896,0.46399998664855957,1.6380000114440918,1.5759999752044678,361.3840026855469,-0.09200000017881393,0.5400000214576721,319.3219909667969,0.09300000220537186,0.0,0.0,0.09300000220537186,0.09300000220537186,0.1860000044107437,15.574999809265137,3.6089999675750732,0.656000018119812,3.0,10.0,189.89999389648438,1693.4000244140625,26.239166259765625,68.1500015258789,0.6833701729774475,207.46299743652344,8566803,946.0359653477059,64.79167174722596
39,0.0,0.0,618.0,3.4200000762939453,0.46399998664855957,1.5490000247955322,1.621000051498413,361.3030090332031,-0.09200000017881393,0.49900001287460327,319.2300109863281,0.13099999725818634,0.0,0.0,0.09300000220537186,0.09300000220537186,0.1860000044107437,15.621999740600586,3.6989998817443848,0.6489999890327454,3.0,10.0,189.3000030517578,1693.800048828125,26.240833282470703,67.05000305175781,0.7424930930137634,207.5399932861328,8566804,946.0359659710243,90.45166683231409
40,0.09200000017881393,0.09200000017881393,946.0,0.33399999141693115,-0.09300000220537186,2.6459999084472656,1.1150000095367432,347.510009765625,0.2770000100135803,0.49799999594688416,303.2969970703125,0.09200000017881393,0.7459999918937683,0.0,0.1860000044107437,0.1860000044107437,2.9040000438690186,14.833000183105469,1.3339999914169312,1.7419999837875366,2.0,9.0,110.0,1750.25,26.410415649414062,100.0,0.3894796371459961,221.0,8567166,2838.1094573206765,94.90190150134018
41,0.09200000017881393,0.09200000017881393,537.0,1.246000051498413,0.0,3.453000068664551,2.489000082015991,354.7200012207031,0.5929999947547913,0.8539999723434448,311.2770080566406,0.09200000017881393,0.09300000220537186,0.0,0.1860000044107437,0.1860000044107437,0.7649999856948853,16.75200080871582,6.315999984741211,0.27799999713897705,1.0,5.0,208.25,1711.300048828125,26.317914962768555,91.1449966430664,1.124936819076538,214.66700744628906,8570915,946.0456240903789,99.40765498593035
42,0.0,0.0,618.0,1.621000051498413,0.46399998664855957,1.3890000581741333,4.932000160217285,356.96600341796875,0.1850000023841858,0.0,313.77801513671875,0.0,0.0,0.0,0.1860000044107437,0.1860000044107437,0.09300000220537186,18.011999130249023,8.789999961853027,0.6489999890327454,1.0,13.0,202.4499969482422,1701.699951171875,26.274166107177734,87.3499984741211,1.2931815385818481,212.6750030517578,8571700,946.0476352645156,110.31330080002988
43,0.0,0.0,618.0,1.6579999923706055,0.5569999814033508,1.5190000534057617,4.863999843597412,356.9330139160156,0.2919999957084656,0.0,313.6940002441406,0.0,0.0,0.0,0.13099999725818634,0.13099999725818634,0.09200000017881393,18.04800033569336,8.692999839782715,0.7419999837875366,2.0,8.0,200.5500030517578,1702.300048828125,26.27583122253418,87.6500015258789,1.2931815385818481,212.80299377441406,8572151,2838.146171271356,61.18297900765718
44,0.0,0.0,618.0,1.378000020980835,0.5929999947547913,2.259000062942505,4.005000114440918,356.1820068359375,0.2919999957084656,0.5619999766349792,312.781005859375,0.0,0.09200000017881393,0.0,0.13099999725818634,0.13099999725818634,0.13099999725818634,17.700000762939453,7.765999794006348,0.8289999961853027,2.0,10.0,189.9310302734375,1711.8966064453125,26.306320190429688,96.27586364746094,1.315123200416565,213.6280059814453,8572903,12298.653526717235,154.37007333572146
45,0.0,0.0,618.0,1.350000023841858,0.5239999890327454,2.3350000381469727,3.9170000553131104,356.1029968261719,0.38100001215934753,0.652999997138977,312.6889953613281,0.0,0.0,0.0,0.09300000220537186,0.09300000220537186,0.1860000044107437,17.659000396728516,7.673999786376953,0.7919999957084656,1.0,9.0,189.68545532226562,1712.715087890625,26.309049606323242,97.13946533203125,1.315123200416565,213.7050018310547,8572904,1892.1017049179252,45.496863340232366
46,0.0,0.0,618.0,1.4190000295639038,0.5400000214576721,2.4630000591278076,3.86299991607666,356.07000732421875,0.49799999594688416,0.7620000243186951,312.60400390625,0.0,0.0,0.0,0.09200000017881393,0.09200000017881393,0.09300000220537186,17.702999114990234,7.578999996185303,0.8550000190734863,2.0,11.0,189.3913116455078,1713.6956787109375,26.312318801879883,99.82608795166016,0.7752237319946289,213.83299255371094,8573050,3784.204807652498,41.44449855720971
47,0.0,0.0,618.0,1.4040000438690186,0.49900001287460327,2.5399999618530273,3.7769999504089355,355.989990234375,0.5849999785423279,0.8519999980926514,312.5119934082031,0.0,0.0,0.0,0.0,0.0,0.09300000220537186,17.663000106811523,7.486000061035156,0.8399999737739563,1.0,11.0,189.220703125,1714.2642822265625,26.314212799072266,100.5340576171875,0.7752237319946289,213.91000366210938,8573204,3784.2050153733835,114.17389724331122
48,0.09300000220537186,0.09300000220537186,537.0,2.3459999561309814,0.6489999890327454,3.313999891281128,1.9819999933242798,354.0950012207031,0.09200000017881393,1.3650000095367432,310.22601318359375,0.09300000220537186,0.6470000147819519,0.0,0.1860000044107437,0.1860000044107437,0.3709999918937683,16.979000091552734,5.173999786376953,0.7649999856948853,1.0,7.0,192.60000610351562,1712.300048828125,26.339582443237305,95.4124984741211,0.7764177322387695,215.9499969482422,8573986,946.0536642658365,43.96395398655001
49,0.0,0.0,537.0,2.671999931335449,0.5929999947547913,2.6500000953674316,1.5299999713897705,353.4590148925781,0.09300000220537186,0.796999990940094,309.489013671875,0.0,0.5860000252723694,0.0,0.09300000220537186,0.09300000220537186,0.46399998664855957,16.763999938964844,4.434999942779541,0.6489999890327454,2.0,12.0,200.8625030517578,1711.5625,26.36948013305664,95.55000305175781,0.9164151549339294,216.57200622558594,8574460,7568.431270515078,146.06217932140385
50,0.0,0.0,537.0,2.3570001125335693,0.7419999837875366,3.6050000190734863,2.2300000190734863,354.3810119628906,-0.09300000220537186,1.6540000438690186,310.510009765625,0.0,0.3700000047683716,0.0,0.2919999957084656,0.2919999957084656,0.2070000022649765,17.15399932861328,5.451000213623047,0.9279999732971191,1.0,10.0,187.8000030517578,1712.9000244140625,26.32708168029785,97.27249908447266,0.7764177322387695,215.76800537109375,8574815,1892.1109442668571,-7.534228028573629
51,0.09200000017881393,0.09200000017881393,537.0,2.4639999866485596,0.7419999837875366,3.2679998874664307,2.003999948501587,354.06298828125,0.0,1.3339999914169312,310.1419982910156,0.09200000017881393,0.7390000224113464,0.0,0.27799999713897705,0.27799999713897705,0.27799999713897705,17.038999557495117,5.081999778747559,0.8399999737739563,2.0,11.0,194.1999969482422,1712.0999755859375,26.34375,97.05249786376953,0.929594099521637,216.0780029296875,8574816,1892.1109435533763,116.42491503753959
52,0.0,0.0,537.0,2.8010001182556152,0.5929999947547913,2.618000030517578,1.4910000562667847,353.427001953125,0.0,0.8289999961853027,309.4049987792969,0.0,0.656000018119812,0.0,0.1860000044107437,0.1860000044107437,0.3709999918937683,16.82900047302246,4.3420000076293945,0.7059999704360962,1.0,8.0,198.96249389648438,1711.762451171875,26.371145248413086,97.25,0.9164151549339294,216.6999969482422,8574817,3784.221886976858,94.60911883340125
53,0.0,0.0,537.0,2.2920000553131104,0.7419999837875366,3.690999984741211,2.2920000553131104,354.4599914550781,-0.09300000220537186,1.7369999885559082,310.60198974609375,0.0,0.2770000100135803,0.0,0.2070000022649765,0.2070000022649765,0.1860000044107437,17.18400001525879,5.544000148773193,0.9279999732971191,1.0,11.0,188.25,1712.9000244140625,26.324583053588867,96.74500274658203,0.7764177322387695,215.69000244140625,8574990,2838.167371302998,8.3733128366854
54,0.0,0.0,537.0,2.496999979019165,0.8349999785423279,3.4739999771118164,2.186000108718872,354.2690124511719,-0.09300000220537186,1.5399999618530273,310.3330078125,0.0,0.5619999766349792,0.0,0.3709999918937683,0.3709999918937683,0.1860000044107437,17.18400001525879,5.267000198364258,0.9679999947547913,3.0,12.0,191.0,1712.5,26.33541488647461,98.88749694824219,0.7764177322387695,215.97300720214844,8575153,2838.168574352611,94.0678743380409
55,0.0,0.0,537.0,2.5510001182556152,0.8349999785423279,3.308000087738037,2.0820000171661377,354.1099853515625,-0.09300000220537186,1.3880000114440918,310.14898681640625,0.0,0.7450000047683716,0.0,0.3709999918937683,0.3709999918937683,0.1860000044107437,17.12700080871582,5.081999778747559,0.9319999814033508,1.0,12.0,194.1999969482422,1712.0999755859375,26.34375,98.71749877929688,0.929594099521637,216.12899780273438,8575309,3784.226157030606,111.90134173381725
56,0.09300000220537186,0.09300000220537186,537.0,2.6700000762939453,0.9279999732971191,3.2699999809265137,2.0989999771118164,354.0780029296875,0.0,1.3760000467300415,310.06500244140625,0.09300000220537186,0.8519999980926514,0.0,0.46399998664855957,0.46399998664855957,0.09300000220537186,17.187999725341797,4.993000030517578,0.9990000128746033,0.0,10.0,195.8000030517578,1711.9000244140625,26.347915649414062,99.44999694824219,0.6238707304000854,216.25599670410156,8575480,2838.171487982986,75.20592255440418
57,0.13099999725818634,0.13099999725818634,537.0,2.739000082015991,0.9279999732971191,3.1089999675750732,1.9819999933242798,353.91900634765625,0.0,1.246000051498413,309.8810119628906,0.13099999725818634,0.9319999814033508,0.0,0.46299999952316284,0.46299999952316284,0.09300000220537186,17.134000778198242,4.808000087738037,0.9459999799728394,1.0,13.0,199.0,1711.5,26.35624885559082,99.25,0.6238707304000854,216.41200256347656,8575676,2838.1721913200354,105.50528716668414
