gab,bsgm_wpgp_2015_dst,guf_ghsl_dst_2014,dmsp_2011,ccilc_dst011_2015,ccilc_dst040_2015,ccilc_dst130_2015,ccilc_dst140_2015,ccilc_dst150_2015,ccilc_dst160_2015,ccilc_dst190_2015,ccilc_dst200_2015,ghsl_dst_2014,guf_dst_2012,cciwat_cls,cciwat_dst,cciwat_dst_negative,gpw4coast_dst,osmint_dst,osmriv_dst,osmroa_dst,slope,topo,tt50k_2000,wclim_prec,wclim_temp,urbanaccessibility_2015,viirs_2016,wdpa_cat1_dst_2017,Id,area_sqm,DIST_NEAR_MANGROVE
11,0.2619999945163727,0.2619999945163727,457.0,-0.1850000023841858,1.2059999704360962,57.066001892089844,61.66999816894531,326.8290100097656,0.27799999713897705,14.359000205993652,507.2869873046875,2.117000102996826,0.2619999945163727,0.0,0.46399998664855957,0.46399998664855957,0.7059999704360962,48.215999603271484,0.46399998664855957,0.46399998664855957,2.0,17.0,162.20750427246094,2900.7724609375,25.903186798095703,141.50250244140625,0.39189064502716064,265.5329895019531,9121125,4748.159343726939,-25.68366919741855
12,0.2070000022649765,0.2070000022649765,457.0,-0.27799999713897705,1.2990000247955322,57.03499984741211,61.63800048828125,326.7380065917969,0.3709999918937683,14.432999610900879,507.2539978027344,2.134999990463257,0.2070000022649765,0.0,0.5410000085830688,0.5410000085830688,0.621999979019165,48.237998962402344,0.5249999761581421,0.3709999918937683,2.0,15.0,166.2725067138672,2900.967529296875,25.90247917175293,141.25750732421875,0.6330392360687256,265.49798583984375,9121132,949.6319649793376,-61.31427864455816
13,0.13099999725818634,0.13099999725818634,457.0,-0.27799999713897705,1.2990000247955322,56.946998596191406,61.55099868774414,326.7179870605469,0.3709999918937683,14.48900032043457,507.34100341796875,2.0840001106262207,0.13099999725818634,0.0,0.593999981880188,0.593999981880188,0.6690000295639038,48.14799880981445,0.46399998664855957,0.3709999918937683,0.0,15.0,162.9875030517578,2902.3125,25.90218734741211,142.96249389648438,0.6330392360687256,265.5840148925781,9121148,949.6321222411821,-103.27179148753923
14,0.2619999945163727,0.2619999945163727,457.0,-0.09300000220537186,1.1130000352859497,57.00899887084961,61.6150016784668,326.8999938964844,0.1850000023841858,14.343000411987305,507.4070129394531,2.0840001106262207,0.2619999945163727,0.0,0.46399998664855957,0.46399998664855957,0.8299999833106995,48.104000091552734,0.33399999141693115,0.5569999814033508,1.0,12.0,155.83749389648438,2902.0625,25.9034366607666,143.5124969482422,0.39189064502716064,265.65399169921875,9121180,18043.010990061146,-141.10814843877358
15,0.09300000220537186,0.09300000220537186,537.0,0.09300000220537186,1.3910000324249268,56.617000579833984,61.20899963378906,325.9729919433594,0.656000018119812,15.140000343322754,507.1650085449219,1.4429999589920044,0.09300000220537186,0.0,0.2930000126361847,0.2930000126361847,0.33399999141693115,48.24100112915039,0.9990000128746033,0.0,3.0,15.0,178.375,2903.37744140625,25.89606285095215,140.76499938964844,0.8428613543510437,265.3869934082031,9121189,949.632358761124,78.3189697543035
16,0.13099999725818634,0.13099999725818634,457.0,-0.1850000023841858,1.2059999704360962,56.89099884033203,61.49599838256836,326.78900146484375,0.27799999713897705,14.472999572753906,507.46099853515625,2.117000102996826,0.13099999725818634,0.0,0.5870000123977661,0.5870000123977661,0.7979999780654907,48.0359992980957,0.33399999141693115,0.4729999899864197,0.0,15.0,156.61749267578125,2903.6025390625,25.902437210083008,144.97250366210938,0.39189064502716064,265.7049865722656,9121192,949.6323591677158,-165.10656058772256
17,0.0,0.0,537.0,0.09300000220537186,1.3910000324249268,56.55799865722656,61.145999908447266,325.7919921875,0.7979999780654907,15.289999961853027,507.1000061035156,1.3179999589920044,0.0,0.0,0.2930000126361847,0.2930000126361847,0.2070000022649765,48.28900146484375,1.1729999780654907,0.13099999725818634,5.0,13.0,181.875,2903.16748046875,25.894311904907227,139.5050048828125,0.4092719554901123,265.3169860839844,9121203,949.6324338041122,55.025242409895355
18,0.0,0.0,537.0,0.09300000220537186,1.3910000324249268,56.5880012512207,61.178001403808594,325.88299560546875,0.7250000238418579,15.21500015258789,507.1319885253906,1.378999948501587,0.0,0.0,0.27799999713897705,0.27799999713897705,0.2619999945163727,48.26499938964844,1.0859999656677246,0.09300000220537186,3.0,17.0,180.125,2903.2724609375,25.895187377929688,140.13499450683594,0.8428613543510437,265.35198974609375,9121204,1899.2648682943332,42.448274159120956
19,0.0,0.0,537.0,0.0,1.6009999513626099,56.91299819946289,61.5099983215332,326.3760070800781,0.5249999761581421,14.729999542236328,507.12298583984375,1.840999960899353,0.0,0.0,0.46399998664855957,0.46399998664855957,0.33399999141693115,48.327999114990234,0.7870000004768372,0.0,1.0,12.0,180.875,2901.62744140625,25.899812698364258,140.26499938964844,0.6330392360687256,265.3559875488281,9121205,54129.02128046981,262.8548295205935
20,0.13099999725818634,0.13099999725818634,457.0,-0.1850000023841858,1.2059999704360962,56.89099884033203,61.49599838256836,326.78900146484375,0.27799999713897705,14.472999572753906,507.46099853515625,2.117000102996826,0.13099999725818634,0.0,0.5870000123977661,0.5870000123977661,0.7979999780654907,48.0359992980957,0.33399999141693115,0.4729999899864197,0.0,15.0,156.61749267578125,2903.6025390625,25.902437210083008,144.97250366210938,0.39189064502716064,265.7049865722656,9121206,949.6324347290501,-196.02394862252308
21,0.13099999725818634,0.13099999725818634,537.0,0.0,1.3020000457763672,56.441001892089844,61.02799987792969,325.6820068359375,0.8299999833106995,15.418999671936035,507.15399169921875,1.187999963760376,0.13099999725818634,0.0,0.1860000044107437,0.1860000044107437,0.2070000022649765,48.222999572753906,1.2369999885559082,0.09300000220537186,4.0,15.0,182.375,2903.9375,25.89156150817871,139.125,0.4092719554901123,265.3680114746094,9121216,949.6325155619974,72.04653060063418
22,0.0,0.0,457.0,-0.27799999713897705,1.3020000457763672,56.77199935913086,61.37699890136719,326.6789855957031,0.3709999918937683,14.602999687194824,507.5150146484375,1.9910000562667847,0.0,0.0,0.7059999704360962,0.7059999704360962,0.7870000004768372,47.96799850463867,0.33399999141693115,0.41499999165534973,3.0,17.0,156.41749572753906,2905.00244140625,25.90160369873047,146.37249755859375,0.6330392360687256,265.7550048828125,9121218,949.6325150146952,-41.43708168044518
23,0.09300000220537186,0.09300000220537186,537.0,0.0,1.2990000247955322,56.470001220703125,61.058998107910156,325.7720031738281,0.7480000257492065,15.343999862670898,507.1860046386719,1.2480000257492065,0.09300000220537186,0.0,0.27799999713897705,0.27799999713897705,0.2619999945163727,48.19900131225586,1.1469999551773071,0.09300000220537186,2.0,19.0,180.125,2904.072509765625,25.89268684387207,139.93499755859375,0.4092719554901123,265.40301513671875,9121226,949.6325937353547,35.013161861377995
24,0.09300000220537186,0.09300000220537186,537.0,0.0,1.2990000247955322,56.5,61.09000015258789,325.8630065917969,0.6690000295639038,15.269000053405762,507.218994140625,1.312000036239624,0.09300000220537186,0.0,0.3709999918937683,0.3709999918937683,0.33500000834465027,48.17499923706055,1.0579999685287476,0.0,1.0,21.0,177.875,2904.20751953125,25.89381217956543,140.7449951171875,0.8428613543510437,265.43798828125,9121227,949.6325938454453,-2.971514242772749
25,0.0,0.0,457.0,-0.27799999713897705,1.378999948501587,56.71099853515625,61.3120002746582,326.49700927734375,0.3709999918937683,14.75,507.4490051269531,1.8289999961853027,0.0,0.0,0.7480000257492065,0.7480000257492065,0.6690000295639038,48.01300048828125,0.46399998664855957,0.2619999945163727,3.0,20.0,161.6074981689453,2904.972412109375,25.900686264038086,145.70249938964844,0.6330392360687256,265.6839904785156,9121229,3798.5300600053183,89.96176923092908
26,0.0,0.0,457.0,-0.27799999713897705,1.378999948501587,56.742000579833984,61.34400177001953,326.5880126953125,0.3709999918937683,14.675999641418457,507.48199462890625,1.909999966621399,0.0,0.0,0.7649999856948853,0.7649999856948853,0.7239999771118164,47.9900016784668,0.39399999380111694,0.33399999141693115,3.0,23.0,159.0124969482422,2904.987548828125,25.901145935058594,146.03750610351562,0.6330392360687256,265.7200012207031,9121230,2848.897752163909,10.091880021506489
27,0.1860000044107437,0.1860000044107437,457.0,-0.09300000220537186,1.1169999837875366,56.834999084472656,61.44200134277344,326.8599853515625,0.1850000023841858,14.456999778747559,507.5799865722656,2.1570000648498535,0.1860000044107437,0.0,0.5410000085830688,0.5410000085830688,0.9279999732971191,47.92399978637695,0.2070000022649765,0.5870000123977661,2.0,15.0,151.2274932861328,2905.032470703125,25.90252113342285,147.04249572753906,0.39189064502716064,265.82598876953125,9121231,4748.1625749665,-257.8587185240277
28,0.09300000220537186,0.09300000220537186,457.0,-0.1850000023841858,1.2089999914169312,56.803001403808594,61.409000396728516,326.7690124511719,0.27799999713897705,14.529999732971191,507.5480041503906,2.0739998817443848,0.09300000220537186,0.0,0.621999979019165,0.621999979019165,0.8550000190734863,47.94599914550781,0.2619999945163727,0.5,1.0,14.0,153.82249450683594,2905.017578125,25.902061462402344,146.70750427246094,0.39189064502716064,265.7900085449219,9121240,2848.8978093656156,-123.88343342958308
29,0.2070000022649765,0.2070000022649765,537.0,-0.09300000220537186,1.2059999704360962,56.44200134277344,61.034000396728516,325.9339904785156,0.5410000085830688,15.24899959564209,507.3389892578125,1.3179999589920044,0.2070000022649765,0.0,0.46399998664855957,0.46399998664855957,0.46399998664855957,48.0620002746582,0.9459999799728394,0.09300000220537186,2.0,18.0,172.875,2905.3076171875,25.89381217956543,142.34500122070312,0.6040464639663696,265.5589904785156,9121243,2848.8982157856235,107.78996818401896
30,0.0,0.0,457.0,-0.1860000044107437,1.2480000257492065,56.685001373291016,61.290000915527344,326.65899658203125,0.27799999713897705,14.65999984741211,507.60101318359375,1.9500000476837158,0.0,0.0,0.7480000257492065,0.7480000257492065,0.8550000190734863,47.87799835205078,0.2619999945163727,0.46399998664855957,4.0,17.0,153.13250732421875,2906.347412109375,25.90131187438965,148.07749938964844,0.4585668742656708,265.84100341796875,9121250,3798.5311530736903,-41.437093899333874
31,0.0,0.0,457.0,-0.1860000044107437,1.2480000257492065,56.685001373291016,61.290000915527344,326.65899658203125,0.27799999713897705,14.65999984741211,507.60101318359375,1.9500000476837158,0.0,0.0,0.7480000257492065,0.7480000257492065,0.8550000190734863,47.87799835205078,0.2619999945163727,0.46399998664855957,4.0,17.0,153.13250732421875,2906.347412109375,25.90131187438965,148.07749938964844,0.4585668742656708,265.84100341796875,9121251,949.632828409064,-103.27186984306148
32,0.09300000220537186,0.09300000220537186,457.0,-0.1850000023841858,1.180999994277954,56.715999603271484,61.321998596191406,326.75,0.27799999713897705,14.588000297546387,507.6340026855469,2.0339999198913574,0.09300000220537186,0.0,0.6690000295639038,0.6690000295639038,0.9179999828338623,47.85599899291992,0.2070000022649765,0.5410000085830688,3.0,13.0,151.02749633789062,2906.4326171875,25.901687622070312,148.4425048828125,0.3046630620956421,265.8760070800781,9121252,949.6328290918818,-165.10664406733235
33,0.2070000022649765,0.2070000022649765,537.0,-0.09300000220537186,1.2100000381469727,56.35300064086914,60.941001892089844,325.6619873046875,0.7929999828338623,15.473999977111816,507.239990234375,1.1169999837875366,0.2070000022649765,0.0,0.1860000044107437,0.1860000044107437,0.2619999945163727,48.132999420166016,1.2200000286102295,0.0,1.0,19.0,181.125,2904.8125,25.889686584472656,139.375,0.4495261013507843,265.4530029296875,9121269,8546.695264296386,-10.419049825711319
34,0.1860000044107437,0.1860000044107437,537.0,-0.09300000220537186,1.2059999704360962,56.38199996948242,60.97200012207031,325.75299072265625,0.7059999704360962,15.39900016784668,507.27301025390625,1.180999994277954,0.1860000044107437,0.0,0.27799999713897705,0.27799999713897705,0.33500000834465027,48.10900115966797,1.128000020980835,0.0,1.0,16.0,178.375,2904.9775390625,25.891061782836914,140.36500549316406,0.4495261013507843,265.489013671875,9121270,8546.695560412883,92.19667249925864
35,0.33500000834465027,0.33500000834465027,537.0,-0.09300000220537186,1.128999948501587,56.23500061035156,60.821998596191406,325.552001953125,0.8550000190734863,15.602999687194824,507.29400634765625,0.9860000014305115,0.33500000834465027,0.0,0.13099999725818634,0.13099999725818634,0.2070000022649765,48.06800079345703,1.3020000457763672,0.0,3.0,20.0,183.125,2905.492431640625,25.886186599731445,138.4550018310547,0.4495261013507843,265.5039978027344,9121276,949.6330620207898,68.13732087669628
36,0.33500000834465027,0.33500000834465027,537.0,-0.09300000220537186,1.128999948501587,56.23500061035156,60.821998596191406,325.552001953125,0.8550000190734863,15.602999687194824,507.29400634765625,0.9860000014305115,0.33500000834465027,0.0,0.13099999725818634,0.13099999725818634,0.2070000022649765,48.06800079345703,1.3020000457763672,0.0,3.0,20.0,183.125,2905.492431640625,25.886186599731445,138.4550018310547,0.4495261013507843,265.5039978027344,9121284,949.633142479789,37.422144328234864
37,0.27799999713897705,0.27799999713897705,537.0,-0.1860000044107437,1.1130000352859497,56.29399871826172,60.88399887084961,325.7330017089844,0.675000011920929,15.454000473022461,507.3599853515625,1.1169999837875366,0.27799999713897705,0.0,0.2930000126361847,0.2930000126361847,0.38199999928474426,48.02000045776367,1.1169999837875366,0.09300000220537186,2.0,15.0,176.625,2905.882568359375,25.889436721801758,140.7949981689453,0.4495261013507843,265.5740051269531,9121285,2848.899396773351,17.503832642178168
38,0.38199999928474426,0.38199999928474426,537.0,-0.1860000044107437,1.024999976158142,56.176998138427734,60.76599884033203,325.62298583984375,0.7480000257492065,15.583000183105469,507.41400146484375,0.9860000014305115,0.38199999928474426,0.0,0.2619999945163727,0.2619999945163727,0.33399999141693115,47.95399856567383,1.2059999704360962,0.09300000220537186,2.0,21.0,178.625,2906.5625,25.885936737060547,139.875,0.4495261013507843,265.625,9121292,949.6332192752534,6.706976298627261
39,0.41499999165534973,0.41499999165534973,537.0,-0.09300000220537186,1.0369999408721924,56.14699935913086,60.73500061035156,325.5320129394531,0.8399999737739563,15.657999992370605,507.3810119628906,0.9179999828338623,0.41499999165534973,0.0,0.2070000022649765,0.2070000022649765,0.2619999945163727,47.979000091552734,1.2990000247955322,0.0,2.0,26.0,182.375,2906.33740234375,25.884061813354492,138.52499389648438,0.4495261013507843,265.5899963378906,9121308,4748.166359250754,-8.833309816829189
40,0.5410000085830688,0.5410000085830688,537.0,0.0,0.968999981880188,56.029998779296875,60.61600112915039,325.4219970703125,0.8550000190734863,15.788000106811523,507.43499755859375,0.7870000004768372,0.5410000085830688,0.0,0.2070000022649765,0.2070000022649765,0.2930000126361847,47.91400146484375,1.3700000047683716,0.0,4.0,21.0,185.875,2906.927490234375,25.879812240600586,137.06500244140625,0.4495261013507843,265.6409912109375,9121314,949.6334530644056,25.125101864905538
41,0.5,0.5,537.0,-0.09300000220537186,0.9459999799728394,56.058998107910156,60.64699935913086,325.5119934082031,0.7870000004768372,15.713000297546387,507.4679870605469,0.8550000190734863,0.5,0.0,0.2619999945163727,0.2619999945163727,0.33399999141693115,47.888999938964844,1.2890000343322754,0.0,1.0,24.0,181.625,2907.1826171875,25.88193702697754,138.59500122070312,0.4495261013507843,265.6759948730469,9121323,949.6335327967132,4.473154184950145
42,0.5410000085830688,0.5410000085830688,537.0,0.0,0.968999981880188,56.029998779296875,60.61600112915039,325.4219970703125,0.8550000190734863,15.788000106811523,507.43499755859375,0.7870000004768372,0.5410000085830688,0.0,0.2070000022649765,0.2070000022649765,0.2930000126361847,47.91400146484375,1.3700000047683716,0.0,4.0,21.0,185.875,2906.927490234375,25.879812240600586,137.06500244140625,0.4495261013507843,265.6409912109375,9121337,1899.2672190021262,25.17584148079291
43,0.4729999899864197,0.4729999899864197,537.0,-0.1860000044107437,0.9319999814033508,56.0890007019043,60.678001403808594,325.6029968261719,0.7239999771118164,15.638999938964844,507.5010070800781,0.9279999732971191,0.4729999899864197,0.0,0.33399999141693115,0.33399999141693115,0.39399999380111694,47.8650016784668,1.2059999704360962,0.09300000220537186,1.0,26.0,177.375,2907.4375,25.884061813354492,140.125,0.4495261013507843,265.71099853515625,9121338,3798.534509795062,15.157328948706736
44,0.5870000123977661,0.5870000123977661,537.0,-0.09300000220537186,0.8550000190734863,55.97100067138672,60.560001373291016,325.4930114746094,0.7250000238418579,15.769000053405762,507.55499267578125,0.7979999780654907,0.5870000123977661,0.0,0.33399999141693115,0.33399999141693115,0.41499999165534973,47.79999923706055,1.24399995803833,0.09300000220537186,0.0,20.0,180.875,2908.027587890625,25.879812240600586,138.6649932861328,0.4495261013507843,265.7619934082031,9121347,949.6336879983796,-3.3562371017503736
45,0.5870000123977661,0.5870000123977661,537.0,-0.09300000220537186,0.8550000190734863,55.97100067138672,60.560001373291016,325.4930114746094,0.7250000238418579,15.769000053405762,507.55499267578125,0.7979999780654907,0.5870000123977661,0.0,0.33399999141693115,0.33399999141693115,0.41499999165534973,47.79999923706055,1.24399995803833,0.09300000220537186,0.0,20.0,180.875,2908.027587890625,25.879812240600586,138.6649932861328,0.4495261013507843,265.7619934082031,9121351,949.6337658837865,27.358933887253688
46,0.3709999918937683,0.3709999918937683,537.0,-0.27799999713897705,1.0199999809265137,56.236000061035156,60.827999114990234,325.8039855957031,0.5640000104904175,15.4350004196167,507.47900390625,1.1319999694824219,0.3709999918937683,0.0,0.41499999165534973,0.41499999165534973,0.49900001287460327,47.90599822998047,1.0199999809265137,0.1860000044107437,2.0,27.0,171.125,2907.012451171875,25.889686584472656,142.5749969482422,0.6040464639663696,265.69500732421875,9121352,38934.969716456726,71.16674521938184
47,0.5870000123977661,0.5870000123977661,537.0,-0.09300000220537186,0.8550000190734863,55.97100067138672,60.560001373291016,325.4930114746094,0.7250000238418579,15.769000053405762,507.55499267578125,0.7979999780654907,0.5870000123977661,0.0,0.33399999141693115,0.33399999141693115,0.41499999165534973,47.79999923706055,1.24399995803833,0.09300000220537186,0.0,20.0,180.875,2908.027587890625,25.879812240600586,138.6649932861328,0.4495261013507843,265.7619934082031,9121367,949.63384578845,58.07410337228946
48,0.656000018119812,0.656000018119812,537.0,-0.1860000044107437,0.7480000257492065,55.91299819946289,60.50400161743164,325.5639953613281,0.593999981880188,15.75100040435791,507.67401123046875,0.8299999833106995,0.656000018119812,0.0,0.46399998664855957,0.46399998664855957,0.5410000085830688,47.68600082397461,1.121000051498413,0.1860000044107437,1.0,17.0,173.60000610351562,2908.6875,25.881771087646484,140.46249389648438,0.3070777654647827,265.88299560546875,9121397,7597.072000586584,112.84821906891645
49,0.7480000257492065,0.7480000257492065,537.0,-0.2619999945163727,0.4729999899864197,55.64899826049805,60.242000579833984,325.5050048828125,0.4729999899864197,15.920999526977539,507.93499755859375,0.7480000257492065,0.9319999814033508,0.0,0.656000018119812,0.656000018119812,0.675000011920929,47.41699981689453,1.0369999408721924,0.2619999945163727,2.0,24.0,162.1999969482422,2908.3125,25.88489532470703,140.2375030517578,0.3070777654647827,266.1409912109375,9121463,949.6347017198557,113.53904225709637
50,2.7039999961853027,2.7039999961853027,0.0,2.624000072479248,0.0,49.965999603271484,54.534000396728516,321.57598876953125,0.7059999704360962,21.452999114990234,511.59698486328125,2.7039999961853027,4.044000148773193,0.0,0.09300000220537186,0.09300000220537186,0.1860000044107437,43.57099914550781,5.9720001220703125,2.690999984741211,5.0,15.0,224.71249389648438,2877.47509765625,25.835622787475586,130.8874969482422,0.09237002581357956,269.70098876953125,9122053,949.6470236775799,66.5130479741808
51,4.11899995803833,4.11899995803833,0.0,4.230999946594238,0.9279999732971191,34.95000076293945,39.83300018310547,324.59600830078125,0.09300000220537186,35.53799819946289,532.3519897460938,4.11899995803833,5.936999797821045,0.0,0.0,0.0,0.1860000044107437,22.85099983215332,19.65399932861328,4.199999809265137,3.0,9.0,196.95237731933594,2851.90478515625,26.04245948791504,120.14286041259766,0.04875050112605095,290.4410095214844,9124373,949.6900059432293,-91.03741490831045
52,4.044000148773193,4.044000148773193,0.0,4.1479997634887695,0.9179999828338623,35.00400161743164,39.888999938964844,324.68798828125,0.0,35.59600067138672,532.3839721679688,4.044000148773193,5.855999946594238,0.0,0.09300000220537186,0.09300000220537186,0.27799999713897705,22.81399917602539,19.625,4.119999885559082,2.0,13.0,196.85000610351562,2851.89501953125,26.042896270751953,120.91000366210938,0.04875050112605095,290.4739990234375,9124379,1899.380193558625,-168.46280722313946
53,2.0429999828338623,2.0429999828338623,0.0,1.2100000381469727,-0.09300000220537186,27.642000198364258,32.62699890136719,324.65399169921875,0.1850000023841858,28.65999984741211,543.3800048828125,3.302999973297119,2.0429999828338623,0.0,1.0820000171661377,1.0820000171661377,1.24399995803833,12.416000366210938,25.141000747680664,1.6720000505447388,1.0,14.0,161.6475067138672,2816.967529296875,26.11956214904785,106.7750015258789,-0.008605580776929855,301.4339904785156,9125175,1899.4212423609479,65.3852533528592
54,2.1730000972747803,2.1730000972747803,0.0,1.312000036239624,0.0,27.51099967956543,32.49700164794922,324.552001953125,0.09300000220537186,28.52899932861328,543.4359741210938,3.321000099182129,2.1730000972747803,0.0,1.0579999685287476,1.0579999685287476,1.2089999914169312,12.401000022888184,25.027000427246094,1.7910000085830688,1.0,15.0,167.3874969482422,2816.78759765625,26.119895935058594,107.875,-0.028107650578022003,301.489013671875,9125179,949.7106707074764,-12.528845957045656
55,0.46399998664855957,0.46399998664855957,0.0,4.85699987411499,0.5569999814033508,13.593999862670898,18.101999282836914,304.65399169921875,0.0,13.75,540.2860107421875,0.46399998664855957,3.6449999809265137,0.0,0.09300000220537186,0.09300000220537186,0.09300000220537186,14.17300033569336,14.227999687194824,11.354999542236328,3.0,4.0,82.97421264648438,2958.4326171875,26.082115173339844,81.1031494140625,0.02587348222732544,298.40899658203125,9125440,1899.4326316032061,113.52420982102907
56,0.38199999928474426,0.38199999928474426,0.0,4.276000022888184,0.1860000044107437,13.118000030517578,17.584999084472656,304.06500244140625,-0.09300000220537186,13.253000259399414,540.469970703125,0.38199999928474426,3.4860000610351562,0.0,0.13099999725818634,0.13099999725818634,0.4729999899864197,13.66100025177002,13.559000015258789,10.95300006866455,3.0,9.0,101.9124984741211,2962.96240234375,26.06510353088379,88.32499694824219,0.021110529080033302,298.6059875488281,9125475,4748.58442334604,65.33393812678383
57,0.7649999856948853,0.7649999856948853,0.0,3.9010000228881836,-0.09300000220537186,12.736000061035156,17.20199966430664,303.93701171875,0.1850000023841858,12.869999885559082,540.7960205078125,0.7649999856948853,3.1989998817443848,0.0,0.5,0.5,0.8550000190734863,13.277999877929688,13.276000022888184,10.579000473022461,5.0,11.0,113.8375015258789,2964.407470703125,26.04981231689453,99.65499877929688,0.006300990469753742,298.93499755859375,9125502,949.7175098676662,27.47088763479085
