OBJECTID,Id,Shape_Length,Shape_Area,area_sqm,predicted_pop
-1,192319,0.001111111110959,0.000000077160494,913.647706237743932,205.564170212894624
-1,192320,0.004444444444061,0.000000771604938,9136.460945416356481,243.539912203764374
-1,192321,0.001111111110959,0.000000077160494,913.647706578255907,205.564170212836189
-1,192360,0.001111111111072,0.000000077160494,913.648950371140018,205.564175483560831
-1,192396,0.001666666666551,0.000000154320988,1827.299143591477332,209.472864588538499
-1,192890,0.004444444444289,0.000000540123457,6395.640728220612800,230.160234039115778
-1,192922,0.001111111111413,0.000000077160494,913.666356924025877,205.564249255307431
-1,192952,0.001111111111072,0.000000077160494,913.667599249690511,205.564254521440233
-1,193002,0.001111111110959,0.000000077160494,913.668843529437709,205.564259789057530
-1,195185,0.001111111110959,0.000000077160494,913.740911497788147,205.564565208288485
-1,195368,0.001111111110731,0.000000077160494,913.747119539006007,205.564591521860308
-1,195404,0.001111111111300,0.000000077160494,913.748362407082482,205.564596788546339
-1,195436,0.001111111111527,0.000000077160494,913.749604845764679,205.564602052844009
-1,195479,0.001666666666551,0.000000154320988,1827.501690963970304,209.473739298093449
-1,195787,0.001111111111413,0.000000077160494,913.759538365260482,205.564644150285687
-1,195812,0.001111111110845,0.000000077160494,913.760778869998489,205.564649408235795
-1,195996,0.002222222222258,0.000000231481481,2741.299769612668570,213.457417167789117
-1,196027,0.001111111111186,0.000000077160494,913.768228624842550,205.564680979983819
-1,196098,0.075555555555070,0.000018287037037,216560.292466386046726,
-1,196187,0.002222222222258,0.000000231481481,2741.319581537254635,213.457504579508537
-1,196265,0.002222222222031,0.000000231481481,2741.329564737830424,213.457548278718406
-1,196402,0.006666666666433,0.000001003086420,11879.148600028789588,257.707299343791590
-1,196436,0.001111111110731,0.000000077160494,913.783122646923402,205.564744106043236
-1,196467,0.001111111111300,0.000000077160494,913.784366002849083,205.564749370141101
-1,196498,0.001111111111072,0.000000077160494,913.785607844693004,205.564754628591771
-1,196522,0.001111111111300,0.000000077160494,913.786848944995768,205.564759890288826
-1,196523,0.002222222222258,0.000000231481481,2741.358014335402913,213.457673916693977
-1,196524,0.003333333333444,0.000000385802469,4568.928036321754007,221.653640497354047
-1,196557,0.001111111111413,0.000000077160494,913.788089553476425,205.564765150965769
-1,196742,0.003333333333558,0.000000462962963,5482.759513319484540,225.869106281210321
-1,196838,0.011111111110722,0.000001851851852,21931.080496054262767,317.049016153889681
-1,197210,0.001111111110959,0.000000077160494,913.811667173948081,205.564865069300453
-1,197254,0.001111111111186,0.000000077160494,913.812907990070357,205.564870328964787
-1,197333,0.001111111110845,0.000000077160494,913.815389628030744,205.564880842558836
-1,197458,0.001666666666438,0.000000154320988,1827.636980776405380,209.474323554545407
-1,202565,1.368333333333453,0.000441512345678,5229161.852517117746174,
-1,202566,0.001111111111413,0.000000077160494,913.993828596300659,205.565637060816954
-1,202648,0.001111111111413,0.000000077160494,913.997541442011880,205.565652795675049
-1,202765,0.001111111111413,0.000000077160494,914.002491748264447,205.565673774124861
-1,202868,0.001111111111413,0.000000077160494,914.006203181510728,205.565689507063382
-1,202901,0.001111111111072,0.000000077160494,914.007441016122129,205.565694748762752
-1,202902,0.001666666666665,0.000000154320988,1828.013643225310261,209.475950194123214
-1,203061,0.001111111111413,0.000000077160494,914.013626830465455,205.565720970472825
-1,203105,0.001111111111072,0.000000077160494,914.016101862116102,205.565731455263631
-1,203133,0.001111111111300,0.000000077160494,914.017338667209287,205.565736700217286
-1,203135,0.001111111111413,0.000000077160494,914.017339302592859,205.565736701004738
-1,203212,0.001111111111072,0.000000077160494,914.021048435572652,205.565752428274436
-1,203213,0.001111111111072,0.000000077160494,914.021048574791621,205.565752428303455
-1,203409,0.009999999999536,0.000001466049383,17366.452956014451047,288.573966080597700
-1,203443,0.002777777777624,0.000000308641975,3656.119925911991686,217.521439376984091
-1,203893,0.001111111110845,0.000000077160494,914.047025783560457,205.565862512331165
-1,203937,0.002777777777737,0.000000385802469,4570.233844347454578,221.659607890837663
-1,203981,0.001666666666324,0.000000154320988,1828.097762051591417,209.476313469244758
-1,203982,0.001111111110845,0.000000077160494,914.049499867831173,205.565872994518315
-1,203984,0.002222222222031,0.000000231481481,2742.147311865816391,213.461146953613877
-1,203985,0.001111111110731,0.000000077160494,914.049499756763453,205.565872993730693
-1,204025,0.001111111111186,0.000000077160494,914.050735355443408,205.565878237901728
-1,204067,0.001666666666893,0.000000154320988,1828.103948718380252,209.476340179162776
-1,204069,0.001666666666779,0.000000154320988,1828.103948428694821,209.476340178330389
-1,204070,0.001666666666779,0.000000154320988,1828.103947852031069,209.476340178330389
-1,204120,0.002222222222258,0.000000308641975,3656.210367740628044,217.521844277406757
-1,204160,0.001111111111072,0.000000077160494,914.054446174966188,205.565893959601539
-1,204278,0.001666666666893,0.000000154320988,1828.116312970378658,209.476393582455415
-1,204358,0.002222222222599,0.000000231481482,2742.183074339255199,213.461304777865195
-1,204389,0.001111111110617,0.000000077160494,914.063102021106147,205.565930639056774
-1,204390,0.001666666666324,0.000000154320988,1828.126204008513696,209.476436294653439
-1,204515,0.011666666666542,0.000001929012346,22851.595852691218170,323.123259225964944
-1,204671,0.002222222222485,0.000000231481482,2742.222691244917769,213.461478888892970
-1,204729,0.001111111111072,0.000000077160494,914.076701236058284,205.565988277622381
-1,204996,0.001111111110731,0.000000077160494,914.085354765029933,205.566024946784381
-1,205056,0.001666666666551,0.000000154320988,1828.174416523178934,209.476644513870326
-1,205095,0.079444444446381,0.000017669753087,209322.499613792373566,
-1,551714,0.158888888889237,0.000036342592592,433411.545479937864002,
-1,551715,0.001111111111072,0.000000077160494,920.222904053644470,205.592037380659150
-1,552045,0.004444444444289,0.000000694444444,8282.021903144704993,239.287465496259472
-1,552241,0.001111111111300,0.000000077160494,920.228536415083227,205.592061248977188
-1,552344,0.001111111110731,0.000000077160494,920.229658472781807,205.592066018050815
-1,552345,0.001111111110617,0.000000077160494,920.229658722950035,205.592066017257764
-1,552625,0.003333333333217,0.000000385802469,4601.157311258591108,221.800965652219702
-1,552626,0.001111111111413,0.000000077160494,920.233040188565610,205.592080341539429
-1,552627,0.003888888888696,0.000000462962963,5521.391325180844433,226.049069259745863
-1,552734,0.001111111111186,0.000000077160494,920.234165587468055,205.592085112689119
-1,552735,0.004444444444857,0.000000540123457,6441.627897452883190,230.378546547429863
-1,552736,0.001111111111186,0.000000077160494,920.234165520793795,205.592085112718507
-1,552820,0.001666666666551,0.000000154320988,1840.469456671084572,209.529748571601289
-1,552917,0.001111111111186,0.000000077160494,920.236416954239758,205.592094657827744
-1,553015,0.001111111110731,0.000000077160494,920.237543990287691,205.592099427146650
-1,553016,0.002222222221917,0.000000231481481,2760.711554073068783,213.542859040778467
-1,553110,0.001666666666893,0.000000154320988,1840.477339033336193,209.529782622848160
-1,553111,0.001111111111413,0.000000077160494,920.238670161294749,205.592104204277746
-1,553206,0.001111111111186,0.000000077160494,920.239794664215651,205.592108975030101
-1,553312,0.001666666666779,0.000000154320988,1840.480716734276939,209.529797212960233
-1,553313,0.001111111111072,0.000000077160494,920.240920823769329,205.592113746333467
-1,553405,0.001111111111072,0.000000077160494,920.242045501178609,205.592118518432557
