gnb,bsgm_wpgp_2015_dst,guf_ghsl_dst_2014,dmsp_2011,ccilc_dst011_2015,ccilc_dst040_2015,ccilc_dst130_2015,ccilc_dst140_2015,ccilc_dst150_2015,ccilc_dst160_2015,ccilc_dst190_2015,ccilc_dst200_2015,ghsl_dst_2014,guf_dst_2012,cciwat_cls,cciwat_dst,cciwat_dst_negative,gpw4coast_dst,osmint_dst,osmriv_dst,osmroa_dst,slope,topo,tt50k_2000,wclim_prec,wclim_temp,urbanaccessibility_2015,viirs_2016,wdpa_cat1_dst_2017,Id,area_sqm,DIST_NEAR_MANGROVE
11,0.20399999618530273,0.20399999618530273,0.0,-0.3889999985694885,0.5189999938011169,0.7440000176429749,6.260000228881836,187.51100158691406,1.5829999446868896,1.2680000066757202,16.066999435424805,0.20399999618530273,0.27799999713897705,0.0,0.5889999866485596,0.5889999866485596,58.60300064086914,50.30699920654297,0.5889999866485596,0.27799999713897705,1.0,11.0,135.60000610351562,1258.800048828125,26.57402229309082,189.2449951171875,0.03238297998905182,915.2420043945312,2054683,5567.352050347513,106.8487765303221
12,0.0,0.0,0.0,-0.3619999885559082,1.2100000381469727,1.305999994277954,6.804999828338623,187.8350067138672,2.2109999656677246,0.4620000123977661,16.761999130249023,0.09300000220537186,0.0,0.0,0.8349999785423279,0.8349999785423279,58.529998779296875,49.7869987487793,0.20600000023841858,0.1809999942779541,1.0,13.0,136.79750061035156,1260.0574951171875,26.57210350036621,188.4499969482422,0.09777657687664032,914.6300048828125,2054685,35259.75667250914,126.338244019757
13,0.28700000047683716,0.28700000047683716,0.0,-0.3319999873638153,0.46000000834465027,0.7039999961853027,6.211999893188477,187.48500061035156,1.5329999923706055,1.3589999675750732,15.996999740600586,0.28700000047683716,0.2930000126361847,0.0,0.5379999876022339,0.5379999876022339,58.62099838256836,50.35599899291992,0.5379999876022339,0.27799999713897705,0.0,11.0,135.6999969482422,1258.800048828125,26.577062606811523,189.53500366210938,0.03141330927610397,915.3170166015625,2054991,7423.134561125838,9.463681198285483
14,0.09300000220537186,0.09300000220537186,0.0,-0.5569999814033508,0.7350000143051147,0.9070000052452087,6.409999847412109,187.58900451660156,1.753000020980835,0.9959999918937683,16.277999877929688,0.09300000220537186,0.09300000220537186,0.0,0.7860000133514404,0.7860000133514404,58.547000885009766,50.159000396728516,0.4620000123977661,0.27799999713897705,1.0,11.0,135.91250610351562,1259.2125244140625,26.573646545410156,188.85000610351562,0.03238297998905182,915.02001953125,2055302,4639.465044116453,117.8951187781447
15,0.32899999618530273,0.32899999618530273,0.0,-0.4129999876022339,0.5379999876022339,0.6190000176429749,6.133999824523926,187.39700317382812,1.4559999704360962,1.3589999675750732,15.937999725341797,0.32899999618530273,0.38199999928474426,0.0,0.46000000834465027,0.46000000834465027,58.53099822998047,50.433998107910156,0.46000000834465027,0.3709999918937683,1.0,11.0,135.60000610351562,1259.199951171875,26.581687927246094,189.36500549316406,0.03432609513401985,915.2630004882812,2055610,927.8949490711966,3.905407248801562
16,0.1850000023841858,0.1850000023841858,0.0,-0.46399998664855957,0.7139999866485596,0.777999997138977,6.2820000648498535,187.47500610351562,1.6239999532699585,1.0870000123977661,16.14900016784668,0.1850000023841858,0.20600000023841858,0.0,0.6579999923706055,0.6579999923706055,58.474998474121094,50.2859992980957,0.5429999828338623,0.3709999918937683,1.0,8.0,135.6824951171875,1259.4024658203125,26.57806396484375,188.75,0.05247986316680908,915.041015625,2055919,3711.578776929442,96.36714962950016
17,0.1809999942779541,0.1809999942779541,0.0,-0.46399998664855957,0.7860000133514404,0.843999981880188,6.334000110626221,187.50100708007812,1.684999942779541,0.9959999918937683,16.219999313354492,0.1850000023841858,0.1809999942779541,0.0,0.7039999961853027,0.7039999961853027,58.45600128173828,50.236000061035156,0.453000009059906,0.3709999918937683,1.0,11.0,135.83749389648438,1259.5374755859375,26.57843780517578,188.64999389648438,0.05247986316680908,914.9669799804688,2055920,4639.477806392693,37.998425808462855
18,0.0,0.0,0.0,-0.4729999899864197,0.9380000233650208,0.949999988079071,6.439000129699707,187.55299377441406,1.8170000314712524,0.8149999976158142,16.36199951171875,0.20600000023841858,0.0,0.0,0.656000018119812,0.656000018119812,58.41899871826172,50.138999938964844,0.2720000147819519,0.3709999918937683,1.0,9.0,136.1475067138672,1259.8074951171875,26.579187393188477,188.4499969482422,0.13181664049625397,914.8189697265625,2055921,927.8959195313877,62.92714923020804
19,0.27799999713897705,0.27799999713897705,0.0,-0.3709999918937683,0.777999997138977,0.7139999866485596,6.205999851226807,187.38600158691406,1.555999994277954,1.0870000123977661,16.090999603271484,0.27799999713897705,0.28700000047683716,0.0,0.5849999785423279,0.5849999785423279,58.38399887084961,50.36399841308594,0.5429999828338623,0.46399998664855957,0.0,8.0,135.59750366210938,1259.7574462890625,26.582937240600586,188.5500030517578,0.05247986316680908,914.9879760742188,2056231,927.8968909124578,34.196083723569075
20,0.12999999523162842,0.12999999523162842,0.0,-0.3709999918937683,0.9139999747276306,0.8259999752044678,6.310999870300293,187.43800354003906,1.687000036239624,0.906000018119812,16.232999801635742,0.27799999713897705,0.12999999523162842,0.0,0.5849999785423279,0.5849999785423279,58.34700012207031,50.26599884033203,0.3619999885559082,0.46399998664855957,0.0,9.0,135.92750549316406,1259.967529296875,26.583520889282227,188.35000610351562,0.05247986316680908,914.8389892578125,2056232,927.8968904782491,25.14793596411919
21,0.09300000220537186,0.09300000220537186,0.0,-0.1809999942779541,1.0829999446868896,0.5189999938011169,7.390999794006348,187.85299682617188,2.809000015258789,0.2720000147819519,17.566999435424805,0.28700000047683716,0.09300000220537186,0.0,0.6489999890327454,0.6489999890327454,57.87799835205078,49.4370002746582,0.656000018119812,0.5740000009536743,1.0,12.0,139.5,1264.1875,26.571874618530273,189.375,0.09705636650323868,913.3800048828125,2057846,4639.503816409197,113.42534409742146
22,0.09300000220537186,0.09300000220537186,0.0,-0.2720000147819519,1.055999994277954,0.46000000834465027,7.458000183105469,187.8800048828125,2.7190001010894775,0.3619999885559082,17.642000198364258,0.37400001287460327,0.09300000220537186,0.0,0.6489999890327454,0.6489999890327454,57.85499954223633,49.39099884033203,0.6489999890327454,0.6480000019073486,0.0,11.0,139.5,1264.262451171875,26.57062530517578,189.72500610351562,0.09705636650323868,913.3060302734375,2057847,2783.7043109738092,105.61534464323917
23,0.12999999523162842,0.12999999523162842,0.0,-0.2590000033378601,0.9670000076293945,0.3889999985694885,7.395999908447266,187.79200744628906,2.7170000076293945,0.3619999885559082,17.59000015258789,0.3619999885559082,0.12999999523162842,0.0,0.5569999814033508,0.5569999814033508,57.76499938964844,49.47100067138672,0.5569999814033508,0.6919999718666077,0.0,11.0,139.6999969482422,1264.697509765625,26.57670783996582,189.59500122070312,0.09705636650323868,913.2520141601562,2058153,927.9027140079447,82.1624684248646
24,0.20399999618530273,0.20399999618530273,0.0,-0.27799999713897705,1.0240000486373901,0.38199999928474426,7.5929999351501465,187.9340057373047,2.5380001068115234,0.5429999828338623,17.79199981689453,0.5509999990463257,0.20399999618530273,0.0,0.6489999890327454,0.6489999890327454,57.810001373291016,49.29800033569336,0.6489999890327454,0.777999997138977,1.0,12.0,139.5,1264.4124755859375,26.568124771118164,190.4250030517578,0.04600987583398819,913.1580200195312,2058154,11134.816845514342,78.75229983424026
25,0.09099999815225601,0.09099999815225601,0.0,0.0,1.0750000476837158,0.6110000014305115,7.195000171661377,187.71099853515625,2.808000087738037,0.09099999815225601,17.364999771118164,0.09099999815225601,0.09099999815225601,0.0,0.5569999814033508,0.5569999814033508,57.83399963378906,49.61000061035156,0.6190000176429749,0.4569999873638153,1.0,11.0,139.6999969482422,1264.4425048828125,26.58095932006836,188.48500061035156,0.09705636650323868,913.4739990234375,2058455,2783.7090615596117,59.63917261025116
26,0.12999999523162842,0.12999999523162842,0.0,-0.2590000033378601,0.9670000076293945,0.3889999985694885,7.395999908447266,187.79200744628906,2.7170000076293945,0.3619999885559082,17.59000015258789,0.3619999885559082,0.12999999523162842,0.0,0.5569999814033508,0.5569999814033508,57.76499938964844,49.47100067138672,0.5569999814033508,0.6919999718666077,0.0,11.0,139.6999969482422,1264.697509765625,26.57670783996582,189.59500122070312,0.09705636650323868,913.2520141601562,2058456,927.9036833874711,58.87950266637672
27,0.2590000033378601,0.2590000033378601,0.0,-0.1860000044107437,0.9319999814033508,0.2930000126361847,7.5329999923706055,187.8459930419922,2.5360000133514404,0.5429999828338623,17.740999221801758,0.5429999828338623,0.2590000033378601,0.0,0.5569999814033508,0.5569999814033508,57.72100067138672,49.37799835205078,0.5569999814033508,0.843999981880188,2.0,10.0,139.6999969482422,1264.8675537109375,26.573875427246094,190.3350067138672,0.04600987583398819,913.10400390625,2058457,927.9036842377924,21.236874939808988
28,0.0,0.0,0.0,0.0,0.9959999918937683,0.5740000009536743,7.131999969482422,187.6230010986328,2.7699999809265137,0.09099999815225601,17.312999725341797,0.09099999815225601,0.0,0.0,0.46399998664855957,0.46399998664855957,57.74399948120117,49.689998626708984,0.5379999876022339,0.5189999938011169,1.0,9.0,139.89999389648438,1264.8475341796875,26.587541580200195,188.2949981689453,0.09705636650323868,913.4210205078125,2059392,2783.7168761971893,93.4831396801202
29,0.0,0.0,0.0,0.0,0.9959999918937683,0.5740000009536743,7.131999969482422,187.6230010986328,2.7699999809265137,0.09099999815225601,17.312999725341797,0.09099999815225601,0.0,0.0,0.46399998664855957,0.46399998664855957,57.74399948120117,49.689998626708984,0.5379999876022339,0.5189999938011169,1.0,9.0,139.89999389648438,1264.8475341796875,26.587541580200195,188.2949981689453,0.09705636650323868,913.4210205078125,2059393,927.9065957234047,52.177912353534836
30,0.0,0.0,0.0,-0.09099999815225601,0.949999988079071,0.48899999260902405,7.198999881744385,187.6490020751953,2.8529999256134033,0.1809999942779541,17.38800048828125,0.1809999942779541,0.0,0.0,0.46399998664855957,0.46399998664855957,57.72100067138672,49.643001556396484,0.49799999594688416,0.5849999785423279,1.0,8.0,139.89999389648438,1264.9425048828125,26.58595848083496,188.68499755859375,0.09705636650323868,913.3469848632812,2059394,4639.529146752391,7.843598937194399
31,0.09099999815225601,0.09300000220537186,0.0,-0.1809999942779541,0.9959999918937683,0.4569999873638153,7.328999996185303,187.76499938964844,2.808000087738037,0.2720000147819519,17.514999389648438,0.2720000147819519,0.09300000220537186,0.0,0.5569999814033508,0.5569999814033508,57.78799819946289,49.516998291015625,0.5640000104904175,0.6110000014305115,1.0,11.0,139.6999969482422,1264.612548828125,26.578125,189.22500610351562,0.09705636650323868,913.3259887695312,2059395,12990.658376603082,5.872115842881697
32,0.20399999618530273,0.20399999618530273,0.0,-0.2070000022649765,0.9449999928474426,0.3319999873638153,7.464000225067139,187.81900024414062,2.627000093460083,0.453000009059906,17.665000915527344,0.453000009059906,0.20399999618530273,0.0,0.5569999814033508,0.5569999814033508,57.74300003051758,49.42399978637695,0.5569999814033508,0.7760000228881836,1.0,11.0,139.6999969482422,1264.782470703125,26.575292587280273,189.96499633789062,0.04600987583398819,913.177978515625,2059396,12990.655416927231,41.60806477157983
33,0.0,0.0,0.0,-0.09099999815225601,0.949999988079071,0.48899999260902405,7.198999881744385,187.6490020751953,2.8529999256134033,0.1809999942779541,17.38800048828125,0.1809999942779541,0.0,0.0,0.46399998664855957,0.46399998664855957,57.72100067138672,49.643001556396484,0.49799999594688416,0.5849999785423279,1.0,8.0,139.89999389648438,1264.9425048828125,26.58595848083496,188.68499755859375,0.09705636650323868,913.3469848632812,2059695,927.9075670506738,52.27790939691206
34,-0.09099999815225601,-0.09099999815225601,0.0,0.0,1.2009999752044678,1.1710000038146973,6.611999988555908,187.3470001220703,2.1579999923706055,0.2720000147819519,16.73900032043457,0.37400001287460327,-0.09099999815225601,0.0,0.1850000023841858,0.1850000023841858,57.805999755859375,50.097999572753906,0.3319999873638153,0.1860000044107437,2.0,11.0,138.8699951171875,1262.6474609375,26.59722900390625,187.33749389648438,0.2858002781867981,913.885009765625,2061219,12990.734065143428,166.5434674453487
35,-0.09099999815225601,0.0,0.0,-0.09300000220537186,1.3799999952316284,1.1820000410079956,6.554999828338623,187.3820037841797,2.049999952316284,0.2590000033378601,16.645000457763672,0.5379999876022339,0.0,0.0,0.27799999713897705,0.27799999713897705,57.930999755859375,50.11399841308594,0.1809999942779541,0.0,1.0,10.0,137.43499755859375,1261.5274658203125,26.596479415893555,187.25,0.28368210792541504,914.0869750976562,2061842,87223.13846201758,314.3801681405563
36,0.2930000126361847,0.2930000126361847,0.0,0.27799999713897705,1.1410000324249268,0.906000018119812,6.0279998779296875,186.7969970703125,1.6369999647140503,0.7860000133514404,16.176000595092773,0.9139999747276306,0.2930000126361847,1.0,0.0,0.0,57.41999816894531,50.68299865722656,0.1860000044107437,0.0,1.0,6.0,144.7100067138672,1264.3275146484375,26.6004581451416,185.9499969482422,0.06455923616886139,913.9140014648438,2064601,927.9230890187639,104.52501015114309
37,0.5189999938011169,0.5189999938011169,0.0,-0.6190000176429749,0.906000018119812,0.7429999709129333,4.103000164031982,181.4080047607422,2.2279999256134033,10.378000259399414,7.383999824523926,0.5320000052452087,0.5189999938011169,0.0,1.8550000190734863,1.8550000190734863,54.25899887084961,58.45399856567383,1.8550000190734863,0.09099999815225601,3.0,15.0,165.5500030517578,1277.050048828125,26.552396774291992,185.91250610351562,0.03219416365027428,919.8679809570312,2094014,5568.102486881829,106.72047039039805
38,0.5849999785423279,0.5849999785423279,0.0,-0.5849999785423279,0.8149999976158142,0.7039999961853027,4.138000011444092,181.43099975585938,2.2339999675750732,10.293000221252441,7.433000087738037,0.6110000014305115,0.5849999785423279,0.0,1.8550000190734863,1.8550000190734863,54.26900100708008,58.39799880981445,1.8550000190734863,0.12999999523162842,3.0,18.0,165.75,1277.25,26.5546875,186.9375,0.03219416365027428,919.7930297851562,2094015,928.0180503381681,89.6752405879007
39,0.4569999873638153,0.4569999873638153,0.0,-0.6639999747276306,0.9279999732971191,0.7919999957084656,4.070000171661377,181.38499450683594,2.2260000705718994,10.463000297546387,7.335000038146973,0.4569999873638153,0.46000000834465027,0.0,1.8550000190734863,1.8550000190734863,54.249000549316406,58.5099983215332,1.8580000400543213,0.0,1.0,10.0,165.35000610351562,1276.8499755859375,26.55010414123535,184.8874969482422,0.03219416365027428,919.9420166015625,2094334,8352.161169313516,96.42252922131672
40,1.434999942779541,1.434999942779541,0.0,0.1809999942779541,0.09300000220537186,0.5320000052452087,7.366000175476074,178.9739990234375,0.0,12.440999984741211,14.904999732971191,1.434999942779541,1.5080000162124634,0.0,0.37400001287460327,0.37400001287460327,26.447999954223633,67.80000305175781,2.819999933242798,3.1659998893737793,1.0,17.0,266.2674865722656,1293.06494140625,26.200397491455078,133.20750427246094,0.009669188410043716,990.0029907226562,2104608,4640.24404121648,10.824673204845649
41,0.3619999885559082,0.3619999885559082,0.0,-0.7639999985694885,1.0989999771118164,2.0409998893737793,4.335999965667725,175.68499755859375,0.878000020980835,7.982999801635742,3.555999994277954,0.3619999885559082,0.3619999885559082,0.0,3.555999994277954,3.555999994277954,54.891998291015625,60.382999420166016,3.632999897003174,0.09300000220537186,2.0,10.0,160.47250366210938,1253.6600341796875,26.539207458496094,120.4000015258789,0.07183585315942764,940.3060302734375,2105660,1856.10479431554,101.41261837902108
42,0.2720000147819519,0.2720000147819519,0.0,-0.6190000176429749,0.9279999732971191,1.8580000400543213,4.129000186920166,175.51100158691406,0.7440000176429749,8.170999526977539,3.427000045776367,0.32899999618530273,0.2720000147819519,0.0,3.3489999771118164,3.3489999771118164,54.68899917602539,60.20500183105469,3.427000045776367,0.09099999815225601,2.0,15.0,164.1999969482422,1254.64501953125,26.539165496826172,122.09750366210938,0.08535310626029968,940.1279907226562,2107026,2784.1693294040124,108.93205628661944
43,5.567999839782715,5.567999839782715,0.0,0.656000018119812,-0.5569999814033508,0.9319999814033508,12.954000473022461,185.50999450683594,0.6489999890327454,9.11400032043457,22.55699920654297,9.163000106811523,5.567999839782715,0.0,0.4729999899864197,0.4729999899864197,51.49700164794922,46.792999267578125,0.49799999594688416,8.343000411987305,2.0,13.0,175.35499572753906,1312.6824951171875,26.482500076293945,192.61749267578125,0.015085340477526188,904.3489990234375,2107344,928.0577153919905,52.34703213569755
44,5.567999839782715,5.567999839782715,0.0,0.656000018119812,-0.5569999814033508,0.9319999814033508,12.954000473022461,185.50999450683594,0.6489999890327454,9.11400032043457,22.55699920654297,9.163000106811523,5.567999839782715,0.0,0.4729999899864197,0.4729999899864197,51.49700164794922,46.792999267578125,0.49799999594688416,8.343000411987305,2.0,13.0,175.35499572753906,1312.6824951171875,26.482500076293945,192.61749267578125,0.015085340477526188,904.3489990234375,2107982,9280.587320730176,78.06513044759856
45,5.460000038146973,5.460000038146973,0.0,0.5849999785423279,-0.46399998664855957,0.8539999723434448,12.86400032043457,185.39100646972656,0.5569999814033508,9.086000442504883,22.448999404907227,9.135000228881836,5.460000038146973,0.0,0.3709999918937683,0.3709999918937683,51.41699981689453,46.90399932861328,0.38199999928474426,8.248000144958496,1.0,11.0,172.1750030517578,1313.112548828125,26.4858341217041,191.9875030517578,0.015085340477526188,904.3690185546875,2108325,928.0606178140292,-12.78692669290814
46,4.599999904632568,4.599999904632568,0.0,0.453000009059906,-0.09099999815225601,0.7179999947547913,2.0910000801086426,176.7010040283203,0.1809999942779541,12.663000106811523,8.067999839782715,4.599999904632568,5.581999778747559,0.0,3.627000093460083,3.627000093460083,52.89799880981445,61.53300094604492,3.2909998893737793,1.6929999589920044,2.0,14.0,196.3625030517578,1261.7125244140625,26.618749618530273,154.46249389648438,0.010750479996204376,932.4000244140625,2108652,1856.1231682057316,5.608276798680526
47,5.460000038146973,5.460000038146973,0.0,0.5849999785423279,-0.46399998664855957,0.8539999723434448,12.86400032043457,185.39100646972656,0.5569999814033508,9.086000442504883,22.448999404907227,9.135000228881836,5.460000038146973,0.0,0.3709999918937683,0.3709999918937683,51.41699981689453,46.90399932861328,0.38199999928474426,8.248000144958496,1.0,11.0,172.1750030517578,1313.112548828125,26.4858341217041,191.9875030517578,0.015085340477526188,904.3690185546875,2108653,928.0615843140376,9.492586187819962
48,5.440999984741211,5.440999984741211,0.0,0.49799999594688416,-0.3709999918937683,0.7639999985694885,12.86400032043457,185.3040008544922,0.46399998664855957,9.135000228881836,22.429000854492188,9.185999870300293,5.440999984741211,0.0,0.27799999713897705,0.27799999713897705,51.32500076293945,46.926998138427734,0.2930000126361847,8.241999626159668,2.0,14.0,170.90499877929688,1313.5574951171875,26.48833465576172,191.1425018310547,0.015085340477526188,904.3159790039062,2108983,928.0625496364664,20.119399552740884
49,5.797999858856201,5.797999858856201,0.0,0.46399998664855957,-0.3709999918937683,0.7419999837875366,13.22599983215332,185.42799377441406,0.5379999876022339,9.442999839782715,22.783000946044922,9.491000175476074,5.797999858856201,0.0,0.4569999873638153,0.4569999873638153,51.277000427246094,46.57699966430664,0.5189999938011169,8.600000381469727,1.0,15.0,176.46499633789062,1313.697509765625,26.485000610351562,190.20249938964844,0.015085340477526188,904.02001953125,2109329,2784.1905578908436,115.036220463009
50,3.441999912261963,3.441999912261963,0.0,0.09300000220537186,0.09099999815225601,0.28700000047683716,2.0490000247955322,176.82200622558594,0.0,13.706000328063965,7.228000164031982,3.441999912261963,6.2820000648498535,0.0,4.185999870300293,4.185999870300293,52.67599868774414,61.74300003051758,4.357999801635742,1.2009999752044678,1.0,12.0,193.89999389648438,1264.5625,26.571352005004883,151.66250610351562,-0.018705708906054497,931.2969970703125,2109671,928.0644845108961,83.27485529224941
51,5.709000110626221,5.709000110626221,0.0,0.46399998664855957,-0.3709999918937683,0.7419999837875366,13.13599967956543,185.39700317382812,0.49799999594688416,9.366000175476074,22.69499969482422,9.414999961853027,5.709000110626221,0.0,0.3889999985694885,0.3889999985694885,51.28900146484375,46.665000915527344,0.4569999873638153,8.51099967956543,0.0,12.0,175.0749969482422,1313.6624755859375,26.4858341217041,190.4375,0.015085340477526188,904.093994140625,2109672,7424.501324385464,106.89008352400658
52,4.828000068664551,4.828000068664551,0.0,0.1809999942779541,-0.09099999815225601,0.5569999814033508,1.9420000314712524,176.36700439453125,0.1809999942779541,12.57699966430664,8.105999946594238,4.828000068664551,5.706999778747559,0.0,3.194000005722046,3.194000005722046,52.6609992980957,61.18000030517578,2.8350000381469727,2.1059999465942383,1.0,12.0,216.67750549316406,1263.5474853515625,26.617582321166992,160.15750122070312,0.009263579733669758,932.5449829101562,2111028,928.0683529182103,89.73865737629093
53,4.913000106811523,4.913000106811523,0.0,0.09099999815225601,0.0,0.5569999814033508,1.9579999446868896,176.3520050048828,0.2720000147819519,12.51099967956543,8.168999671936035,4.913000106811523,5.677000045776367,0.0,3.1449999809265137,3.1449999809265137,52.672000885009766,61.15999984741211,2.759999990463257,2.1480000019073486,1.0,12.0,219.38250732421875,1263.4925537109375,26.614416122436523,160.72250366210938,0.024632059037685394,932.6199951171875,2111343,928.0693186445906,107.91008758587996
54,6.698999881744385,6.698999881744385,0.0,0.49000000953674316,-0.3709999918937683,0.46399998664855957,14.315999984741211,185.54400634765625,0.8600000143051147,10.520999908447266,23.795000076293945,10.567000389099121,6.698999881744385,0.0,1.1770000457763672,1.1770000457763672,50.86899948120117,45.60200119018555,1.2009999752044678,9.647000312805176,1.0,17.0,167.3000030517578,1316.3675537109375,26.46900177001953,192.07000732421875,0.00023019449145067483,902.9719848632812,2112719,3712.2888766141823,28.671279886085276
55,7.230000019073486,7.230000019073486,0.0,1.2680000066757202,-0.32899999618530273,0.4569999873638153,15.13599967956543,185.656005859375,1.565000057220459,11.324000358581543,24.562999725341797,11.368000030517578,7.230000019073486,0.0,1.4869999885559082,1.4869999885559082,50.60100173950195,44.86800003051758,1.3480000495910645,10.444000244140625,2.0,18.0,159.1999969482422,1319.29248046875,26.44649887084961,194.57000732421875,0.017680304124951363,902.198974609375,2114350,2784.234058092678,137.431451312071
56,9.883999824523926,9.883999824523926,0.0,2.134000062942505,-2.0409998893737793,4.113999843597412,19.211000442504883,187.13600158691406,5.623000144958496,15.03600025177002,28.586999893188477,14.399999618530273,9.883999824523926,0.0,3.9159998893737793,3.9159998893737793,50.37699890136719,40.96799850463867,0.5569999814033508,10.067000389099121,2.0,25.0,154.90249633789062,1323.7125244140625,26.403770446777344,211.46249389648438,0.01754293590784073,898.8759765625,2114691,928.0789867558742,109.98262579966391
