ben,bsgm_wpgp_2015_dst,guf_ghsl_dst_2014,dmsp_2011,ccilc_dst011_2015,ccilc_dst040_2015,ccilc_dst130_2015,ccilc_dst140_2015,ccilc_dst150_2015,ccilc_dst160_2015,ccilc_dst190_2015,ccilc_dst200_2015,ghsl_dst_2014,guf_dst_2012,cciwat_cls,cciwat_dst,cciwat_dst_negative,gpw4coast_dst,osmint_dst,osmriv_dst,osmroa_dst,slope,topo,tt50k_2000,wclim_prec,wclim_temp,urbanaccessibility_2015,viirs_2016,wdpa_cat1_dst_2017,Id,area_sqm,DIST_NEAR_MANGROVE
11,0.09300000220537186,0.09300000220537186,1030.0,-0.2770000100135803,0.7950000166893005,1.25600004196167,6.5279998779296875,22.575000762939453,3.821000099182129,0.36899998784065247,50.36800003051758,0.18400000035762787,0.09300000220537186,0.0,2.2939999103546143,2.2939999103546143,18.113000869750977,0.6449999809265137,3.444999933242798,0.6449999809265137,2.0,4.0,63.04999923706055,1170.3499755859375,27.479290008544922,0.949999988079071,0.8254094123840332,148.19900512695312,7231441,943.8099006124478,117.43587543427091
12,-0.09200000017881393,-0.09200000017881393,0.0,0.09300000220537186,0.20600000023841858,0.6660000085830688,11.210000038146973,16.54400062561035,0.9459999799728394,0.0,50.784000396728516,-0.09200000017881393,0.4699999988079071,0.0,1.3320000171661377,1.3320000171661377,16.87299919128418,10.54800033569336,4.382999897003174,5.306000232696533,0.0,9.0,122.06999969482422,1160.3050537109375,27.215417861938477,42.150001525878906,0.1911095529794693,134.83799743652344,7232183,943.8109158016782,48.144883954962
13,-0.09200000017881393,-0.09200000017881393,0.0,0.09300000220537186,0.20600000023841858,0.6660000085830688,11.210000038146973,16.54400062561035,0.9459999799728394,0.0,50.784000396728516,-0.09200000017881393,0.4699999988079071,0.0,1.3320000171661377,1.3320000171661377,16.87299919128418,10.54800033569336,4.382999897003174,5.306000232696533,0.0,9.0,122.06999969482422,1160.3050537109375,27.215417861938477,42.150001525878906,0.1911095529794693,134.83799743652344,7232568,943.8114245659469,17.319916165068218
14,0.0,0.0,0.0,0.09200000017881393,0.2070000022649765,0.5379999876022339,11.336999893188477,16.44099998474121,0.8790000081062317,0.0,50.880001068115234,0.0,0.36899998784065247,0.0,1.312999963760376,1.312999963760376,16.790000915527344,10.442999839782715,4.318999767303467,5.202000141143799,1.0,5.0,122.06999969482422,1160.7049560546875,27.209585189819336,41.75,0.20404231548309326,134.7429962158203,7232960,943.8119330146187,38.33314513929088
15,0.0,0.0,0.0,0.18400000035762787,-0.09200000017881393,0.8709999918937683,10.835000038146973,16.437999725341797,0.7419999837875366,0.460999995470047,50.95000076293945,0.09200000017881393,0.0,0.0,1.156999945640564,1.156999945640564,16.642000198364258,11.067999839782715,4.966000080108643,5.833000183105469,0.0,5.0,97.83000183105469,1157.1949462890625,27.20331382751465,48.807498931884766,0.14974917471408844,135.38499450683594,7234529,1887.6279311669996,108.1937948429265
16,0.0,0.0,0.0,0.0,0.27799999713897705,0.4129999876022339,11.463000297546387,16.33799934387207,0.8289999961853027,0.09200000017881393,50.97700119018555,0.0,0.2770000100135803,0.0,1.3079999685287476,1.3079999685287476,16.707000732421875,10.338000297546387,4.257999897003174,5.099999904632568,1.0,3.0,122.62999725341797,1161.14501953125,27.203750610351562,40.95000076293945,0.20404231548309326,134.6479949951172,7234530,3775.255862937217,149.2096900888891
17,0.0,0.0,0.0,0.09200000017881393,0.0,0.9940000176429749,10.732000350952148,16.375999450683594,0.6449999809265137,0.6449999809265137,51.03799819946289,0.0,0.0,0.0,0.949999988079071,0.949999988079071,16.538000106811523,11.23900032043457,5.168000221252441,6.008999824523926,1.0,6.0,92.6500015258789,1155.625,27.197189331054688,48.8125,0.14974917471408844,135.5659942626953,7235340,943.8149837558241,76.23869801948602
18,0.0,0.0,0.0,0.09200000017881393,0.36899998784065247,0.46299999952316284,11.274999618530273,16.280000686645508,0.656000018119812,0.0,51.05799865722656,0.0,0.36899998784065247,0.0,1.4500000476837158,1.4500000476837158,16.586999893188477,10.598999977111816,4.550000190734863,5.366000175476074,1.0,6.0,107.3499984741211,1159.824951171875,27.197917938232422,45.75,0.1562718003988266,134.92100524902344,7235697,943.8154902387197,107.7903509216199
19,0.0,0.0,0.0,0.18400000035762787,-0.09200000017881393,0.949999988079071,10.758000373840332,16.452999114990234,0.7369999885559082,0.5529999732971191,50.946998596191406,0.0,0.0,0.0,1.0770000219345093,1.0770000219345093,16.63599967956543,11.15999984741211,5.054999828338623,5.925000190734863,0.0,6.0,97.8499984741211,1156.425048828125,27.203022003173828,48.412498474121094,0.14974917471408844,135.4770050048828,7236570,38696.378886521146,179.23700645052963
20,-0.09200000017881393,-0.09200000017881393,0.0,0.18400000035762787,0.1860000044107437,0.18400000035762787,11.817000389099121,16.385000228881836,1.1770000457763672,-0.09200000017881393,50.90599822998047,0.0,-0.09200000017881393,0.0,0.9539999961853027,0.9539999961853027,16.84000015258789,9.895999908447266,3.7909998893737793,4.6539998054504395,1.0,7.0,144.12750244140625,1162.8499755859375,27.211959838867188,34.962501525878906,0.15832340717315674,134.19000244140625,7236575,172717.5525861933,246.8792064550857
21,0.13099999725818634,0.13099999725818634,0.0,0.18400000035762787,-0.09200000017881393,0.7599999904632568,10.98799991607666,16.163000106811523,0.46399998664855957,0.4970000088214874,51.22800064086914,0.13099999725818634,0.1860000044107437,0.0,1.0460000038146973,1.0460000038146973,16.36400032043457,11.034000396728516,5.046000003814697,5.813000202178955,1.0,4.0,82.88999938964844,1156.9849853515625,27.186187744140625,52.5724983215332,0.14974917471408844,135.37600708007812,7238074,5662.907171534086,141.19677877277636
22,0.2619999945163727,0.2619999945163727,0.0,0.6449999809265137,-0.09300000220537186,0.2070000022649765,12.399999618530273,15.982000350952148,0.8399999737739563,0.4129999876022339,51.303001403808594,0.4129999876022339,0.2619999945163727,0.0,1.0360000133514404,1.0360000133514404,16.51300048828125,9.38700008392334,3.507999897003174,4.1570000648498535,1.0,0.0,153.17250061035156,1164.25,27.192209243774414,28.537500381469727,0.14934222400188446,133.71800231933594,7238478,943.8190497230785,67.19462052506294
23,0.0,0.0,0.0,1.5800000429153442,0.4620000123977661,1.5889999866485596,7.22599983215332,17.774999618530273,0.09300000220537186,2.818000078201294,51.36000061035156,0.0,1.6820000410079956,1.0,0.0,0.0,16.75200080871582,7.927000045776367,2.6530001163482666,4.205999851226807,0.0,0.0,70.11750030517578,1140.1524658203125,27.224937438964844,20.90999984741211,0.14971955120563507,140.8090057373047,7238872,3775.277916189246,21.549011374344396
24,0.13099999725818634,0.13099999725818634,946.0,-0.09200000017881393,0.18400000035762787,0.8299999833106995,7.085000038146973,21.90999984741211,3.066999912261963,0.18400000035762787,51.125999450683594,0.2770000100135803,0.13099999725818634,0.0,1.5290000438690186,1.5290000438690186,17.382999420166016,0.7429999709129333,3.1389999389648438,0.0,1.0,6.0,70.9375,1171.050048828125,27.473373413085938,1.4500000476837158,1.099755883216858,147.9929962158203,7240004,943.8210798347295,86.4486212651172
25,0.2070000022649765,0.2070000022649765,0.0,2.184000015258789,-0.18400000035762787,2.9619998931884766,8.704000473022461,16.7189998626709,0.2759999930858612,2.7890000343322754,51.50899887084961,0.2070000022649765,0.27799999713897705,0.0,0.4970000088214874,0.4970000088214874,16.176000595092773,10.140000343322754,3.9230000972747803,6.335999965667725,0.0,1.0,65.5999984741211,1143.300048828125,27.181873321533203,22.024999618530273,0.14835618436336517,138.59300231933594,7241109,1887.6452063321722,115.34486284721609
26,0.18400000035762787,0.18400000035762787,1030.0,0.0,0.09200000017881393,0.7369999885559082,7.126999855041504,21.77899932861328,2.9700000286102295,0.2770000100135803,51.22800064086914,0.36899998784065247,0.18400000035762787,0.0,1.4190000295639038,1.4190000295639038,17.29599952697754,0.8500000238418579,3.0429999828338623,0.0,1.0,3.0,75.4375,1169.75,27.471874237060547,1.75,1.099755883216858,147.8979949951172,7241843,943.8236193500588,86.85712664203247
27,0.0,0.0,457.0,2.196000099182129,-0.27799999713897705,3.2809998989105225,8.65999984741211,16.643999099731445,0.46299999952316284,2.9119999408721924,51.70399856567383,0.0,0.09300000220537186,0.0,0.2930000126361847,0.2930000126361847,16.030000686645508,9.869000434875488,3.5959999561309814,6.0370001792907715,1.0,2.0,59.099998474121094,1142.5999755859375,27.16962432861328,20.975000381469727,0.14835618436336517,138.86399841308594,7243341,943.8256505769468,-31.841641437508247
28,0.09300000220537186,0.09300000220537186,0.0,2.2869999408721924,-0.2770000100135803,3.1649999618530273,8.779999732971191,16.57699966430664,0.36899998784065247,2.947000026702881,51.696998596191406,0.09300000220537186,0.13099999725818634,0.0,0.3919999897480011,0.3919999897480011,16.003999710083008,10.053000450134277,3.7269999980926514,6.21999979019165,1.0,2.0,59.29999923706055,1143.199951171875,27.16812515258789,20.674999237060547,0.14835618436336517,138.67999267578125,7243342,3775.3015884237248,143.40705712579188
29,0.13099999725818634,0.13099999725818634,0.0,2.059000015258789,0.8709999918937683,1.659000039100647,7.541999816894531,17.447999954223633,-0.09200000017881393,3.315000057220459,51.814998626708984,0.13099999725818634,1.4859999418258667,1.0,0.0,-0.09300000220537186,16.336000442504883,7.75600004196167,2.1549999713897705,3.924999952316284,0.0,0.0,53.86249923706055,1140.5875244140625,27.211563110351562,12.550000190734863,0.17411953210830688,140.9810028076172,7244347,943.8271750739402,-18.594624519562895
30,0.0,0.0,0.0,2.367000102996826,-0.1860000044107437,3.239000082015991,8.850000381469727,16.490999221801758,0.2930000126361847,3.0380001068115234,51.790000915527344,0.0,0.09200000017881393,0.0,0.3330000042915344,0.3330000042915344,15.911999702453613,10.057000160217285,3.6619999408721924,6.209000110626221,0.0,3.0,56.20000076293945,1143.300048828125,27.161041259765625,19.825000762939453,0.17819707095623016,138.677001953125,7244348,943.8271743462049,103.12119339878903
31,-0.09200000017881393,-0.09200000017881393,457.0,2.361999988555908,-0.09300000220537186,3.424999952316284,8.802000045776367,16.47100067138672,0.3330000042915344,3.0959999561309814,51.888999938964844,-0.09200000017881393,0.0,0.0,0.13099999725818634,0.13099999725818634,15.845999717712402,9.878000259399414,3.4660000801086426,6.017000198364258,0.0,0.0,52.900001525878906,1142.800048828125,27.156124114990234,18.875,0.17819707095623016,138.85899353027344,7246040,943.829710488486,2.7871128480288716
32,-0.09200000017881393,-0.09200000017881393,457.0,2.446000099182129,0.0,3.497999906539917,8.873000144958496,16.385000228881836,0.2919999957084656,3.187999963760376,51.981998443603516,-0.09200000017881393,0.09200000017881393,0.0,0.09200000017881393,0.09200000017881393,15.753999710083008,9.883000373840332,3.4000000953674316,6.008999824523926,0.0,0.0,49.79999923706055,1142.9000244140625,27.14937400817871,17.825000762939453,0.17819707095623016,138.85699462890625,7247109,943.8312354522886,70.54728572161693
33,-0.09200000017881393,-0.09200000017881393,0.0,2.621000051498413,0.0,3.2880001068115234,9.111000061035156,16.25200080871582,0.09300000220537186,3.260999917984009,51.970001220703125,0.0,0.0,0.0,0.4129999876022339,0.4129999876022339,15.704000473022461,10.25100040435791,3.6619999408721924,6.376999855041504,0.0,6.0,50.20000076293945,1144.0999755859375,27.14437484741211,18.424999237060547,0.17394809424877167,138.48800659179688,7247110,943.8312355214503,26.654315211864194
34,-0.13099999725818634,-0.13099999725818634,0.0,2.700000047683716,0.09300000220537186,3.367000102996826,9.180999755859375,16.165000915527344,0.0,3.3510000705718994,52.0629997253418,0.0,-0.09300000220537186,0.0,0.3799999952316284,0.3799999952316284,15.612000465393066,10.258000373840332,3.5959999561309814,6.370999813079834,1.0,5.0,47.099998474121094,1144.199951171875,27.136959075927734,17.774999618530273,0.17394809424877167,138.48599243164062,7247479,943.8317424857505,57.378990671153886
35,0.0,0.0,0.0,2.6640000343322754,0.2070000022649765,3.3570001125335693,9.371999740600586,16.013999938964844,-0.09300000220537186,3.490000009536743,52.1510009765625,0.0,0.0,0.0,0.3799999952316284,0.3799999952316284,15.498000144958496,10.449000358581543,3.6619999408721924,6.550000190734863,0.0,3.0,44.20000076293945,1144.9000244140625,27.126375198364258,17.825000762939453,0.17394809424877167,138.3000030517578,7250937,34921.85490173206,190.5315104004487
36,-0.13099999725818634,-0.13099999725818634,0.0,2.572999954223633,0.0,3.3380000591278076,9.050999641418457,16.284000396728516,0.09300000220537186,3.239000082015991,51.972999572753906,-0.09200000017881393,0.0,0.0,0.3330000042915344,0.3330000042915344,15.715999603271484,10.159000396728516,3.5959999561309814,6.284999847412109,1.0,4.0,50.099998474121094,1143.800048828125,27.1456241607666,18.274999618530273,0.17819707095623016,138.58099365234375,7251322,155732.08892265326,-19.599405651538714
37,0.0,0.0,0.0,2.8459999561309814,0.2919999957084656,3.563999891281128,9.45300006866455,15.871999740600586,-0.18400000035762787,3.6440000534057617,52.3380012512207,0.0,0.0,0.0,0.27799999713897705,0.27799999713897705,15.324999809265137,10.373000144958496,3.4660000801086426,6.453000068664551,0.0,0.0,42.099998474121094,1143.532470703125,27.120540618896484,21.197500228881836,0.18565519154071808,138.38800048828125,7251323,4719.180534987838,116.70223900983297
38,0.0,0.0,0.0,2.9000000953674316,0.13099999725818634,3.6530001163482666,9.335000038146973,15.937999725341797,0.0,3.6010000705718994,52.34400177001953,0.0,0.0,0.0,0.2919999957084656,0.2919999957084656,15.347999572753906,10.1899995803833,3.3350000381469727,6.26800012588501,0.0,1.0,41.900001525878906,1142.9024658203125,27.123374938964844,20.3075008392334,0.2243434339761734,138.57200622558594,7252033,9438.370152484591,126.83537403142557
39,-0.09200000017881393,-0.09200000017881393,3305.0,0.09300000220537186,0.18400000035762787,1.8179999589920044,6.323999881744385,14.243000030517578,3.0880000591278076,0.0,54.590999603271484,0.0,0.0,0.0,0.3330000042915344,0.3330000042915344,14.288000106811523,0.4129999876022339,0.3919999897480011,0.20600000023841858,1.0,4.0,6.5,1212.262451171875,27.213333129882812,0.0,2.188709020614624,124.36399841308594,7261922,1887.7015193613556,107.64035685852016
40,0.09200000017881393,0.09200000017881393,537.0,0.7480000257492065,-0.1850000023841858,0.7419999837875366,9.11400032043457,17.059999465942383,0.36899998784065247,0.4620000123977661,54.17499923706055,0.09200000017881393,0.1850000023841858,0.0,0.18400000035762787,0.18400000035762787,14.67199993133545,5.669000148773193,0.13099999725818634,2.0329999923706055,0.0,2.0,83.17749786376953,1142.74755859375,27.182022094726562,24.434999465942383,0.3672826588153839,143.79800415039062,7274666,943.8672160911508,-50.255766917035885
41,0.09200000017881393,0.09200000017881393,537.0,1.024999976158142,0.09300000220537186,0.8289999961853027,9.182000160217285,16.64900016784668,0.0,0.2930000126361847,54.17599868774414,0.13099999725818634,0.09200000017881393,0.0,0.5379999876022339,0.5379999876022339,14.506999969482422,6.232999801635742,0.5830000042915344,2.4210000038146973,0.0,1.0,68.25,1143.16748046875,27.16204261779785,22.440000534057617,0.3338681757450104,143.1529998779297,7274667,943.8672159397638,76.8520654031342
42,0.0,0.0,537.0,1.0369999408721924,0.09300000220537186,0.8740000128746033,9.196000099182129,16.590999603271484,0.0,0.33399999141693115,54.17599868774414,0.09300000220537186,0.0,0.0,0.4620000123977661,0.4620000123977661,14.486000061035156,6.315000057220459,0.6710000038146973,2.484999895095825,0.0,2.0,68.25,1142.87255859375,27.160125732421875,22.3799991607666,0.32286083698272705,143.06100463867188,7274668,1887.7339255477173,124.87001372052919
43,-0.09200000017881393,-0.09200000017881393,537.0,1.0570000410079956,0.09300000220537186,0.9259999990463257,9.210000038146973,16.534000396728516,0.0,0.3919999897480011,54.17599868774414,0.09200000017881393,0.0,0.0,0.3919999897480011,0.3919999897480011,14.46500015258789,6.396999835968018,0.722000002861023,2.549999952316284,0.0,1.0,68.25,1142.5775146484375,27.1582088470459,22.31999969482422,0.32286083698272705,142.968994140625,7274669,943.8672161890535,106.68426302085064
44,-0.09200000017881393,-0.09200000017881393,537.0,1.0570000410079956,0.09300000220537186,0.9259999990463257,9.210000038146973,16.534000396728516,0.0,0.3919999897480011,54.17599868774414,0.09200000017881393,0.0,0.0,0.3919999897480011,0.3919999897480011,14.46500015258789,6.396999835968018,0.722000002861023,2.549999952316284,0.0,1.0,68.25,1142.5775146484375,27.1582088470459,22.31999969482422,0.32286083698272705,142.968994140625,7275071,943.8677224776014,75.96527175709038
45,0.09200000017881393,0.09200000017881393,618.0,0.8399999737739563,-0.09300000220537186,0.7950000166893005,9.206999778747559,16.98900032043457,0.36899998784065247,0.4129999876022339,54.268001556396484,0.09200000017881393,0.09300000220537186,0.0,0.1860000044107437,0.1860000044107437,14.583000183105469,5.716000080108643,0.09200000017881393,2.114000082015991,0.0,2.0,80.9625015258789,1141.512451171875,27.176979064941406,25.325000762939453,0.3672826588153839,143.79800415039062,7275478,943.8682292063943,-49.44987148131603
46,0.0,0.0,537.0,1.0369999408721924,0.09300000220537186,0.8740000128746033,9.196000099182129,16.590999603271484,0.0,0.33399999141693115,54.17599868774414,0.09300000220537186,0.0,0.0,0.4620000123977661,0.4620000123977661,14.486000061035156,6.315000057220459,0.6710000038146973,2.484999895095825,0.0,2.0,68.25,1142.87255859375,27.160125732421875,22.3799991607666,0.32286083698272705,143.06100463867188,7275479,9438.680188491257,93.83812756067385
47,0.0,0.0,537.0,1.2070000171661377,0.09300000220537186,1.1829999685287476,9.276000022888184,16.308000564575195,0.0,0.703000009059906,54.17900085449219,0.0,0.0,0.0,0.09200000017881393,0.09200000017881393,14.38700008392334,6.729000091552734,0.49900001287460327,2.828000068664551,0.0,1.0,68.25,1141.3974609375,27.150541305541992,22.079999923706055,0.303552508354187,142.60000610351562,7275480,18877.340771347786,82.66755403201508
48,0.0,0.0,537.0,1.1729999780654907,0.1860000044107437,1.0549999475479126,9.317000389099121,16.40399932861328,-0.09300000220537186,0.4129999876022339,54.26900100708008,0.0,0.09200000017881393,0.0,0.2619999945163727,0.2619999945163727,14.354000091552734,6.521999835968018,0.7229999899864197,2.680999994277954,0.0,2.0,67.75,1141.5374755859375,27.15104103088379,23.100000381469727,0.32286083698272705,142.87600708007812,7275882,8494.813047106114,65.73882424794306
49,0.0,0.0,537.0,1.2869999408721924,0.1860000044107437,1.24399995803833,9.366999626159668,16.235000610351562,-0.09300000220537186,0.6710000038146973,54.27199935913086,0.09300000220537186,0.0,0.0,0.09200000017881393,0.09200000017881393,14.295999526977539,6.769000053405762,0.5860000252723694,2.88700008392334,0.0,0.0,67.75,1140.862548828125,27.144790649414062,22.799999237060547,0.303552508354187,142.5989990234375,7275883,943.8687334342776,-15.63326149229882
50,0.09300000220537186,0.09300000220537186,618.0,0.8550000190734863,-0.09300000220537186,0.8349999785423279,9.213000297546387,16.929000854492188,0.2770000100135803,0.3330000042915344,54.268001556396484,0.09300000220537186,0.09300000220537186,0.0,0.1860000044107437,0.1860000044107437,14.557999610900879,5.795000076293945,0.09300000220537186,2.1600000858306885,0.0,2.0,77.1875,1141.9375,27.173437118530273,24.875,0.3672826588153839,143.7050018310547,7276313,2831.6062038552636,14.527264113055427
51,-0.09200000017881393,-0.09200000017881393,3905.0,0.0,0.1860000044107437,2.4040000438690186,6.228000164031982,13.3149995803833,1.8569999933242798,0.09200000017881393,55.84400177001953,-0.09200000017881393,0.0,0.0,0.3330000042915344,0.3330000042915344,13.081999778747559,0.2070000022649765,0.414000004529953,0.18400000035762787,2.0,19.0,5.150000095367432,1226.6875,27.249372482299805,1.5750000476837158,3.8370473384857178,123.61199951171875,7276314,943.8692396566539,107.39558404927395
52,-0.09200000017881393,-0.09200000017881393,3905.0,0.0,0.09300000220537186,2.4130001068115234,6.2820000648498535,13.225000381469727,1.8179999589920044,0.09200000017881393,55.935001373291016,-0.09200000017881393,0.0,0.0,0.2919999957084656,0.2919999957084656,12.98900032043457,0.2930000126361847,0.33399999141693115,0.20600000023841858,3.0,16.0,5.25,1226.04248046875,27.250289916992188,2.2049999237060547,3.8370473384857178,123.61100006103516,7276678,943.8697465589551,73.73116115271789
53,0.0,0.0,537.0,1.2610000371932983,0.27799999713897705,1.1299999952316284,9.407999992370605,16.33099937438965,0.0,0.3799999952316284,54.36199951171875,0.09200000017881393,0.0,0.0,0.20600000023841858,0.20600000023841858,14.263999938964844,6.564000129699707,0.7879999876022339,2.746000051498413,0.0,1.0,67.25,1140.79248046875,27.14579200744629,23.940000534057617,0.32286083698272705,142.875,7277072,943.8702519092433,12.851681753043843
54,0.0,0.0,618.0,1.0850000381469727,0.09300000220537186,1.0199999809265137,9.414999961853027,16.66900062561035,0.13099999725818634,0.09200000017881393,54.45399856567383,0.0,0.09300000220537186,0.0,0.18400000035762787,0.18400000035762787,14.329999923706055,6.048999786376953,0.18400000035762787,2.4149999618530273,1.0,1.0,68.14749908447266,1140.37744140625,27.15777015686035,26.114999771118164,0.3338681757450104,143.52000427246094,7278736,2831.6157652770353,5.61283581375665
55,0.0,0.0,618.0,1.2050000429153442,0.2070000022649765,1.1169999837875366,9.515999794006348,16.538000106811523,0.1860000044107437,0.0,54.54600143432617,0.09200000017881393,0.0,0.0,0.2770000100135803,0.2770000100135803,14.215999603271484,6.176000118255615,0.20600000023841858,2.5420000553131104,1.0,1.0,66.25,1139.3924560546875,27.15079116821289,26.940000534057617,0.41665515303611755,143.427001953125,7279163,943.8727814386766,-4.070512073258804
56,-0.09300000220537186,-0.09300000220537186,537.0,1.3880000114440918,0.46399998664855957,1.2050000429153442,9.562999725341797,16.302000045776367,-0.09200000017881393,0.18400000035762787,54.547000885009766,0.0,-0.09200000017881393,0.0,0.20600000023841858,0.20600000023841858,14.125,6.493000030517578,0.5379999876022339,2.759999990463257,0.0,1.0,66.25,1139.33251953125,27.140457153320312,26.059999465942383,0.3515971004962921,143.0590057373047,7279164,943.8727806934597,-98.33367924884088
57,-0.09200000017881393,-0.09200000017881393,618.0,1.1469999551773071,0.1860000044107437,1.1130000352859497,9.498000144958496,16.658000946044922,0.2619999945163727,0.18400000035762787,54.54600143432617,-0.09200000017881393,0.0,0.0,0.09200000017881393,0.09200000017881393,14.265000343322754,6.019999980926514,0.09200000017881393,2.447000026702881,1.0,2.0,69.7074966430664,1138.717529296875,27.15627098083496,27.454999923706055,0.43501803278923035,143.61199951171875,7279594,943.8732877267589,57.32345448613072
